t_index,date,P01,P02,P03,P04,P05,P06,P07,P08,P09,P10,C01,C02,C03,C04,C05,C06
42,2025-02-12,0.07299950602515515,0.4370695958859709,0.13321607488978288,0.3142885021997746,0.5192568737378572,0.037401863644001776,0.1892067044930671,0.4329811641643633,0.0,0.154582805389029,5.622097461804902,,4.517110459322139,6.527571287613914,4.602201293170085,6.869766473588686
43,2025-02-13,0.03887617850926839,0.41481768883716086,0.12411520432499244,0.3826151810886752,0.4901372073785264,,0.20402769432822496,0.43995182764617874,0.0,,5.052620744149068,5.402339137203304,,,4.179641356629208,6.277353464600167
44,2025-02-14,0.17484015285813936,0.4508157970796177,0.24498245928139958,0.4391943788055201,0.5394259618260273,0.08442583220930341,0.42835575177183133,,0.10429651446812024,0.29311526536811966,4.855778502645619,5.414835223218883,4.153399539154654,6.794057025785042,3.343959862739093,6.649661701733484
45,2025-02-15,0.07984128895060758,,0.3149395784976339,0.27943554468589377,0.7834664658596302,0.30558080910422625,0.41484567857693494,0.5150684865994346,0.13067640717330128,0.4167710181973975,5.068262648847831,5.441586606046573,3.585039582756256,4.874659726169539,4.651684081114098,7.149479383301958
46,2025-02-16,0.11201928771675684,0.3345109934934231,0.23249562285046896,0.3375011283686543,0.7766604292130632,,0.27391536006337713,0.5710307631205075,0.15771906306052358,0.4847562548011362,4.655420400636688,5.437875791674491,,4.930958519939636,4.5426147413511115,6.494032144075776
47,2025-02-17,0.10801337170505261,,0.214221186210638,0.3553494339262844,,0.3198831795668922,0.20724280516338056,0.3898676508408751,,,,5.102543406771681,,5.130675370918935,5.1228685946663015,6.059472000581114
48,2025-02-18,0.22576872897368877,0.3428488072600401,0.2555149157180665,0.23556573102706913,0.8146401760727439,0.17619044083059335,0.33526792930669647,0.3791759537079192,0.4906205859108338,0.3541537639426666,4.808895147372029,4.738186414740075,3.783282186593485,5.333679111821425,,6.260053655317188
49,2025-02-19,0.23654204603653994,0.39176952748261545,0.2895409642351495,0.24949718743485513,0.7469715973729696,0.2581771015705629,0.4144071994872425,0.2715078142111758,0.48540918213881373,0.29826920537232593,4.669779636349813,4.643560788044197,4.143353867637342,4.1570541873214815,5.029284492286813,6.0299248094931075
50,2025-02-20,0.2686699404094614,0.3203112881140333,0.06745188240792566,0.3043597752935773,0.6357165217381211,0.23403456692374439,0.48190758113526366,0.44602087154654396,,0.29543731643209814,3.5960611999362273,4.560658323860288,,3.714203112217769,3.9098635726742814,6.246593482789087
51,2025-02-21,0.22931423296302988,0.21260255150459026,0.15803272376485472,0.2128056531488134,0.5341295468675227,0.2254455372751017,0.4399311064612752,0.6443253216541425,0.18912965216578476,0.17215332657685287,3.7042218284248856,,3.5685360547432823,4.1945446739570205,3.572066494123108,4.890943352711361
52,2025-02-22,0.3248712160602417,0.2069042591320136,,0.25462618213039384,0.4373695872329924,0.2715047991322211,0.41686927649372424,0.5665350030892095,0.24698319132439378,0.1889049843317546,3.9699262916833007,4.583961316955287,3.5226905606429963,4.714344587381698,3.2749297273593077,
53,2025-02-23,0.24700829975428282,,0.13735859641933781,0.2955055928070208,0.38080620372681423,0.27662723303749537,0.42411314247970777,0.5441347197108583,0.2599475761041457,0.2847235310065967,4.23221108541037,3.868555104854072,3.42906668113621,4.574166713633784,4.327363484726626,5.5518735174363325
54,2025-02-24,0.3522311638024558,0.362020442804679,0.04164868266877585,0.1913049820147961,0.3397163326866,0.30347034970843945,0.40651874340817945,0.4688322342329581,0.3049349100819695,0.269951721657112,4.2437515263589765,4.034370760200537,3.5214634555835858,4.277605064477085,3.423093376545697,5.533640310448814
55,2025-02-25,0.1711733463297488,0.42242940134413715,0.0,0.3257330637714529,0.33568156369368907,0.301896548001494,0.2976998189205809,0.3548442696123544,0.366940299119252,0.2507850822538271,5.048841593975646,5.146810230692673,3.9162878627989466,,3.6568477726220254,5.60795434934582
56,2025-02-26,,0.28457288401274844,,0.3342267478298673,0.4039124200692879,0.31114708582310974,0.345101755993136,0.24154188681916644,0.34986613686039747,0.28198519295521685,4.402578624968888,5.474907094906045,3.8907702423609827,4.023381510484933,,5.904067079779437
57,2025-02-27,0.17271878880330827,0.06469594988045976,0.02567895688292589,0.21233439126141967,0.5307073365383745,0.36289465280029554,0.43670233805625774,0.3111223361953823,0.16204642899106395,,4.14108387210746,5.4367326758089325,3.571144007903164,3.7567122707218017,3.6975808964976946,5.3472331397756125
58,2025-02-28,0.15229228169958356,0.04562821424773196,0.0018604686027035022,0.1652919446929617,0.5885553784747806,0.1839842248634043,0.3350844734097243,0.4842038139257886,0.17088121078705149,0.31448089453217326,2.9795973121973094,5.426432525616413,2.9864183317212043,3.8443959570866206,3.390741531070682,5.514150374299468
59,2025-03-01,0.16119121263055577,0.0,0.030978499786980244,0.23600463861105747,0.5605113190659491,0.1538401694987002,0.3909281404149882,0.41194209407871385,0.17016205983581703,0.3513010911913293,2.859166343467062,5.307339641817932,3.0097253064408243,4.183755170496621,3.6466653606140094,4.9811375655011965
60,2025-03-02,0.051359829039143406,0.0,0.008354672993941138,0.32234495077668623,0.5547821349378368,,0.3654583399900697,0.394985255947298,0.1265763609426588,0.21879296187282782,3.3130860091807297,5.773344474786456,3.46322236570849,3.604108210475515,2.878528987113521,4.915764910633493
61,2025-03-03,0.07233953992235548,,0.0,0.403131393266651,0.4812400423966626,,0.2575190518680932,0.26284164029123,0.17435666780173756,0.16806854905765203,4.31984373235677,5.625578412952904,,2.748991518341187,3.0042226930765765,5.705532104470162
62,2025-03-04,0.0,0.0,0.0,0.2825325054888777,0.17335011411802462,,0.166440904342259,0.11038391827682045,0.19942175825463382,0.17012012678662983,4.7424929504446975,5.3443978707767394,3.2613139199382535,3.072109924176488,2.6523096306548886,6.4384588837079315
63,2025-03-05,0.07341547189555922,0.0,0.13287974303642103,0.3124046553761731,0.1746269126678465,,0.07833553604569732,0.16320964155967646,0.24738919533034517,0.06438069635492602,4.294129775906822,5.146387581443162,4.441756859777033,3.0503293265463656,2.7598473444469285,
64,2025-03-06,0.2999367815816649,0.0,0.14866722642620475,0.3621755896689535,0.10102143709712791,0.13489988472764694,0.10756635967076508,0.1376011575458405,0.2990480493213994,0.09346102567047884,3.8876185549346625,4.31270932575465,3.459122819058282,2.644872148714954,4.579868002061686,
65,2025-03-07,0.3030674689021723,0.0,0.031085849527693984,0.4379106801038173,0.010137896516417595,0.25049596142090785,0.013134251808728653,0.009746238838437837,,0.27914598803582613,,4.7909465919252066,2.5118211761620595,,,5.903362005156346
66,2025-03-08,0.20164010645280211,0.0,,0.2743938023593281,0.0059543517280969994,0.04697039223538216,,0.0,0.09723397109870263,,4.0883306568070905,,3.1730819016463006,3.3169093934174723,5.203436635556663,6.459853425686302
67,2025-03-09,0.02491423486247929,0.0,0.0,,0.07197915098620328,0.0,0.20342328803858856,0.0,0.18736806940877487,0.33732523473003495,3.89363068807868,4.969997911494724,3.427378332568242,3.126078811744024,5.6691140344545,
68,2025-03-10,,0.0,0.08959976966748748,0.24725351337928347,0.14982208577185208,0.0,0.23290964102790435,0.04124201575152116,,0.13179858747604897,4.418988894521253,,4.620673969110457,,5.85163012191657,6.523769286387208
69,2025-03-11,0.0,0.0,0.0,0.22509515245523992,0.03744123211959889,0.046887438613551415,0.18337875728731706,0.20543970180081883,0.37158932334730854,0.0,5.560987723480852,5.538564302744299,4.755795720659956,5.279975881846569,5.406603965832426,6.164871278009352
70,2025-03-12,0.0,,0.028998981663316492,,0.3052060361345217,0.11523114337845053,0.08737558180299732,0.21332210426268752,,0.1003530688422374,5.58355787727412,4.736324558710502,5.524948332813142,5.9319480365154575,5.263377281411868,5.6029767273333455
71,2025-03-13,0.06388832353800947,0.0,0.03634789453218461,,0.1798380182800702,0.0,0.024329387851616285,0.34257411428357043,,0.34059103694668313,5.588447923326512,4.532935257708899,5.3817115500772275,6.264768889847037,,5.726826051428134
72,2025-03-14,,,,,0.13215309642661538,0.17276301794095528,0.1389570315659792,0.3791322634187878,,0.38779286440550387,6.207927494478654,,,6.153708218919585,5.475714737394035,5.764860836095522
73,2025-03-15,0.5392816734646827,0.0,,,0.023865787730888294,,0.04780408944580586,0.3640293021367179,0.2476945731604764,0.37080250773320234,,3.6560005047011925,6.363691434356083,7.309106055784803,4.806387939988177,5.907358439954286
74,2025-03-16,0.37327388146633367,0.0,,,0.06282476696606595,0.003545887204675399,0.07538446491300951,0.6653171632010701,0.0,0.5157183657004984,,3.7731335072818157,,,5.005278934304207,
75,2025-03-17,0.328814510369075,0.0,0.008029112432905956,,0.0,0.011092866901037116,0.2602783228599944,0.6682327529716804,0.0,0.41513485620394736,7.728071476236166,5.47288586068395,9.226757008637861,7.474039521102715,6.315396478813442,7.6757558265985235
76,2025-03-18,0.271267150898759,0.0,0.10373247557036384,,,0.08919064636564626,0.3690550052243018,0.6885083908260683,,0.44098235915039946,7.566055999429015,,9.02256227352763,7.539629954047079,5.617862510633611,8.68357476527614
77,2025-03-19,0.026966228995627645,,,,0.0,0.25078626390791026,0.45205553290687017,0.4521969499904792,0.05151019797622759,0.1822843871212398,7.060186263626733,5.853932016270845,7.8632048053496755,7.979354854926792,6.249744713244167,
78,2025-03-20,0.0,0.0,0.0026988650184981214,,0.1358626290733354,0.22181419273144923,0.45230001286339233,0.1598595554514351,,0.1017399488623099,,7.21360654001937,7.476708701946081,7.3829827615485835,,9.101911217344366
79,2025-03-21,0.0,0.0022424105980552167,0.0,0.13971967884671507,0.2664880638382532,0.4071832037690151,0.3901881678714406,0.33899495170939614,,0.12888375005274455,7.222289151556147,7.275007477839899,7.786900867109416,,5.461457972727163,8.25440588552433
80,2025-03-22,,,0.0,0.15731993228058616,0.13313723737436567,0.29294419306513797,0.3292838388664414,,,0.21052868716798065,7.814778581689605,5.357644143682054,8.978000488870272,,5.508152733023441,7.883095212268062
81,2025-03-23,0.06122438853543774,0.2623724788361759,0.05267606939875237,,,0.34539874501540935,0.31709624535378556,0.15896356558291463,0.03598365837788767,,6.6697873869025095,5.5941209448454545,7.772491974526575,6.44272008476616,,8.31648952828468
82,2025-03-24,0.0,0.13875540712520545,,0.34797414496397383,,0.17613767023949306,0.27967061973751967,,,0.2768785342176776,7.178893826978745,6.0152474987180735,,,4.58367916451356,8.511794874928981
83,2025-03-25,0.0,,,0.35115699594353755,,0.2455403578598327,0.5525584480707039,0.039990693361534435,,0.13353753465492318,8.139176621278756,6.266345557467064,,5.40604169701315,4.95625291044675,8.614860849471096
84,2025-03-26,0.3822338148461382,,0.1712040840458252,,,0.16825890949461797,0.41482570859727963,0.2009757778260023,,,8.349013797867622,5.381029990009628,,5.668495421836337,,7.79565365593377
85,2025-03-27,0.1830117239255978,0.5480894236772611,0.07975308425813053,0.4681687931251526,,0.09579405354810598,0.27016773555597295,0.12277450722828534,,0.14185379945933263,8.543553965830867,5.9166193219964045,9.14642507213926,6.554281979777666,5.287801155304527,8.073530678623712
86,2025-03-28,0.23003600319387063,0.5181396872172698,0.08572060132072533,0.3036552895806134,,0.0955835987839121,0.4256464093367568,0.16710201627485174,,0.17689294653590057,8.165441383145794,5.340461382526291,,6.571538407240622,5.2519620536649585,8.17033187300762
87,2025-03-29,0.21045584955064087,0.31809386033361675,0.07146918291140165,0.22745126201833782,,0.0,0.5818651280677779,0.12163852788208653,,0.20107207524344098,7.563253991065658,5.425740086936991,6.9834366869855184,5.645004406559616,4.5833880624899805,7.6630149871245665
88,2025-03-30,0.2685483233401512,,0.14651328968981137,0.2593660999703638,,0.03633863008980253,0.5304132912323173,,,0.4227388678366125,6.916336569251808,5.220657758153723,6.256655351017946,4.75357383709903,5.278362836315146,7.546230966290104
89,2025-03-31,0.16809228479609672,0.3435126886489364,0.06513807676717134,0.21531385455067936,,0.0,0.5367799897834983,0.3193682402773594,0.06721851586332989,0.3877301871807074,6.437310618306322,4.315939096438109,5.750562344601973,5.172193883417836,5.7528641270257035,7.7576460278474935
90,2025-04-01,0.09615516388062352,0.5661723156581833,,,,0.004858570601362171,0.47902619326502105,0.31658616718618193,,0.3661170848537448,,3.785461097339631,5.472418467510312,5.052413425457716,5.870225036223991,
91,2025-04-02,0.23155357983822822,0.5593940350845216,0.062779309270106,,0.37645616092983714,0.0,0.6066482312325123,0.45168440968223583,0.28920643276366576,0.42047215774972385,6.548677468882698,3.82694257826583,5.612441952121673,,5.17802908315934,9.132281584521962
92,2025-04-03,0.08733250731835313,0.3410556624356669,0.07482178541152175,0.35015937897571214,0.549957134538939,0.13348382472207637,,0.4933602138040035,,0.43270375972925196,6.85733671994354,2.195959182004038,5.593511988651565,5.854811808119918,4.827138032149385,
93,2025-04-04,0.2143247626021384,0.43451804655951365,0.3495177639047279,,,0.292390851471485,0.33159464650499426,0.6058771677382249,0.4540760691105794,0.14818135290876322,5.273611278771258,,4.6818108950739115,4.137214106272807,6.190662061604691,7.70186222577839
94,2025-04-05,0.20288552255550754,0.2642405190098146,0.4801328303627139,0.17895223523249784,0.4406861914349117,0.15338678017084423,0.2755909576579735,0.5104914674872565,0.5157356459339106,0.03456374029326076,6.417382498128374,2.629382060869457,3.3464653480675803,3.600483257942972,5.572149180880363,7.717226097986947
95,2025-04-06,0.22120569091490697,0.30565159974088535,0.3174846831277575,0.3857147234418232,0.5326722715430731,,,0.446109871064448,0.29023587057890243,0.028615447240910155,5.88293934043473,3.6747817945142636,3.2315056466877823,4.144324138871238,5.1130702514109005,6.740066641521036
96,2025-04-07,0.10281676688907833,0.27618469052171846,0.40709752806313465,0.35341748949523866,0.5433329549424414,0.14924793256214505,0.27386729893620865,0.3726103307203733,0.3809036117425608,0.04213904245300987,6.809102848521897,,3.967707077603825,4.157522322459531,4.909700407880053,5.3254235067748965
97,2025-04-08,0.12555289996570518,0.24017209698285358,0.3142374907494618,0.26608265691177024,0.43947569228251243,0.19501944503672367,0.2756871362170219,0.5230934567416077,0.32729619479174166,,6.675470444848867,3.7618607856047164,4.592098862522077,4.490326334580348,5.093115995271525,5.066199012702737
98,2025-04-09,0.11051135825013284,0.3167535992335885,0.27638157162979987,0.19217417187340827,0.48300002290887484,0.26714191622135675,0.3156926871453517,,0.24364160778823066,0.135163060943165,5.176228380067223,3.083825549514332,5.211587281345222,4.413536827311732,5.287464310648993,5.2250017428775966
99,2025-04-10,0.14395434071986013,0.5772543891916156,0.13017351884026362,0.3817502046515589,0.47894268735197465,0.18390970363562978,0.25440564017671796,0.5513443770763997,0.2468584219243481,0.40527258905168967,,2.4532718745423114,5.064657148615387,4.66932174972339,5.194700984629216,5.575857820354066
100,2025-04-11,0.35917970023396406,,,0.258207724741472,0.5667451223338681,0.2805464481557134,0.14685784114792438,0.7146810258100313,0.2499928926625611,0.3721561731620172,,2.1344796534540196,,4.425744441159505,4.3201605223572015,5.2562282301483325
101,2025-04-12,0.3736685032284337,0.5082969688137161,0.04678820549463565,,0.3829231774097094,0.3665491309216126,0.0,0.4618587110622209,0.24050334657644484,0.332578120230135,,,3.945410700773336,3.9241897142858155,4.702787080083614,5.112413664244719
102,2025-04-13,0.4502314837995262,0.7263114696304593,0.0,0.44211305896818665,,0.4895480702465738,0.22970237583220193,0.5522114500013605,0.3357116575113267,0.40594208484148986,7.473953454545742,2.981568611403295,4.6004764715386814,4.581924035943064,4.411929179065848,4.079900569430736
103,2025-04-14,0.42192357777026823,0.5547634097981047,,0.34276636980387354,0.7083507722592023,0.36929260262730995,,,0.2567774115530136,,6.50609527197167,3.369266343948076,,4.56122355485761,3.17149729094976,4.99574666367904
104,2025-04-15,0.26525136928876125,0.39444932932052745,0.0,0.17828986244477948,0.5246057999788201,0.6576381671417073,,0.40765217967498824,0.1667430540362943,0.326372549452435,6.827160308951637,3.012006970798536,5.7198455271542405,5.13089934600117,3.4848386710355754,4.375877426990085
105,2025-04-16,,0.39922221538701186,,0.1488977032766039,0.5740509459853471,0.5435755489084138,,0.6058640700568079,,,7.360667726906158,2.491641222867269,6.698645717770173,4.980774140697127,3.1098555037206697,
106,2025-04-17,0.2958526719813114,0.3870333656430586,0.02775970147852564,0.0909710688626173,,0.3467619891416184,,0.6968283189042412,,0.4818723636420202,,2.377167509305157,,5.8993950038332565,3.1985246110674743,4.434590661966817
107,2025-04-18,0.40570155934894575,0.3676586377968322,0.03437623021865118,,,0.3926477290391978,,0.671807246269943,0.30948161626171533,,5.932824593645174,3.5638525801787866,,6.2676706984199795,1.9147202727969033,3.687715918757084
108,2025-04-19,0.23606384650204137,0.17910520583962164,0.23933514219744018,0.09851306074103394,0.7074315455225019,0.5329906625809318,,0.5951164889152912,0.4690728695369594,0.7008173249028942,6.291302561313279,3.451015549078536,,5.841211778215453,1.9817767235187254,3.142402765999623
109,2025-04-20,0.0,0.2053570221221945,0.19925115182724176,0.036142519374738946,0.7066285250601763,0.5392069890837505,,0.5678584013646355,0.4328490365764792,0.7052344326709727,5.2382249978973565,4.348529197908231,,6.04119847424069,2.6827059764599994,
110,2025-04-21,0.0,0.3031529280730242,,0.13664351190543797,0.6971002908570034,0.5356888521883497,0.4227874802890818,0.35206403539083664,0.4311666633460107,0.4431712990971025,,4.962912715829257,5.970264958085054,6.151613759081492,2.8797030262648264,2.1919500001277283
111,2025-04-22,0.05641715144842924,,0.40933910344397295,,0.8022576315253844,0.7375780689398206,0.4280746718480273,0.2021406998642133,0.24573979796236622,0.36492285971368876,4.670211460573885,3.768162573297457,,6.249913131396347,2.9269596471529793,
