pseudoprofile_id,matrix,from_var_id,to_var_id,relevance_score_0_1_comma5,relevance_score_0_1_float
pseudoprofile_FTC_ID008,P_to_C,P07,C01,"0,60000",0.6
pseudoprofile_FTC_ID008,P_to_C,P07,C02,"0,25000",0.25
pseudoprofile_FTC_ID008,P_to_C,P07,C03,"0,45000",0.45
pseudoprofile_FTC_ID008,P_to_C,P07,C04,"0,45000",0.45
pseudoprofile_FTC_ID008,P_to_C,P07,C05,"0,65000",0.65
pseudoprofile_FTC_ID008,P_to_C,P07,C06,"0,55000",0.55
pseudoprofile_FTC_ID008,P_to_C,P08,C01,"0,35000",0.35
pseudoprofile_FTC_ID008,P_to_C,P08,C02,"0,35000",0.35
pseudoprofile_FTC_ID008,P_to_C,P08,C03,"0,30000",0.3
pseudoprofile_FTC_ID008,P_to_C,P08,C04,"0,82000",0.82
pseudoprofile_FTC_ID008,P_to_C,P08,C05,"0,45000",0.45
pseudoprofile_FTC_ID008,P_to_C,P08,C06,"0,40000",0.4
pseudoprofile_FTC_ID041,P_to_C,P01,C01,"0,74000",0.74
pseudoprofile_FTC_ID041,P_to_C,P01,C02,"0,82000",0.82
pseudoprofile_FTC_ID041,P_to_C,P01,C03,"0,45000",0.45
pseudoprofile_FTC_ID041,P_to_C,P01,C04,"0,25000",0.25
pseudoprofile_FTC_ID041,P_to_C,P01,C05,"0,20000",0.2
pseudoprofile_FTC_ID041,P_to_C,P01,C06,"0,60000",0.6
pseudoprofile_FTC_ID041,P_to_C,P02,C01,"0,58000",0.58
pseudoprofile_FTC_ID041,P_to_C,P02,C02,"0,36000",0.36
pseudoprofile_FTC_ID041,P_to_C,P02,C03,"0,72000",0.72
pseudoprofile_FTC_ID041,P_to_C,P02,C04,"0,40000",0.4
pseudoprofile_FTC_ID041,P_to_C,P02,C05,"0,40000",0.4
pseudoprofile_FTC_ID041,P_to_C,P02,C06,"0,75000",0.75
pseudoprofile_FTC_ID041,P_to_C,P03,C01,"0,30000",0.3
pseudoprofile_FTC_ID041,P_to_C,P03,C02,"0,20000",0.2
pseudoprofile_FTC_ID041,P_to_C,P03,C03,"0,65000",0.65
pseudoprofile_FTC_ID041,P_to_C,P03,C04,"0,70000",0.7
pseudoprofile_FTC_ID041,P_to_C,P03,C05,"0,78000",0.78
pseudoprofile_FTC_ID041,P_to_C,P03,C06,"0,45000",0.45
pseudoprofile_FTC_ID041,P_to_C,P04,C01,"0,60000",0.6
pseudoprofile_FTC_ID041,P_to_C,P04,C02,"0,34000",0.34
pseudoprofile_FTC_ID041,P_to_C,P04,C03,"0,50000",0.5
pseudoprofile_FTC_ID041,P_to_C,P04,C04,"0,30000",0.3
pseudoprofile_FTC_ID041,P_to_C,P04,C05,"0,30000",0.3
pseudoprofile_FTC_ID041,P_to_C,P04,C06,"0,50000",0.5
pseudoprofile_FTC_ID041,P_to_C,P05,C01,"0,35000",0.35
pseudoprofile_FTC_ID041,P_to_C,P05,C02,"0,33000",0.33
pseudoprofile_FTC_ID041,P_to_C,P05,C03,"0,30000",0.3
pseudoprofile_FTC_ID041,P_to_C,P05,C04,"0,80000",0.8
pseudoprofile_FTC_ID041,P_to_C,P05,C05,"0,72000",0.72
pseudoprofile_FTC_ID041,P_to_C,P05,C06,"0,35000",0.35
pseudoprofile_FTC_ID041,P_to_C,P06,C01,"0,25000",0.25
pseudoprofile_FTC_ID041,P_to_C,P06,C02,"0,10000",0.1
pseudoprofile_FTC_ID041,P_to_C,P06,C03,"0,20000",0.2
pseudoprofile_FTC_ID041,P_to_C,P06,C04,"0,15000",0.15
pseudoprofile_FTC_ID041,P_to_C,P06,C05,"0,10000",0.1
pseudoprofile_FTC_ID041,P_to_C,P06,C06,"0,20000",0.2
pseudoprofile_FTC_ID041,P_to_C,P07,C01,"0,28000",0.28
pseudoprofile_FTC_ID041,P_to_C,P07,C02,"0,50000",0.5
pseudoprofile_FTC_ID041,P_to_C,P07,C03,"0,78000",0.78
pseudoprofile_FTC_ID041,P_to_C,P07,C04,"0,55000",0.55
pseudoprofile_FTC_ID041,P_to_C,P07,C05,"0,60000",0.6
pseudoprofile_FTC_ID041,P_to_C,P07,C06,"0,30000",0.3
pseudoprofile_FTC_ID041,P_to_C,P08,C01,"0,78000",0.78
pseudoprofile_FTC_ID041,P_to_C,P08,C02,"0,28000",0.28
pseudoprofile_FTC_ID041,P_to_C,P08,C03,"0,70000",0.7
pseudoprofile_FTC_ID041,P_to_C,P08,C04,"0,35000",0.35
pseudoprofile_FTC_ID041,P_to_C,P08,C05,"0,45000",0.45
pseudoprofile_FTC_ID041,P_to_C,P08,C06,"0,80000",0.8
pseudoprofile_FTC_ID002,P_to_C,P01,C01,"0,75000",0.75
pseudoprofile_FTC_ID002,P_to_C,P01,C02,"0,50000",0.5
pseudoprofile_FTC_ID002,P_to_C,P01,C03,"0,70000",0.7
pseudoprofile_FTC_ID002,P_to_C,P01,C04,"0,55000",0.55
pseudoprofile_FTC_ID002,P_to_C,P01,C05,"0,40000",0.4
pseudoprofile_FTC_ID002,P_to_C,P01,C06,"0,85000",0.85
pseudoprofile_FTC_ID002,P_to_C,P02,C01,"0,85000",0.85
pseudoprofile_FTC_ID002,P_to_C,P02,C02,"0,45000",0.45
pseudoprofile_FTC_ID002,P_to_C,P02,C03,"0,40000",0.4
pseudoprofile_FTC_ID002,P_to_C,P02,C04,"0,80000",0.8
pseudoprofile_FTC_ID002,P_to_C,P02,C05,"0,30000",0.3
pseudoprofile_FTC_ID002,P_to_C,P02,C06,"0,55000",0.55
pseudoprofile_FTC_ID002,P_to_C,P03,C01,"0,35000",0.35
pseudoprofile_FTC_ID002,P_to_C,P03,C02,"0,85000",0.85
pseudoprofile_FTC_ID002,P_to_C,P03,C03,"0,20000",0.2
pseudoprofile_FTC_ID002,P_to_C,P03,C04,"0,30000",0.3
pseudoprofile_FTC_ID002,P_to_C,P03,C05,"0,45000",0.45
pseudoprofile_FTC_ID002,P_to_C,P03,C06,"0,25000",0.25
pseudoprofile_FTC_ID002,P_to_C,P04,C01,"0,45000",0.45
pseudoprofile_FTC_ID002,P_to_C,P04,C02,"0,25000",0.25
pseudoprofile_FTC_ID002,P_to_C,P04,C03,"0,80000",0.8
pseudoprofile_FTC_ID002,P_to_C,P04,C04,"0,45000",0.45
pseudoprofile_FTC_ID002,P_to_C,P04,C05,"0,25000",0.25
pseudoprofile_FTC_ID002,P_to_C,P04,C06,"0,60000",0.6
pseudoprofile_FTC_ID002,P_to_C,P05,C01,"0,55000",0.55
pseudoprofile_FTC_ID002,P_to_C,P05,C02,"0,30000",0.3
pseudoprofile_FTC_ID002,P_to_C,P05,C03,"0,65000",0.65
pseudoprofile_FTC_ID002,P_to_C,P05,C04,"0,65000",0.65
pseudoprofile_FTC_ID002,P_to_C,P05,C05,"0,60000",0.6
pseudoprofile_FTC_ID002,P_to_C,P05,C06,"0,45000",0.45
pseudoprofile_FTC_ID002,P_to_C,P06,C01,"0,40000",0.4
pseudoprofile_FTC_ID002,P_to_C,P06,C02,"0,35000",0.35
pseudoprofile_FTC_ID002,P_to_C,P06,C03,"0,35000",0.35
pseudoprofile_FTC_ID002,P_to_C,P06,C04,"0,40000",0.4
pseudoprofile_FTC_ID002,P_to_C,P06,C05,"0,50000",0.5
pseudoprofile_FTC_ID002,P_to_C,P06,C06,"0,35000",0.35
pseudoprofile_FTC_ID002,P_to_C,P07,C01,"0,30000",0.3
pseudoprofile_FTC_ID002,P_to_C,P07,C02,"0,15000",0.15
pseudoprofile_FTC_ID002,P_to_C,P07,C03,"0,30000",0.3
pseudoprofile_FTC_ID002,P_to_C,P07,C04,"0,35000",0.35
pseudoprofile_FTC_ID002,P_to_C,P07,C05,"0,15000",0.15
pseudoprofile_FTC_ID002,P_to_C,P07,C06,"0,30000",0.3
pseudoprofile_FTC_ID002,P_to_C,P08,C01,"0,25000",0.25
pseudoprofile_FTC_ID002,P_to_C,P08,C02,"0,10000",0.1
pseudoprofile_FTC_ID002,P_to_C,P08,C03,"0,20000",0.2
pseudoprofile_FTC_ID002,P_to_C,P08,C04,"0,25000",0.25
pseudoprofile_FTC_ID002,P_to_C,P08,C05,"0,10000",0.1
pseudoprofile_FTC_ID002,P_to_C,P08,C06,"0,20000",0.2
