pseudoprofile_id,role,var_id,source_variable_id,label,ontology_path,domain,priority,polarity,measurement_mode,measurement_channel,assessment_type,measurement_item_or_signal,measurement_scale_or_unit,sampling_per_day,recall_window,expected_variability
pseudoprofile_FTC_ID008,predictor,P05,,Ergonomic/posture adjustments and mindful posture checks since last prompt,BIO / Movement_Physical_Function_and_Somatic_Care / Ergonomics_Posture_and_Work_Capacity / *posture_and_embodiment_setup,BIOxPSYCHO,MED,,EMA_self_report,mobile_app,since_last_prompt,"Since last prompt, how much did you do posture/ergonomic adjustments or posture checks?","1-9 Likert (1=none, 9=frequent/corrective)",6,since_last_prompt,medium
pseudoprofile_FTC_ID008,predictor,P06,,Passive jaw-clench/bruxism sensor event count (per EMA window),BIO / personalization_monitoring_and_data_feedback / wearables_and_home_monitoring / physiology / muscle_tension / *jaw_clench_bruxism_sensor,BIO,HIGH,,wearable_sensor,paired_sensor_api,passive_aggregated_per_prompt,Jaw clench/bruxism event count in last EMA window,count (events),6,aggregated over EMA window (since_last_prompt),high
pseudoprofile_FTC_ID008,predictor,P07,,Hourly micro-breaks with movement since last prompt,PSYCHO / change_process_and_therapeutic_phases / behavioral_integration / flexible_skill_selection_in_context / *early_warning_signs_to_action_routine,PSYCHOxSOCIAL,MED,,EMA_self_report,mobile_app,since_last_prompt,"Since last prompt, how many micro-breaks with movement did you take?","1-9 Likert (1=none, 9=frequent/many)",6,since_last_prompt,high
pseudoprofile_FTC_ID008,predictor,P08,,Threat reappraisal / cognitive reframing practice since last prompt,PSYCHO / cognitive_behavioral_therapies / cognitive_restructuring / emotion_linked_reappraisal / threat_and_anxiety / *reattribute_threat_to_arousal_sensitivity,PSYCHO,HIGH,,EMA_self_report,mobile_app,since_last_prompt,"Since last prompt, how much did you use cognitive reappraisal/ threat reappraisal strategies?","1-9 Likert (1=none, 9=extensive use)",6,since_last_prompt,medium
pseudoprofile_FTC_ID041,criterion,C01,C01,Nightmare-triggered awakenings (occurrence),complaint_decomposition/nightmare_awakening_occurrence,,HIGH,higher_is_better,EMA_self_report,morning_diary,morning_diary,"Last-night: Did you awaken due to a nightmare? (0=no, 1=yes) If yes: number_of_awakenings_last_night (integer) and primary_awakening_time (timestamp).",event_flag + count,1,last_night (since bedtime),medium
pseudoprofile_FTC_ID041,criterion,C02,C02,Nightmare vividness/intensity,complaint_decomposition/nightmare_vividness,,HIGH,higher_is_better,EMA_self_report,morning_diary,morning_diary,If awakened by nightmare: How vivid/real did the dream feel? (1=not vivid at all to 9=extremely vivid),1-9 Likert,1,last_night_specific,high
pseudoprofile_FTC_ID041,criterion,C03,C03,Anticipatory fear of sleep / reluctance to go to bed,complaint_decomposition/anticipatory_sleep_fear,,HIGH,higher_is_better,EMA_self_report,evening_prebed,since_last_prompt,Right now (pre-bed): How afraid or worried are you about going to sleep because of nightmares? (1=not at all to 9=extremely),1-9 Likert,2,since_last_prompt,high
pseudoprofile_FTC_ID041,criterion,C04,C04,Acute autonomic arousal on awakening,complaint_decomposition/acute_autonomic_arousal,,HIGH,higher_is_better,EMA_self_report,morning_diary + passive_phone_sensor/wearable_sensor,morning_diary,"Morning report: On awakening from the nightmare, did you feel sweating/heart racing? Rate peak arousal 1-9. Passive: timestamped nocturnal HR spike (beats per minute) and HRV nadir (RMSSD ms) during flagged awakening.",1-9 Likert + bpm / ms,1,awakening_event_window (timestamped),high
pseudoprofile_FTC_ID041,criterion,C05,C05,Prolonged post-awakening physiological/psychological activation,complaint_decomposition/prolonged_post_awakening_activation,,HIGH,higher_is_better,EMA_self_report,morning_diary,morning_diary,How long did it take you to feel calm/settled after the awakening? (minutes) and subjective difficulty calming (1=very quick/easy to 9=very prolonged/difficult),duration_minutes + 1-9 Likert,1,since_awakening_last_night,medium
pseudoprofile_FTC_ID041,criterion,C06,C06,Difficulty resuming sleep after nightmare awakenings,complaint_decomposition/difficulty_resuming_sleep,,HIGH,higher_is_better,EMA_self_report,morning_diary,morning_diary,"After the awakening, how difficult was it for you to fall back asleep? (1=not difficult to 9=extremely difficult) and estimated minutes to fall back asleep.",1-9 Likert + minutes,1,since_awakening_last_night,medium
pseudoprofile_FTC_ID041,predictor,P01,,Imagery Rehearsal Therapy (IRT) practice adherence,PSYCHO / trauma_memory_imagery_and_narrative_work / imagery_and_rescripting_interventions / nightmare_imagery_rehearsal,PSYCHO,HIGH,,EMA_self_report,morning_diary,morning_diary,Did you practice IRT last night or today? (1-9 adherence/intensity scale; 0=no practice event),1-9 Likert + event flag,1,last_day,medium
pseudoprofile_FTC_ID041,predictor,P02,,Presleep wind-down / detachment routine adherence,BIO / sleep_circadian_and_restoration / sleep_routines_and_practices / presleep_downshift / wind_down_routine,BIOxPSYCHO,HIGH,,EMA_self_report,evening_prebed,since_last_prompt,Did you follow your wind-down routine? Rate adherence 1-9.,1-9 Likert,2,since_last_prompt,high
pseudoprofile_FTC_ID041,predictor,P03,,Paced breathing / grounding practice (post-awakening),PSYCHO / core_psychological_skills_toolkits / stress_resilience_and_downregulation / breath_and_relaxation_skills / soothing_rhythm_breathing,PSYCHO,HIGH,,EMA_self_report,morning_diary,morning_diary,If awakened: Did you use paced breathing/grounding? Rate effectiveness 1-9 and duration minutes.,1-9 Likert + minutes,1,since_awakening,medium
pseudoprofile_FTC_ID041,predictor,P04,,"Sleep environment quality (comfort, light, temperature, noise)",BIO / sleep_circadian_and_restoration / sleep_environment / bedroom_physical_factors,BIO,MED,,EMA_self_report,morning_diary,morning_diary,Rate overall sleep environment quality last night (1=very poor to 9=excellent). Indicate notable disturbances (noise/light).,1-9 Likert + checklist,1,last_night,low
pseudoprofile_FTC_ID041,predictor,P05,,Nightly wearable HR/HRV arousal index (passive),BIO / personalization_monitoring_and_data_feedback / wearables_and_home_monitoring,BIO,HIGH,,wearable_sensor,wearable_watch,passive_daily_aggregate,"Nightly mean nocturnal HR, nocturnal RMSSD (ms), count of HR spikes above threshold within night-awakening windows; aggregated 00:00-08:00","bpm, ms, count",1,night_aggregate,high
pseudoprofile_FTC_ID041,predictor,P06,,Nonengagement with clock-checking (nighttime checking behavior),PSYCHO / cognitive_behavioral_therapies / sleep_related_cognitive_behavioral_interventions / nonengagement_with_clock_checking,PSYCHO,MED,,EMA_self_report,morning_diary,morning_diary,Did you check the time/clock during the night or after awakening? (count or yes/no + impact rating 1-9),count or 1-9 Likert,1,last_night,medium
pseudoprofile_FTC_ID041,predictor,P07,,Mindfulness/acceptance practice (in-bed or pre-sleep),PSYCHO / third_wave_and_contextual_therapies / mindfulness_based_interventions / mindful_labeling_of_thoughts,PSYCHO,MED,,EMA_self_report,evening_prebed + morning_diary,since_last_prompt,Did you use a mindfulness/acceptance practice pre-bed or after awakening? Rate helpfulness 1-9.,1-9 Likert + event flag,2,since_last_prompt,medium
pseudoprofile_FTC_ID041,predictor,P08,,Bedtime/return-to-bed settling routine adherence (settling routine),BIO / sleep_circadian_and_restoration / sleep_routines_and_practices / night_awakenings_support / return_to_bed_settling_routine,BIOxPSYCHO,HIGH,,EMA_self_report,morning_diary,morning_diary,If awakened: Did you use your return-to-bed settling routine? Rate adherence/effectiveness 1-9.,1-9 Likert,1,since_awakening_last_night,medium
pseudoprofile_FTC_ID002,criterion,C01,C01,Diminished positive emotional response to pleasant events,preserved_free_text,,HIGH,lower_is_better,EMA_self_report,mobile_app,momentary,"When something good happened since the last prompt, how much did you actually feel pleasure? (1=None — 9=A lot)","1-9 Likert (1 low pleasure, 9 high pleasure)",5,since_last_prompt,high
pseudoprofile_FTC_ID002,criterion,C02,C02,Guilt about not enjoying positive experiences,preserved_free_text,,HIGH,higher_is_better,EMA_self_report,mobile_app,momentary,"Since the last prompt, did you feel guilty because you didn’t enjoy something you thought you should? Rate intensity. (1=None — 9=Very strong)",1-9 Likert (guilt intensity),5,since_last_prompt,medium
pseudoprofile_FTC_ID002,criterion,C03,C03,Behavioral autopilot / low moment-to-moment engagement,preserved_free_text,,HIGH,lower_is_better,EMA_self_report,mobile_app,momentary,"Since the last prompt, how often did you feel 'on autopilot' or not mentally present? (1=Not at all — 9=Almost always)",1-9 Likert (higher = more autopilot),5,since_last_prompt,high
pseudoprofile_FTC_ID002,criterion,C04,C04,General emotional blunting (low affect intensity),preserved_free_text,,HIGH,lower_is_better,EMA_self_report,mobile_app,momentary,"Overall, since the last prompt, how intense were your emotions when something happened? (1=Very muted — 9=Very intense)",1-9 Likert (affect intensity),5,since_last_prompt,medium
pseudoprofile_FTC_ID002,criterion,C05,C05,External presentation of being 'fine' despite internal disengagement,preserved_free_text,,MED,lower_is_better,EMA_self_report,mobile_app,momentary,"Since the last prompt, how much did you present as 'fine' outwardly while feeling different inside? (1=Not at all — 9=Very much)",1-9 Likert (higher = more masking),5,since_last_prompt,medium
pseudoprofile_FTC_ID002,criterion,C06,C06,Reduced motivation/interest to pursue non-routine pleasurable activities,preserved_free_text,,HIGH,lower_is_better,EMA_self_report,mobile_app,momentary,"Since the last prompt, how motivated were you to start or plan an enjoyable non-routine activity? (1=None — 9=Very motivated)",1-9 Likert (motivation),5,since_last_prompt,high
pseudoprofile_FTC_ID002,predictor,P01,,Behavioral activation: planned pleasant/activity adherence,PSYCHO / Cognitive_Behavioral_Therapies / Behavior_Change_and_Activation,PSYCHO,HIGH,,EMA_self_report,mobile_app,momentary,"Since the last prompt, did you do a planned pleasant activity or take a step toward one? Rate adherence (1=No effort — 9=Fully carried out)",1-9 Likert (adherence/effort),5,since_last_prompt,high
pseudoprofile_FTC_ID002,predictor,P02,,Positive-event noticing / savoring practice engagement,PSYCHO / positive_psychology_and_wellbeing / gratitude_and_savoring,PSYCHO,HIGH,,EMA_self_report,mobile_app,momentary,"Since the last prompt, did you notice or savor any positive moment? Rate intensity (1=None — 9=Strong savoring)",1-9 Likert,5,since_last_prompt,high
pseudoprofile_FTC_ID002,predictor,P03,,Self-compassion / guilt-reduction practice use,PSYCHO / change_process_and_therapeutic_phases / behavioral_integration / self_compassion_after_failure_practice,PSYCHO,HIGH,,EMA_self_report,mobile_app,momentary,"Since the last prompt, did you use a self-compassion exercise or notice kinder self-talk? (1=None — 9=Used thoroughly)",1-9 Likert,5,since_last_prompt,medium
pseudoprofile_FTC_ID002,predictor,P04,,Micro-activation energizers (5-minute activations),PSYCHO / change_process_and_therapeutic_phases / readiness_and_engagement / positive_emotion_micropractices_plan,PSYCHO,HIGH,,EMA_self_report,mobile_app,momentary,"Since the last prompt, did you perform a brief energizer (5 minutes)? Rate effort (1=None — 9=Fully done)",1-9 Likert,5,since_last_prompt,high
pseudoprofile_FTC_ID002,predictor,P05,,Brief mindful present-moment check-ins (attention),PSYCHO / third_wave_and_contextual_therapies / act_contextual_behavioral_therapy / present_moment_awareness,PSYCHO,MED,,EMA_self_report,mobile_app,momentary,"Since the last prompt, how present/attentive did you feel? (1=Not at all — 9=Very present)",1-9 Likert,5,since_last_prompt,high
pseudoprofile_FTC_ID002,predictor,P06,,Social connectedness: brief interactions / outreach,SOCIAL / Social_Support_and_Belonging / Network_Building_And_Maintenance,SOCIAL,MED,,EMA_self_report,mobile_app,end_of_day,"Today, how many meaningful social interactions did you have? (0,1-2,3+); and rate their quality 1-9",count + 1-9 quality rating (use quality as primary node),1,end_of_day,medium
pseudoprofile_FTC_ID002,predictor,P07,,Sleep quality and regularity (previous night),BIO / Sleep_Circadian_and_Restoration / Sleep_Routines_and_Practices,BIO,MED,,EMA_self_report,mobile_app,morning_diary,How well did you sleep last night? (1=Very poorly — 9=Very well). Also capture sleep duration (hours).,1-9 Likert + hours,1,last_night,medium
pseudoprofile_FTC_ID002,predictor,P08,,Morning light exposure / early activity (minutes bright),BIO / Neuromodulation_and_Neurostimulation / Light_and_Photo_Neuromodulation,BIO,LOW,,passive_phone_sensor,ambient_light_sensor,passive_daily_aggregate,Minutes above threshold lux between 06:00-10:00 (daily aggregate),minutes,1,daily_aggregate_morning,medium
