dst,src,max_abs_delta_adj,argmax_delta_time_index,argmax_delta_t,range,slope,mean,sd,min,max
P06,P02,0.008324399999226989,5,0.2631578947368421,0.03829086134624099,0.03195224615283522,0.02323733058111748,0.01416638741740329,0.0,0.03829086134624099
P04,P05,0.007927700964059575,10,0.5263157894736842,0.015245300235882548,-0.004785525740487114,0.0031395304602577986,0.005278751774227753,0.0,0.015245300235882548
P08,P02,0.00787519751957472,18,0.9473684210526315,0.049894631886250033,0.0038028550153510875,0.027024282097206132,0.016898562984938813,0.0,0.049894631886250033
P08,P07,0.007807972701638546,18,0.9473684210526315,0.019221096750232237,-0.008842840339384022,-0.001729773627514207,0.004786836944728179,-0.019221096750232237,-0.0
P07,P01,0.007716831656890988,16,0.8421052631578947,0.026949596499072914,-0.01831379132627043,-0.0038590883676261284,0.008008221513653166,-0.026949596499072914,-0.0
P01,C02,0.0077127796290401545,7,0.3684210526315789,0.03971355952499376,0.03914969246736893,-0.009564348439815082,0.014052833124414093,-0.03971355952499376,0.0
C04,C02,0.0074506500072313835,3,0.15789473684210525,0.03202383752764109,0.0020524235640291943,0.01846533307740118,0.011471786391359337,0.0,0.03202383752764109
P08,P05,0.0070344801552084096,18,0.9473684210526315,0.05377424711333993,-0.039829577010451936,0.036703262284626906,0.016602540168266792,0.0,0.05377424711333993
P06,C04,0.006913271798802316,8,0.42105263157894735,0.05570005413383642,-0.06951990465068235,-0.022493527289447444,0.021976042376686447,-0.05570005413383642,-0.0
P04,C01,0.00685077417633599,12,0.631578947368421,0.03802498538675966,-0.04129093528609364,-0.010540817640762501,0.014372633629454094,-0.03802498538675966,0.0
C05,P01,0.00669999859090132,19,1.0,0.04891770737210352,-0.044140681094020986,-0.010712369873827874,0.015883803735385078,-0.04891770737210352,-0.0
P04,P02,0.006654129959316614,8,0.42105263157894735,0.024701619192607188,-0.00199309049612004,0.007197382969270777,0.008265400611465528,0.0,0.024701619192607188
P07,C06,0.006533706390913656,6,0.3157894736842105,0.07456984867116992,-0.08087369874696919,-0.029167991863595987,0.024913386820168953,-0.07456984867116992,-0.0
P04,P08,0.006264591410853129,8,0.42105263157894735,0.02630142775767673,-0.029858742247308803,0.008007066465635707,0.010448435851036969,0.0,0.02630142775767673
P06,C05,0.006221858430003831,19,1.0,0.05021077049918547,0.047357210096828396,-0.04731876322360033,0.015810247999070843,-0.06169615542142766,-0.011485384922242183
P02,C05,0.005813757014431636,9,0.47368421052631576,0.029318461970002173,-0.03555037201509514,-0.011990226221338992,0.011947921576261433,-0.029318461970002173,-0.0
P04,C04,0.005770706925360225,4,0.21052631578947367,0.020519653762112545,-0.019968858564354458,-0.014760166115557565,0.0073920138087902945,-0.020519653762112545,-0.0
C04,C06,0.005597295097930107,16,0.8421052631578947,0.03640270515813169,0.03312532693585284,0.007869045322291148,0.012169440112373937,0.0,0.03640270515813169
P08,P04,0.005376143243178155,19,1.0,0.02035281550878707,0.02243197587752678,0.005993669548094615,0.007987355022203572,0.0,0.02035281550878707
P02,P04,0.005210656623743176,13,0.6842105263157894,0.027840710847975705,0.029748146036160432,0.007459861872908917,0.01048946684356209,0.0,0.027840710847975705
C02,P03,0.005154137394218392,19,1.0,0.008831353851925941,0.0032901200423945897,0.0006254285154816745,0.002045623562330203,0.0,0.008831353851925941
C01,P08,0.005138820856992563,18,0.9473684210526315,0.01112922259490191,-0.0049789131473211914,-0.0009687419739712033,0.0027594312287815043,-0.01112922259490191,0.0
P02,C01,0.005114346262043575,19,1.0,0.006063349218406357,-0.0018762383629698303,-0.000350617608738457,0.0013267659214116257,-0.006063349218406357,0.0
C06,C04,0.004741438802668214,3,0.15789473684210525,0.032692360141723865,-0.029667425737864052,0.007759435263498859,0.01020002699468896,0.0,0.032692360141723865
C02,P07,0.00436893422346111,6,0.3157894736842105,0.017224883466564835,-0.01915707449120916,0.0048075999468740705,0.006820846101081315,0.0,0.017224883466564835
C03,C06,0.004143823270462296,14,0.7368421052631579,0.05831368897524358,0.06053919073950071,0.04138904735689563,0.018545850769466722,0.016112036861553533,0.07442572583679712
C02,C04,0.004045732331492077,8,0.42105263157894735,0.043125937656492724,-0.05292282728137742,0.023908347726949976,0.016359875432930777,0.0,0.043125937656492724
C01,C02,0.0036925538839463904,1,0.05263157894736842,0.025688262460315425,0.010523936734047187,0.023326029322784596,0.00754916248461792,0.006214247929273334,0.03190251038958876
P08,P03,0.003515669078142801,12,0.631578947368421,0.019761148481974695,0.01829718802188905,0.004586688719079015,0.0064258305199817204,0.0,0.019761148481974695
C05,P02,0.0034578021313786903,1,0.05263157894736842,0.007893867751780616,0.0035134230125088662,-0.0006849733620923141,0.0019298144879203944,-0.007893867751780616,-0.0
P05,C03,0.0032781715336513764,1,0.05263157894736842,0.005413511132131486,-0.0019879640669237158,0.00037744253653057975,0.0012453216574623593,0.0,0.005413511132131486
P07,P03,0.002878095536277627,9,0.47368421052631576,0.006868818468200791,-0.0023122516880138494,0.0011600742747630215,0.0021567938485614418,0.0,0.006868818468200791
P08,P06,0.002731876762939466,11,0.5789473684210527,0.006312419545702569,0.004339149724051435,0.0016668767916136356,0.002360473225678193,0.0,0.006312419545702569
P02,C04,0.002441124521063307,19,1.0,0.0064946122320464345,-0.007133699072214973,-0.0022805967883138315,0.002625980448550118,-0.0064946122320464345,-0.0
P07,P06,0.0016725194548162154,14,0.7368421052631579,0.0026368262199644717,-0.0009573023607372301,-0.00032398369184607367,0.0007488140596199187,-0.0026368262199644717,-0.0
C01,C03,0.0015218967916924742,1,0.05263157894736842,0.0015218967916924742,-0.0004130862720308141,7.609483958462371e-05,0.0003316897158743133,0.0,0.0015218967916924742
C04,P05,0.0012448197696334877,16,0.8421052631578947,0.003603378569796128,-0.0026969215003117626,-0.0005700674933815383,0.0011833353412969722,-0.003603378569796128,-0.0
C04,P02,0.0008183701856950831,3,0.15789473684210525,0.0008183701856950831,0.0001953058994007508,-5.470305721210176e-05,0.00018518730735287082,-0.0008183701856950831,-0.0
C01,P01,0.0007756054815592217,18,0.9473684210526315,0.001499261232045914,-0.0007700563856809376,-0.00015197049318740207,0.00040451788967255277,-0.001499261232045914,-0.0
C04,P08,0.0006980308579946648,8,0.42105263157894735,0.0007697355972594153,9.538092852108508e-05,-6.073539391466987e-05,0.00018209713830540797,-0.0007697355972594153,-0.0
C06,C05,0.0006258287151550954,1,0.05263157894736842,0.0006258287151550954,-0.0001698677941135258,3.129143575775477e-05,0.00013639620626634813,-0.0,0.0006258287151550954
P01,P04,0.0004540891481759113,7,0.3684210526315789,0.0004540891481759113,-3.674556549888775e-05,2.7733521476171977e-05,0.00010023237610154953,0.0,0.0004540891481759113
P01,P02,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
P01,P03,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
P01,P06,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
P01,P07,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
P01,C01,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
P01,C03,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
P01,C04,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,-0.0
P01,C06,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
P02,P01,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
P02,P03,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
P02,P05,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
P02,P06,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
P02,P07,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
P02,C02,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,-0.0
P02,C03,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
P02,C06,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,-0.0
P03,P01,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
P03,P02,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,-0.0
P03,P04,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
P03,P05,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,-0.0
P03,P06,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
P03,P07,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,-0.0
P03,P08,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,-0.0
P03,C01,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
P03,C02,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
P03,C03,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,-0.0
P03,C04,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
P03,C05,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,-0.0
P03,C06,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,-0.0
P04,P01,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
P04,P03,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
P04,P07,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,-0.0
P04,C03,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
P04,C05,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
P04,C06,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
P05,P01,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
P05,P02,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
P05,P03,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,-0.0
P05,P04,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
P05,P07,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,-0.0
P05,P08,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
P05,C01,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,-0.0
P05,C02,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
P05,C04,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
P05,C05,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
P05,C06,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
P06,P01,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
P06,P03,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,-0.0
P06,P04,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
P06,P05,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
P06,P07,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
P06,P08,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
P06,C01,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,-0.0
P06,C03,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
P07,P02,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
P07,P04,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
P07,P05,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,-0.0
P07,P08,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,-0.0
P07,C01,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
P07,C02,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
P07,C03,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,-0.0
P07,C04,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,-0.0
P08,P01,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
P08,C01,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
P08,C02,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
P08,C04,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,-0.0
P08,C05,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
P08,C06,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
C01,P02,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,-0.0
C01,P03,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,-0.0
C01,P04,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C01,P05,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C01,P06,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,-0.0
C01,P07,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
C01,C04,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
C01,C05,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C01,C06,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
C02,P01,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,-0.0
C02,P02,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C02,P06,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,-0.0
C02,P08,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,-0.0
C02,C01,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
C02,C03,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
C02,C05,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,-0.0
C03,P01,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C03,P02,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C03,P03,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
C03,P04,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C03,P05,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
C03,P06,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C03,P07,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,-0.0
C03,P08,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
C03,C01,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C03,C02,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C03,C04,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
C03,C05,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C04,P01,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C04,P03,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C04,P06,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C04,P07,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C04,C01,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
C04,C03,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
C04,C05,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C05,P03,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,-0.0
C05,P04,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C05,P05,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,-0.0
C05,P06,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C05,P07,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,-0.0
C05,P08,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,-0.0
C05,C01,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
C05,C02,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
C05,C03,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
C05,C04,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
C05,C06,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
C06,P01,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C06,P02,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C06,P03,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C06,P04,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C06,P05,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C06,P06,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C06,P07,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,-0.0
C06,P08,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C06,C01,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C06,C02,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
