t_index,date,P01,P02,P03,P04,P05,C01,C03,C04,C06
24,2025-01-25,,,0.39168849137303013,0.5879830325153446,0.6143516915467299,2.332275053515799,4.222290360145251,,5.7018579285070965
25,2025-01-26,0.25751175966409556,0.1682107146164969,0.2921609765025039,,0.5682560405694067,2.949780268373156,,3.018743949395414,6.723331179207793
26,2025-01-27,0.18004595392368156,,0.32537209112510446,0.6436463267824248,0.6497454290075813,3.0438769347738077,4.67282104329252,,
27,2025-01-28,0.1432170958057934,0.2497025656746127,0.2922052757243853,0.5102901938994501,0.6402844336556726,3.073003359866838,4.499828533215708,4.635115099634981,6.165213018709095
28,2025-01-29,0.03974724581617148,0.03465592742795104,0.273341180000035,0.6085473447978255,0.7046128308448127,,4.342963233370728,7.081780365019478,
29,2025-01-30,0.0,0.0,,0.6627813106621273,0.6503339590384004,3.8067761182821798,5.694170062209528,6.193473610458014,4.774828516063614
30,2025-01-31,0.043942152746649,0.0,0.5958458700545775,1.0,0.680381010247152,2.6852261599290728,4.698419382563744,5.145090167294709,
31,2025-02-01,0.0,0.051579430487227684,0.6173256778650238,0.9582778255763419,0.8333722951643356,3.2346006108077976,4.54014589916707,5.279023483290416,
32,2025-02-02,0.05339238082670905,0.0,0.652881295054439,1.0,0.8272427841573025,3.2218010855097927,4.266122223325095,5.116764181371116,6.546418332255653
33,2025-02-03,0.0766407596701844,0.0,0.7206936103278491,0.939189362956851,0.8206595073343356,3.4093645300668642,3.6264112463504623,4.661800125066492,5.919023375090272
34,2025-02-04,0.013698715620671945,0.043974473550380866,0.7206298147546643,0.8034958438231578,0.7531270155914708,3.916327404105898,3.4875459270725324,4.563574745173613,5.695721452556925
35,2025-02-05,0.026928041873092768,0.05692308769419485,0.6617574130727135,0.6195606567468734,0.6973968412185594,4.218401687211995,3.93338753357439,4.799885210336274,4.63483123805388
36,2025-02-06,0.0,0.0,0.5909155943931558,0.4474655418407407,0.6302973523293297,2.8596064293259227,4.948578996189857,5.691575252283794,3.9868367795166426
37,2025-02-07,,0.0,0.6762907974371916,0.5453468731827457,0.853053161004509,3.2474296395475597,5.750858282526717,5.421456170996525,4.500879092472678
38,2025-02-08,0.2319411257406859,0.09665186947712597,0.652399841558221,0.7113247430357447,0.8514427882667331,2.8090835520546187,5.411774570183059,4.793841331732127,4.139871378622856
39,2025-02-09,0.05600989631207087,0.12584691193554404,0.6642049794664004,0.7344829804123392,0.8176421648080988,,5.4573830621089785,4.777108788699085,3.4261002035913535
40,2025-02-10,0.007395630335855385,0.00806498272838771,,0.6595698538324436,0.7930826689885901,,5.3506750826660205,4.69288957300084,3.6302619783235044
41,2025-02-11,0.0,0.0,0.4197424418194253,,0.5663027511997033,2.5544973024221456,4.368005216485165,,3.35132671989728
42,2025-02-12,,0.0,0.33446477448080936,0.9570957393320774,0.3644292045764932,,4.081628963094233,,2.790277609383712
43,2025-02-13,,0.0,0.4109178725483627,0.8008513823395935,0.0713573632680321,2.181615031969933,2.46116547361068,,1.552338945597134
44,2025-02-14,0.0,0.0,0.5350703478768453,0.6123330131074322,0.2800212431903999,2.86231150860525,3.8207073850905138,5.231637169487837,2.8734997109088205
45,2025-02-15,0.07964219610001044,0.0,0.6137686100890698,0.4928273522081205,0.30330851369338585,2.4250002240651436,3.7414702249257408,,2.3700915851602433
46,2025-02-16,0.17473548504015177,0.0,0.7519387068649186,,0.2561972503112163,2.2326911116638044,4.862228322647201,5.6271983691165515,2.7579979217022492
47,2025-02-17,0.3558462037430557,0.0,0.6002254594427548,0.47097560624039125,0.30478244058191023,2.7705165402071557,4.727314913226706,4.822748001873797,3.0736936740077865
48,2025-02-18,,0.0,0.4455467167192768,0.4529751958549882,0.23469789697827992,2.656780696111252,5.215082196939386,4.61511646638349,3.010824998738967
49,2025-02-19,0.3974700019429473,0.0,,0.40975738624385594,0.3356193542251187,2.125986937375094,4.5282443053176715,4.394478186625268,4.129362189282482
50,2025-02-20,0.47785710659411534,,0.29796106881953693,0.22019585305468337,0.4415066798142758,2.492369383325488,3.9138805573594144,4.2095207092948606,4.427787166104371
51,2025-02-21,0.4783525298056251,0.0,0.20543552957477296,0.11927548001691779,0.5220156722783555,2.5545701908437093,4.119439852715058,4.318055126593374,3.9076986113547543
52,2025-02-22,0.48665788609071137,0.08615304366473578,0.17393390501122852,0.1240800963019785,0.4350840869429646,,5.2827067394680265,,3.213395063208196
53,2025-02-23,,0.1559255088025504,0.21026633853260152,0.20374698940581515,0.4403222157492497,,5.464137335018041,3.1778045663109875,3.6644016317223485
54,2025-02-24,0.43683124107353466,0.12053511367641206,0.16053553609037163,0.4159186365891209,0.4326845768367106,,5.356156624146498,2.9148040357094884,3.8261756334851524
55,2025-02-25,0.3285276999411548,0.17675620565541558,0.16180225056198197,0.3219623278071958,0.41307214280097937,3.8791050068756343,5.573924530346294,2.5376837721942374,3.642885160584575
56,2025-02-26,0.32042386705104736,0.14710308781445297,0.30666320580431417,0.38519670821979374,,4.049891067564551,5.020627226928816,2.2894057779007593,4.202094875563889
57,2025-02-27,,0.14740805749385721,0.25707930300366005,0.323603750259689,,2.8812537513986523,4.165422095335713,,4.538053327459955
58,2025-02-28,0.060369492396903646,,0.24163223889966093,0.26388962805588134,0.8396500790870224,2.7214232056141707,3.4678305738403306,,4.893826654739883
59,2025-03-01,0.0,0.4862370312951807,0.5748631542070723,0.26198296619324407,0.9315059713363445,3.7406890694842163,5.332190559855231,2.9950059193933964,5.308047795146173
60,2025-03-02,0.00806222476411872,0.554812553293808,0.4428377859322423,0.2578955803350921,0.716265815165801,4.465424545904246,,3.177381213059412,3.9404065468430396
61,2025-03-03,0.03230382196411628,0.522207243581499,0.3419916668728461,0.28261586788486875,0.6692093164491025,4.097634726589124,4.034903030851377,2.61021258856328,4.059488633337644
62,2025-03-04,0.0,0.520936986581645,0.32825453447321845,0.2936267255323644,0.6462060790210862,4.023173632013859,3.9578976608746013,3.1668104228097422,3.802886140039122
63,2025-03-05,0.0,0.5547876176810391,0.23092144067613546,0.4897745643576962,0.5926521892508976,3.353294900991858,3.1983688028829396,3.057897537813139,
64,2025-03-06,0.043795826341390946,0.6298894535072127,0.26672442465513274,0.5784964018715696,0.6969211845544466,3.9945177604761843,3.2884071507454142,4.072913187642014,3.0947956482608285
65,2025-03-07,0.0,0.4390273968390199,0.3728962575015098,0.40228094438080975,0.7493322436363352,4.787890075029897,2.7654448549405077,3.791627533274739,4.457455007911478
66,2025-03-08,0.0,0.41564994928618243,0.3015893192526033,0.21768075329926134,0.7896844781623863,,4.387755997707878,4.170347980796594,5.409137240667338
67,2025-03-09,0.09931992554943542,0.42512285932134464,0.26740343857187526,0.185145520488956,0.6906889474620853,4.759462522578842,,4.296857236169819,4.812195954229781
68,2025-03-10,0.29734337433052266,,0.012891186950805988,0.29129950056078446,0.6770116844621967,4.445654988378939,,,5.817213322178422
69,2025-03-11,0.13902381168755143,0.5334398897762801,0.03719964327692943,0.15957723756897088,0.7543345920720985,,3.153679922580453,2.7093804844278253,5.710531725822181
70,2025-03-12,0.15559809704748295,0.3808948946659942,0.11201657391764047,0.21953731083785005,0.7517966997275074,5.642048907392283,,,5.1205690458638085
71,2025-03-13,0.1774459222974687,,0.17116800875491162,,0.8924088190534107,,2.7675496421226393,1.8520762015803214,4.380026213348842
72,2025-03-14,0.3139395115867296,0.0,0.2954249476574555,0.09112072374831054,0.8192486004135726,,3.2425907496536963,2.098579639878699,3.787278842404695
73,2025-03-15,0.2929851394292054,0.0,0.22522570583702306,0.19975032533971038,0.7579340130908223,,3.401976443599341,3.436589542404006,
74,2025-03-16,,0.04337808909191512,0.10580415027327257,0.2842168715929271,0.5770193968928519,,3.2765517370789756,3.9170485659141363,4.943435673532994
75,2025-03-17,0.32020841066488953,0.1414965410615976,0.10393064982355477,0.22979806974472605,0.5778171045725962,,4.177353751274183,3.43299402638225,4.870093216218914
76,2025-03-18,0.19150384008665078,0.2092845815227053,0.09467403907970133,0.4348795432834376,0.5970053348858063,,4.749928597753526,3.528220917594561,4.821737678946061
77,2025-03-19,0.20331260262466042,0.28581583711530567,,0.361041272178081,0.5172195142660456,,4.421690966741535,3.074598614221385,4.910078111966977
78,2025-03-20,0.21117383767302744,0.27896223474934584,0.036212100264166935,0.44690051720088975,0.561454143824931,,3.997921157960197,3.3937640390533725,3.708634283571085
79,2025-03-21,0.007936381141155857,,0.2701673656269455,0.4560168856677372,,,4.057726148478416,,
80,2025-03-22,0.17871548110093577,0.4344699783794352,0.25822212775116526,0.561348086354822,0.690340288542251,,3.4816687966566495,3.514481915735567,4.5763207285570235
81,2025-03-23,0.2244372390526906,0.45452915606840194,0.15590409885206952,0.5194855615073708,0.7140881995813263,6.28052003635568,2.927754868170175,3.364955094643342,5.006136726585505
82,2025-03-24,0.24651672384795897,0.4762105195304949,0.18100535227998532,0.43733067722147706,0.7322665009319993,6.45308642868716,3.397564655695059,3.3525979009750513,5.120360673867104
83,2025-03-25,,0.4546972045717661,0.22877394221638103,0.3339141960021755,0.6871670756126118,6.521041067696823,3.2520650499241217,3.154056901881411,
84,2025-03-26,0.20552548254774322,0.28146363727321155,0.3282503656041614,0.2554414402847731,0.6602992417935227,5.6457786553972085,,2.798989777643596,5.519836064081053
85,2025-03-27,0.25075614222863685,0.14273577491958886,0.2721299993070025,0.005138836814495229,0.5574602496199671,5.253595731531154,,,
86,2025-03-28,,0.20287034635821216,0.21817110448045832,0.13552091221935647,0.5074450044018596,5.372079765435397,4.16646951087375,2.2384215165377155,
87,2025-03-29,,0.24558772618886376,0.21001461785735473,0.4052555339688866,0.4281989946060498,5.58815660585294,4.26871057586125,1.8484483149470554,3.897487162329092
88,2025-03-30,,0.27144134595232433,0.23975459020406992,0.3058581566430521,,6.0206004154112644,3.995519933980992,1.747098646267025,3.8293164836576414
89,2025-03-31,,0.22359938368317933,0.29432296369373223,0.34099987132688653,0.31848302578223153,5.799327230840014,4.534059466719171,2.0966861412520026,4.128564850678113
90,2025-04-01,,,0.11337391864236965,0.3392645773640767,0.20030097554380694,5.354605752802544,4.529128471838716,1.5954632172347023,
91,2025-04-02,,0.27208097601785547,0.15861489113100039,0.34927447992128663,0.20625905868840586,4.824089570075803,4.6819991674356585,,4.149892857624154
92,2025-04-03,,0.12587563852978428,0.0,0.21045439480145178,0.19457273949636847,4.949674926738425,4.5459773514337245,2.185437660967531,3.523103302517635
93,2025-04-04,,0.1994721070910495,0.0,0.39801738430033584,0.23357760637793226,4.603278161966063,3.9201987803938345,,
94,2025-04-05,0.0,,0.026369539599507726,0.32658482165392694,0.34223542963230086,3.7614343947769475,3.0376623498419635,,
95,2025-04-06,0.0,0.22649232942652903,,0.3202056383034284,0.27020102738297436,3.7980965971301703,2.9737813831087423,3.3211275780780736,5.1724869709322014
96,2025-04-07,0.0,,,0.3795458675349639,0.39955796001237154,3.8480450606550978,3.465144895939028,3.692911010302349,5.351378010854195
97,2025-04-08,0.0,,,0.33356749339876535,0.44400745790411944,3.316017799509942,4.439996614731079,,4.972857223912845
98,2025-04-09,0.0,,,,0.3156594563232126,3.3072985803273385,3.922267292407412,4.230373468353649,4.670783146359669
99,2025-04-10,,,,0.6191655781744827,0.23859485757797783,3.8218596332597676,2.7565301112869833,4.4899538531167735,
100,2025-04-11,0.17561781662304965,,,0.37365092189172844,0.2385920301499899,2.9450945978010217,4.159553535236528,4.733570292600526,4.472074540065246
101,2025-04-12,0.21498688849505515,0.3359757329204296,,0.31041870610087696,0.24392663206934903,2.8208209650709777,3.3211315396930865,4.383720124092861,2.2976981798780285
102,2025-04-13,0.2196616425924846,0.2797126283961518,,0.37394482133313545,,2.285722891404925,3.6612901753247042,4.387483270893654,
103,2025-04-14,0.20905999284813748,0.19310813915713212,,0.4475366994576945,0.2841440504718005,3.1015276089198047,3.7436440979921066,4.607387278489026,2.961192893813822
104,2025-04-15,0.34591307543031513,0.22070778492657747,,0.523755919263508,0.32524748593929725,3.0060643430248457,4.394300208153165,4.4052650705663545,3.8171250941643127
105,2025-04-16,0.3923639770961378,0.21203593572604482,0.0,,0.3520818020308616,3.0175322901218395,5.023388777572165,4.682576503462059,4.412577956638287
106,2025-04-17,0.5820746684617328,0.2952879962315128,0.0,0.32465414898134803,,2.8262336861569923,2.9738525287008204,,4.030217918229308
107,2025-04-18,,0.2365972971073399,0.0,0.4023282613870436,0.2606370859803881,2.715974129724324,3.7366620280335656,5.454544190874188,4.638554368415018
108,2025-04-19,0.387903526231381,0.0,0.0,0.5334480721657355,0.31809886626883743,2.3441942558298363,3.2793686714372323,6.219699159849478,4.840535125001819
109,2025-04-20,0.3658259088492601,0.0,0.0,0.49912503670409925,0.29150709279700304,,3.055245200050682,6.5209642298552,4.702420365795619
110,2025-04-21,0.36796997700355244,0.12233110430337524,0.0,0.4106449948222088,0.34231931135621235,3.23627423873075,3.6106759872873444,7.1234095281148715,
111,2025-04-22,0.24286558318936857,0.14095188078627735,0.0,0.4863260422743007,0.37523843261270184,,3.9940165852887857,7.362628899394528,5.023290793560714
112,2025-04-23,0.2997824945093755,0.207862518712095,0.0,0.616520854030657,0.5713466051753138,2.7786719459057765,4.177097654539359,6.762818704328836,4.637802305487614
113,2025-04-24,0.37641765132737004,,0.0,0.49527946612754453,0.7193755261900694,2.71054822811372,3.5832912135322523,,3.9670936608276874
114,2025-04-25,0.414672188766078,0.29384494618012247,0.0,0.5737346711961826,0.7676369744294416,2.966811887252268,2.688656891440001,5.632938120929547,4.205874008913257
115,2025-04-26,0.3777059275946309,0.2894275183477006,0.0,0.39376554049780166,0.7447111034119112,2.8180098803228435,2.797423382146425,5.810626673722333,3.5719605680653825
116,2025-04-27,0.44913677845557326,0.3009492791018893,0.0,0.4267838566094979,0.7492166874618785,3.1853740672482638,2.600633506923684,5.767854537533176,3.4194448790404723
117,2025-04-28,0.400176347868322,0.34674612322924636,0.0,0.40250938294161537,0.7132652739303758,2.8974486558772448,3.001499948792783,5.563099090799614,
118,2025-04-29,0.5074437643853836,,0.0,0.4119762709176459,0.6869660069185732,3.496141039353126,2.437072014739493,5.039717406692849,4.127516531020465
119,2025-04-30,0.3930661987595016,0.2029688716761574,0.054262697779384625,0.3340624956456962,0.721324367112288,3.1726095047168115,1.9396644612847487,,4.549392070945077
120,2025-05-01,,0.09308414565875506,0.12143689835684739,0.4291165898099165,0.7845739076687596,3.1490457311175026,1.7548616290590224,,4.985677794263043
121,2025-05-02,0.17519508214476376,0.022400474838627532,,0.3493097928165022,0.8787478018176682,3.5023271351105034,,5.868343492444264,
122,2025-05-03,0.612315477499331,0.09381036659148037,0.2543122007919012,0.4404224192974813,0.8583927456174657,4.204166695471669,1.2427130582905055,5.5546390482445025,4.0111094652471975
123,2025-05-04,0.7113297136769371,0.21263434667930056,0.4262857899096456,0.5475727925121308,0.8928949240699947,3.9352813008058867,1.3327399421450545,4.959381172378193,3.832693040965451
124,2025-05-05,,0.20695527467145114,0.4951145918738744,0.5468614796595869,0.8898745812824053,3.4382086626644517,1.402293279666977,4.3805647555725145,3.923487491203939
125,2025-05-06,0.7721534321408349,0.22696104244908194,0.43346210290116394,0.6804204238516176,0.7574140689069928,3.6397464178061174,,4.824446543575667,4.441565108960164
126,2025-05-07,0.7363527584034796,,0.2748150899773433,0.7385008632406708,0.7637868515214928,,,3.9955856084969565,5.225473649501239
127,2025-05-08,0.9837072589433199,0.2813686452257954,0.40665800904310945,0.5497752098695938,0.7447557774898192,3.0515409789883665,0.07009201635284334,,5.334649307884532
128,2025-05-09,1.0,0.35272571258071306,0.41127486551570513,0.48210208707575347,0.8317165298683562,3.188018664586365,1.2861298107826775,3.917985818340741,4.470575389820659
129,2025-05-10,1.0,0.23143679033227554,0.4265385713582684,0.5070245799132923,0.9784599979219567,2.906057032269578,1.76178145590922,,4.107404945568716
130,2025-05-11,,0.20533181912756696,0.38628969557431736,0.7466119976447745,0.9210651894280063,2.8033305738518792,1.599127596071071,3.6269207351209127,4.275753967771811
131,2025-05-12,,0.17285008469789356,0.46746802359644446,0.9678529020623953,0.9626547903362653,3.0384927644790536,1.612665475026939,3.695712159016491,4.7275440525608365
132,2025-05-13,0.728935567124564,0.14585048449999705,,1.0,1.0,3.565503366117884,1.2762316350274483,3.748366669546957,
133,2025-05-14,0.7168857894675025,,0.5050962858276994,0.8643882973280619,1.0,2.8968412234785728,1.2420758391355609,2.990042889667491,5.968004223632675
134,2025-05-15,0.7367271690753967,,,,0.22833802443262355,3.059448017071422,1.1990990388499732,3.1703868805746436,5.366654042096393
135,2025-05-16,0.5207401625866185,0.3869879909377187,0.4991952800764704,0.7965904182759569,0.26951100073919915,3.4114363327758426,1.4535967958269336,2.605106251043538,5.360474266935613
136,2025-05-17,,0.23131428153700195,,1.0,0.20862275588309,2.7946098302651996,1.5182014674287938,3.4272580205391923,4.722556684646356
137,2025-05-18,0.508628800679409,0.15891796622564747,0.4504750291901405,0.9397557215321867,0.8130657278186821,3.1902391570736586,2.1323380177252815,3.533085947730556,5.007005870574855
138,2025-05-19,0.40055400495759474,0.318751016446405,,0.9469689979537137,0.6599729207295479,3.697808697481372,2.3046665734110743,3.918682485069324,
139,2025-05-20,0.4656350813926109,0.21539370280691464,0.5445871604160077,,0.6873356325344734,3.3588941286044607,2.089153412725893,4.957869401558462,5.676820039084117
140,2025-05-21,0.5402144489430989,0.2417631743379084,0.5120693825113347,0.8275911342039244,0.505212336455349,3.496431903879602,,5.274821164122223,5.781781811438685
141,2025-05-22,,0.24323156257174786,0.5371051412749582,0.8024104053593615,0.4879947833979387,3.5800020299394975,2.643414228376356,5.465503781722643,5.243099750208358
142,2025-05-23,0.7070383386433561,0.3050840976510982,0.7133250206008886,0.6886456747328997,0.4419197144830528,3.9476253589380548,3.278262811531312,5.611264080648539,5.3573155830151
143,2025-05-24,,0.3242581735736552,0.7493171452911331,0.7631812938088115,0.39142167723439025,3.9995096837431934,2.914981207229228,4.892132457071508,5.918835510648286
144,2025-05-25,0.5649912455653101,0.23558041588823697,0.723602976465107,0.8016162834159332,0.4974223957008309,4.3626647121397095,,4.846620844743302,6.368229412544818
145,2025-05-26,0.49788258687466036,0.4044039400484168,,0.844035400757122,0.37640386294380845,4.843672582337815,2.9085636962366164,,6.201282623782763
146,2025-05-27,,0.49513516563172233,0.7073144736918046,0.8731407349802376,0.4425229602192916,4.6268879554825855,2.5048120763491952,6.399295551007382,5.846728834805264
147,2025-05-28,,,0.7425886288198753,0.7154025405806352,0.1570417155994906,3.870136993347725,,7.145481967578782,5.57576736293917
148,2025-05-29,,0.617301192750034,0.533403529933342,0.5141628348213585,0.3613421816371465,3.147246977861026,2.996655447375785,6.332071297406717,5.674341474141267
149,2025-05-30,0.6933827033093429,0.5496698058704197,0.5075497584625405,0.5570888207533997,,3.335156957077362,2.3252468989362765,,5.019357320731368
150,2025-05-31,0.7419872262554463,0.59633407340012,0.49730780256331075,0.5844736748845945,0.3074825949901623,3.4158849283663146,2.317010588245448,5.285962672170381,4.821713886178548
151,2025-06-01,0.7505625500724783,0.5965628295802087,0.5371134488065271,0.5968675617188239,0.18501780316985178,3.406743573487849,1.4975590945883313,,5.566556331457294
152,2025-06-02,0.6843431913375512,0.5830934723720314,0.5463395934421332,0.9146769265199421,0.17819321231695986,3.083491892372745,1.5677838047889252,5.6273647055287945,5.402821502180658
153,2025-06-03,0.6452775490015342,0.4348938896064763,0.38785832897285755,0.8935847434595935,0.21634876463511393,2.8579895224644307,1.7358879650708325,5.324354659344354,5.143088123968694
154,2025-06-04,,0.37916156538149853,0.44805588732757456,0.8211391289051224,0.2602846787541838,3.257542005961989,1.3817331356586107,4.829921740899731,5.563493476959702
155,2025-06-05,1.0,0.8297246902093766,0.45243375217698967,0.9245411990269665,0.32275842869269367,1.6166409965516795,,,6.175992781807254
156,2025-06-06,0.8944937035831413,,0.1829908540530728,1.0,,2.2276077529280425,1.232713363092052,4.800040376693375,6.168229870724406
157,2025-06-07,0.9180409331600716,0.7144388496043295,,0.9507176808331107,0.7763503631003836,1.5214841410508182,0.9001785194683642,5.818157895663415,4.909485877740133
158,2025-06-08,,0.7151798572281489,0.31935765328963717,0.9573468456289019,0.6839632876821093,2.9161065328339646,,6.513844227855605,6.15691671363804
159,2025-06-09,0.7929406256782658,0.7588063344864775,0.2896036999216042,0.7671288262454261,0.6839693481720387,3.152377839947484,,6.282601446956073,
160,2025-06-10,0.7715805047850496,,0.297103988860535,0.737636574273381,,,2.6646314794128223,,
161,2025-06-11,0.5991247326463514,,0.10459267651695064,0.6501835206765995,0.90501594596471,2.713413036841529,1.873822143689169,6.049393556491278,
162,2025-06-12,0.7148007381180009,,0.07950172057983587,0.6900881633905288,0.9757880166299351,2.193878799286954,3.286077994540004,,
163,2025-06-13,0.8361282233332681,,0.3442674391884236,0.6438961817701607,1.0,,2.619673792285788,6.538375489112733,
164,2025-06-14,0.7155562995576644,0.861190825441716,0.40240395669991524,0.5968009359197403,0.732376431679733,0.828669853821477,,6.017774991873957,
165,2025-06-15,0.6469150709270517,0.8521009568796788,0.3945323194697078,0.6036732785594201,,0.695710713977524,3.575958231024298,5.276797068291888,
166,2025-06-16,0.4011866658682055,0.9381734400156445,0.30372463383819187,0.6087766572281623,,0.2369252458606278,,6.2536052622377465,3.8675920446342484
167,2025-06-17,0.36629521909738694,0.9723801104126011,0.34521667573949083,0.45167477680416523,0.5649209407804336,0.4965410340668175,3.1221993499073113,5.811123023896056,3.445237871248406
168,2025-06-18,,0.8368457260115457,0.6537240629336057,,0.4576089309806356,,2.9118825927757133,,4.109249582689803
169,2025-06-19,0.416504706461454,0.8494140308154295,0.7429218500978838,0.6182898683191088,0.43936544469878946,1.2958580883341064,,5.428923927503707,4.592461423433214
170,2025-06-20,0.49436145456618125,,0.677964472785908,0.7738137467216467,0.48714505141246506,2.122836535256336,3.2673125036137227,,
171,2025-06-21,,0.629258930138779,0.5345780671589692,0.961122636753721,0.4106900217882077,2.5002990005812036,2.8920966086173805,4.127222691678899,4.745338155337209
172,2025-06-22,0.7946486307185006,0.8579933775872807,0.7518776956603924,0.8606597083399256,0.17383401937588194,,2.73875082046817,,5.278774929438217
173,2025-06-23,0.7414335200725672,1.0,0.9283567510909577,0.9842960802220989,0.33498047962731636,,4.095938723307842,,5.344111160144538
174,2025-06-24,0.7275686352058862,1.0,0.8251164555116595,0.7894230652414408,0.1757182789229143,4.249647381602286,4.243927593389943,5.712949652304326,6.357189754696414
175,2025-06-25,0.525310924483603,0.8433215087461714,0.5732989345151387,0.8457510080806849,0.278430376907622,4.030562505625236,3.307908037286522,5.948064330470123,6.403870355865601
176,2025-06-26,0.7446546861658103,0.5668060851404192,0.5958236457699375,0.8586837196460664,0.22005428023486218,3.810230589792814,3.035453838857199,6.592405445955107,6.439185859171049
177,2025-06-27,0.6653425325005984,0.6696241339572779,,0.7046145065949381,0.2227496001906708,4.851694757977091,4.960397615659681,5.7680110243618135,5.563323463866116
178,2025-06-28,0.7392466052408567,0.7792921851189387,0.6436518264804416,0.7193162048010712,,,4.203965957900445,,6.639905569872973
179,2025-06-29,,0.9375579158813203,0.5830467452768229,0.5384816680646621,0.4831051459213189,5.559531763689902,4.625390930153017,,5.461699810324983
