t_index,date,P01,P02,P03,P04,P05,P06,C01,C02,C03,C04,C05,C06,C07
51,2025-02-21,0.0,0.4195200827650045,0.4725909726558071,0.0890378743891174,0.6413111796364261,0.10710809816990924,,4.843758231744157,4.837473816303318,6.003263908688273,5.604489904898601,3.969284277552711,7.2934066610262525
52,2025-02-22,,0.5208917785900073,0.4070961505593502,0.1629571675888116,0.4995499371285814,0.3457955871983345,3.4287238307539147,,,5.02218955763866,4.980322744667146,4.856802145535225,
53,2025-02-23,0.0,0.546737732243485,0.38657773454694977,0.1828735459497865,0.5194405448008247,0.270402648674666,,,4.702894618976502,4.819543850716308,4.561111624979855,4.829574877755457,
54,2025-02-24,0.0,0.6611768298253919,0.2684403888929102,0.0748655130650565,0.4395178569529365,0.560182138006978,2.690067875429883,5.445377297133007,5.49100198921914,4.328176627223215,5.286996561997628,4.120596390502886,6.844943211829608
55,2025-02-25,,,0.2673677449332098,0.1186082004966571,0.21280186896577002,0.4835805012591982,3.0153019372765484,4.585938767938551,5.034935376710029,4.3117644746041615,5.554428243664543,4.130392042507473,6.186755424545352
56,2025-02-26,0.09248439364185615,,0.38925440138818856,,,0.4731551890253801,,4.5418492819426675,3.809217925625045,4.343091438825744,4.163592836298062,4.2554452216095795,
57,2025-02-27,0.25570024093822197,0.4193230420274348,0.21497211717309556,0.12032866578745273,0.39978861288225365,,,4.10535107077516,3.452237678997433,4.525459653563958,4.315430546992472,3.77667375495122,4.670267924929791
58,2025-02-28,0.34300390536941705,,0.3086892429612047,0.15418877753199972,0.5042502254313084,0.46801720296855664,3.259911165751972,3.6937896585357683,3.105098675474655,4.946425901976448,,3.1072159183353203,
59,2025-03-01,0.14168373970050185,0.2729644005507215,0.12919562032796478,0.09300973170269551,0.48909685592215507,0.2780979103643045,2.0394110382449226,3.0008446335868504,2.532520292997198,4.818234429832337,4.3032709359927654,4.531595241557498,4.680390108031272
60,2025-03-02,0.05847662668037677,0.184403080323296,0.17817571635276855,,0.5821325626429682,0.19718974947505064,,3.640923858210435,2.236435677979382,4.524020462389551,2.9726001058693043,3.6513300604156163,4.385720581266309
61,2025-03-03,0.12674363423760204,0.1575690441083586,0.02672828348651743,0.23303138007467178,0.45450335514240786,0.3302016644269563,2.266743006270876,3.4416271283600217,2.9972847861257685,,,3.2098514538701703,4.005656705109891
62,2025-03-04,0.1822672089971911,0.12239858994344918,0.09245683842167046,0.24086602998568538,0.34190618488480173,,2.185149399036928,,,3.5085924773122477,,2.787016569003863,4.206714530813397
63,2025-03-05,0.25428516904924875,0.13507909197652446,0.2076675598160703,0.19138143552401748,0.25789899866799926,0.17378756922083785,2.815264782308075,,3.3233327024451307,3.6674637043735787,2.75963527948824,2.816340221095134,4.017890606854557
64,2025-03-06,0.11964140337670287,0.06822752034340163,0.20740748450453322,0.273326626735813,0.3444173521304345,,2.5540186144406256,2.64632110374162,3.1166577065178416,,2.5155106818208712,2.0109112094601116,3.3301006684922294
65,2025-03-07,0.09523843560274334,0.0,0.33413825491832405,0.2605342592724473,0.24139973214909446,0.377919870895581,3.85132269868648,,2.479407571453083,3.090055219934115,,2.638979566482021,3.652073583094368
66,2025-03-08,0.0,0.08320274311272488,0.2740485333479523,0.4500122633221967,0.3459907814296098,0.3424012452788874,4.466949032774031,3.1553709672266352,3.2595015895503963,3.6454433787292784,2.4498736557194136,,4.096250434193756
67,2025-03-09,0.08305135227383886,0.0027267424122199707,0.3197373861601744,0.5168123911123552,0.3587057358481624,,4.173092949987453,3.2736445233744154,4.007835575685986,4.532631809213463,3.0590190753322357,,4.453193007723276
68,2025-03-10,0.02457089466037085,0.0,,0.4439515776077943,0.3607836895048099,0.24237754834702988,3.9986386271639165,,4.245927039783633,4.912891256984577,3.722561916213132,2.878520442214181,4.747423583474183
69,2025-03-11,0.0,0.0,,0.4606302082781766,0.21526789740472335,0.0,,2.852004635755421,,4.486948684947803,4.950351136141055,4.569780759588842,
70,2025-03-12,0.032055879511993846,0.0,,0.40327594525603755,0.2468637956225437,,,3.1685359325565265,6.725330337336704,4.101486953879329,5.614977103409422,4.763826954939406,4.9894471671677945
71,2025-03-13,0.13772488809452949,0.0020886412891766614,,0.44658653859098263,0.24112054178844855,0.28695137087958555,4.585663068882818,,,4.628725393507522,6.488671550907346,3.3262574798081985,
72,2025-03-14,,0.0,,0.3871396440186654,0.05791471275361271,,5.257066042996268,2.200952310874879,6.073161256277583,4.560706503544642,6.37789262816848,,4.2426087349497585
73,2025-03-15,0.09859368078194,0.0,,0.36723062870560125,,0.30876682121412197,3.969489896484218,2.720902563126245,,5.010409918603101,5.626215280317502,2.7619369986076725,4.5625774365721
74,2025-03-16,0.3613242753668252,0.06097346960532595,,0.22279962304668405,0.13465026234921415,,3.8257536719117136,2.64420069966393,6.987378150350154,4.484066840653506,4.909909794112692,3.1880936073138755,3.8922495726766875
75,2025-03-17,0.0582951076447038,0.07502159061665593,0.5703747688270911,0.17928089673709033,0.12044140409257173,,4.161765071687807,3.6815004600999837,6.550865932164165,3.70549252307901,,3.3341109499405523,4.853133691906285
76,2025-03-18,0.06322785236750285,0.0,0.6571531327549618,0.19415783083332927,0.14652392361236907,,4.862130934404115,,6.244878487962061,2.825700219744153,5.508441111385066,2.98918001931818,4.338420830656882
77,2025-03-19,0.0,,,0.5143476877953499,,,,2.506951392627593,5.3086714189811905,3.966292964730531,5.369521508194096,,4.52322725657926
78,2025-03-20,0.0,0.0,0.3922414658540456,0.4996023473035999,0.5683202919798109,0.4726317717540466,3.647707076778166,,4.86300772894451,4.586786835723072,,2.360347746025178,4.302797172170626
79,2025-03-21,,0.0,0.5965168171275346,,0.4471320643553921,,3.9069934858581012,,3.8653318848289957,,6.092005011289684,2.966535584834513,4.417473688897915
80,2025-03-22,,0.0,0.48935282604776653,0.5118663250724658,0.33317398492225897,0.5157130980044844,,4.3610904556346455,4.476541060810128,4.131228415391536,6.087808389591131,4.084602862301606,3.2292529013609084
81,2025-03-23,0.08382194706353091,0.0,,,0.29768117858087706,0.34212140483092235,,3.2512690819640993,,4.103458222996055,5.993170304512039,2.88898235876905,3.3826099522082616
82,2025-03-24,0.16902856168235525,0.0,0.42673956214278613,0.3499378930890593,0.031714036488419056,,4.508454104382594,3.206298060919233,4.953311277459831,,,2.928046337436474,3.6843454608747375
83,2025-03-25,0.23088437196787753,0.0,0.4731059307610005,,0.0,0.39799470893598005,4.564275684051245,2.876499772500876,4.622447985884402,4.2508159316097025,6.334479133272108,,4.032267459169976
84,2025-03-26,0.2578774720524916,0.0,,,0.08625441315738094,,4.323536412735662,3.754935280401426,3.6976852267448357,4.682744413932165,6.17338763062493,,4.177778074145808
85,2025-03-27,0.11978280503890262,0.0,0.6693257680980729,0.4447056035619497,0.3042644389328981,0.2778776635302856,,3.0753470750148852,,4.159664577842438,5.9655605411891415,2.7121089945995704,4.135096444051885
86,2025-03-28,0.04610179526282979,0.020801624863608634,0.42015908597711216,0.5249018264356848,0.33183746176786477,0.37447458643050313,,2.730561446171636,3.5648310985726286,4.243136143616361,5.073063594038393,,3.7551446966280433
87,2025-03-29,0.07937747990372952,0.11681933570238648,0.4580746146020208,0.46559019914433003,,0.38428337903265275,,2.712934547730032,2.8611745416622307,3.8502477284496277,4.932477786240499,2.5935654480815318,3.408488320707938
88,2025-03-30,0.003573493386433327,0.1644964279021089,0.3981568174147653,0.22315259960971345,,0.42645966993660755,,3.0249252875818926,,3.1260978398634123,4.66458915188187,3.0061500100827248,
89,2025-03-31,0.06697687141213363,0.1785148554400393,,0.19973933526077764,0.20879249815080866,0.3564824876749661,,3.624388120656371,3.500344087324045,2.6594448326633144,4.751942465650234,3.638575286093497,3.56853611037645
90,2025-04-01,0.22096091281257518,0.09905793150308548,0.3559003525143192,0.0762055876008286,0.050562796291289236,0.3981281842010114,,3.9180230613423155,3.587835842226582,1.9119888162302743,4.39459171382063,3.1113578771171815,3.2781983824683203
91,2025-04-02,,0.08520667232085591,,0.13186252385479427,0.0,0.548113463826869,,2.2248458932204014,3.1343673770733425,2.304571883003998,5.236973830139022,,
92,2025-04-03,0.1822602422652039,0.05592638365311916,0.2991061412463817,0.1302815365545834,0.0,0.55463756233577,,2.587649850902686,2.905122382244903,1.9050600049696693,4.746771678719839,0.44638971600265354,
93,2025-04-04,0.055436442298802485,0.03415566206356414,0.46038107966916497,,0.0,0.5727891391061766,,2.451157769198351,2.3184806557076465,1.8251992413933702,4.4505506981274685,2.000590726445984,1.2786480090291665
94,2025-04-05,0.06629444067589726,0.11865805179211236,0.444281092366224,,0.07300972982674364,0.47300630647960545,2.161283889734973,2.351608294175454,2.942177381436255,1.0480944550157583,4.376286333519904,1.8542762078538866,1.199354830415251
95,2025-04-06,0.06265037301307538,0.12089148021856339,0.35845514471958856,0.3938174135378993,0.01462879989310166,0.22880963923601827,,2.590518024443447,3.492160154244899,0.7421155943096868,4.512389208109317,1.5198656115546019,1.2398997258906417
96,2025-04-07,0.20625148138818444,0.1142461338848065,0.5273324112480768,0.4014488536278408,0.0,0.37884700031192114,2.8704016012384415,3.4820603962505032,3.939697141947694,1.6618265163570636,,,1.1575772775671873
97,2025-04-08,0.13843853305082432,0.048654885314480506,0.43785172726600685,0.30811395716634365,0.0,0.3521119103061276,3.1656560975487054,,3.876092074639441,1.306761417827568,3.5366990529378826,,
98,2025-04-09,0.025217643404424922,,0.33332451523555484,0.39018020388378183,0.0,0.2582960502377085,3.419004905900389,2.5514716924499408,3.235726567240172,1.6543436329757155,3.8949898006650576,1.6691320780436867,2.0203815956866134
99,2025-04-10,0.08290581010559102,0.07271499739150636,0.46126502429747995,0.46440383221133685,0.16341486963808843,0.22729894251595434,,1.9299485554870786,3.033940063309069,1.9813749045726847,3.3498232692933887,0.8039142065214161,4.8663064307572625
100,2025-04-11,,0.0882705913999578,0.44931438084746633,0.32008297307935973,0.00848564678776495,0.32070574593011214,,1.8627597368487159,2.4858487054591842,1.884651030876441,3.58018735875263,,0.8229420628570592
101,2025-04-12,0.1142707965380178,0.0950998499880681,0.4763036223960057,0.3295743037456602,0.0,0.36166880234873655,3.004458584622692,2.5831541126620725,1.634033054843901,1.5454887592900748,3.7685344804402114,1.424787570022682,
102,2025-04-13,0.23974858336644753,0.20836698923582364,0.4811527976896094,0.1918942946710119,,0.27224639117876215,4.148732649119715,3.646755491615056,1.456849410246897,2.9547919295108698,3.6767790540407463,2.4719794870452287,2.286299607794602
103,2025-04-14,0.2531213396357671,0.21894198994197842,0.538256972042149,0.09461710999488387,0.05018685395535247,0.3659284344496829,5.689200628327798,3.9657036415444815,2.593791653631026,3.711426484823968,3.9537226928341362,2.341050639148963,2.6763277338135167
104,2025-04-15,0.18605461334447249,,0.4579188931409186,,0.13416167853272226,0.24798585826842584,4.794155399039678,4.289474824367097,3.4427870743790616,4.330047304648566,,2.948739661248553,3.001689821398297
105,2025-04-16,0.15474774759001944,0.4854725064313291,0.3815502343668346,0.27590244963877036,0.15523290837004022,0.2818899007540542,,,3.1962264552044983,4.372444952494601,1.9121793025534144,3.913712940750475,2.6410995960646577
106,2025-04-17,0.21689064092745639,,0.4570068555696827,0.3892294728485993,,0.30097036169620106,3.181087537825757,2.581905401883215,3.477361000691596,6.665914915944695,,3.4717317868601496,2.1854790811615272
107,2025-04-18,0.2602786867752809,0.38072781755803314,0.5777313173935698,0.35444350023444265,0.29285458194979697,0.06355249093363907,,3.1724388520735864,3.4143903898853285,,,3.7314752431131355,2.3322541803922627
108,2025-04-19,,0.21567263282702048,0.23998062174355234,0.4112016728384197,0.5189199147946588,,,3.3396483650872937,3.0858657072446842,4.624204714385662,2.819525214235404,3.5774711501622134,2.3795425734158844
109,2025-04-20,0.5492047718067157,0.33916110427190127,0.5912585238331121,,0.5947885632511434,0.19902998645161207,4.1952926768047,3.3430596409080233,3.077553711133675,4.319433387497615,,3.167987901958264,2.8627811515183876
110,2025-04-21,0.4185608178435181,0.15993682775708265,0.8376201368654248,0.4748979633211413,0.4487205867991021,,,,3.978683642831312,,3.4195850777934544,4.801532066906628,
111,2025-04-22,0.33021077644489727,0.3564168801210611,,0.3825676272771751,0.2402590083340343,0.08090418516192813,,3.229498539861576,5.456793003515846,5.924928098439383,,4.343756212664861,
112,2025-04-23,0.2501174523392357,,0.43288790194607096,,0.304022564268837,0.06498337966772202,4.388866105876551,4.675454526651675,5.6957792663338385,,,,2.8780498524058813
113,2025-04-24,,,0.6787936254820761,0.6616107777945384,0.2480766891675159,0.09203598647131812,,5.130180680547412,5.578138108427087,5.6513783351792295,,4.379718193320312,4.856617960085444
114,2025-04-25,0.44256282747069847,0.39411492714271007,0.7085280943315501,0.7456640042241869,0.46916533203731353,0.3239982760944927,4.4309704004959185,,,,,,
115,2025-04-26,0.40226426094096435,0.3642008712390447,,0.518751012129977,0.5953153193017253,,3.6226057374300877,4.864444626695411,5.700503641031827,5.335879466627369,,,3.9855301249610875
116,2025-04-27,0.4315258813604264,0.34922633238252476,0.8789754580843506,0.5438866879551848,0.5983570064276954,0.6383232456220091,3.528325006565677,4.04048022311647,5.2017024031077375,6.024623502218447,,4.5910024143080275,3.605505557796228
117,2025-04-28,0.036791708774669085,0.1836831196418017,0.9168873562743961,0.47051750037147777,0.5327439107202576,0.5940019697256612,3.2613224880658938,4.162612205736172,,,,4.9867168919376335,2.570839571642508
118,2025-04-29,0.11447142021779574,0.42965512762640135,0.5898585115205424,0.3853597168655527,0.44369096061845126,0.7299411709658409,,3.5510848962273154,,5.726089008719462,,6.574145699183585,
119,2025-04-30,0.20160614782259706,0.5294949223231163,0.575047835944992,0.29886486660160705,0.3443419496471255,0.1300639829639683,4.714489328891049,3.5411206575528356,4.077488045525202,,8.506845425138753,6.06723462860719,
120,2025-05-01,0.1841532884212482,0.26340799803818293,,0.312674256870823,0.4021063792486194,0.12830167020353273,5.329030180793952,,,,,5.097886563355824,
121,2025-05-02,0.35724193869943643,0.22016126149631737,,0.2636921279646238,0.38328846578268183,0.1688004528997492,6.036581501709201,3.6515896772431997,,,7.377625133247687,5.4030672826671235,2.9537025922966604
122,2025-05-03,0.4317253139302529,0.15481838057473046,,,0.6283392691603449,0.19964914007572446,5.902544451359865,,4.9576718217247615,2.91877395559283,,,
123,2025-05-04,0.48166262536169846,,0.8259526478164589,0.4818148999869373,0.8138230636837556,,6.367959149841927,4.857965131906372,4.837417724963911,3.1116589711695357,5.9334652727304125,5.63408414083891,4.641972129723872
124,2025-05-05,0.5841390896442251,0.31187307832953215,0.8124794090871088,0.3339163068285813,0.8066389783493244,,7.031161184189299,,,2.7710003417768063,6.757430610333168,4.918651093937676,5.025477636696396
125,2025-05-06,0.7281187213395977,0.3886313156894893,,0.2969939071018632,0.666291925353855,,5.280460934468655,,5.558416868459908,3.9257374496264,,,5.900992050201619
126,2025-05-07,,0.3063885684700749,0.4415300624711188,0.31034741811216876,0.9886936926733177,0.7247617379588148,4.724348505912216,4.637194200406515,5.320193936178202,3.190303446722497,7.034734422756929,,
127,2025-05-08,,,0.4428362827764415,0.49921966988486616,,,4.442980567306125,5.657324994278912,,2.9267187979516813,5.929464507570008,,5.354948067691774
128,2025-05-09,,0.26119665184668833,0.5509537349058321,0.3699521969784799,,0.8952031693249968,,,3.369348547134628,2.7935554597936023,6.58601983402179,,4.6129144048454975
129,2025-05-10,,,0.5164198540614546,0.264897165805951,,,5.142207177274408,3.4505407691413925,3.4702039704918506,2.5844267200132776,5.822404701883713,,4.7338170927166825
130,2025-05-11,,0.42023372811644033,,,,1.0,5.7693556985104,4.043218964972365,,,,,4.1084929338319895
131,2025-05-12,,0.39463381928913055,0.5749276382528903,0.24258075014968167,0.8527738812011466,0.9480192965542058,4.841752568373241,3.7602934232396703,2.8752866504826784,3.1252992995791575,,,4.647340263404892
132,2025-05-13,,0.3785619263203304,0.4442982185856566,0.027814764851577356,0.7766389386302057,0.8125653167375424,4.937070823987281,3.932395011914854,2.33765403022169,3.0452630802680707,6.257484969924242,3.4816135681356353,4.884860851532281
133,2025-05-14,0.44779274157503934,0.3987075824867044,0.4845191854511989,0.3619126621359191,0.8682340228622372,0.8356724216776197,5.037365527210754,4.093479698879133,2.481887097504786,2.6336463778015355,5.731316576144089,,3.934170451840048
134,2025-05-15,0.6466410016874371,0.4940110664233649,0.579665942761945,0.3966002522770251,0.7061253754025719,,5.022839656803378,5.187494281475582,3.282589322957198,,5.662584624927418,3.472895002465933,3.5951272512345485
135,2025-05-16,0.6856022274279533,0.3865355909158166,0.64621330415973,0.5480069489869922,0.9253845109034131,0.7749981597449942,4.570554091160098,3.8142926660895045,3.191712752721457,,5.494888421154726,3.7106204484487764,2.836086519543967
136,2025-05-17,,0.3790355706171413,,0.6471895321655285,1.0,0.6735535727571694,4.096806753294199,3.673891048233552,4.7170868937270205,,4.701493345685103,,3.46625723288247
137,2025-05-18,0.5731420917852582,0.47921352784691207,0.7263882670696893,0.8053500969724054,1.0,0.5636053559741155,,3.157788437048322,4.669558411549331,,,3.18277820530579,3.957527492933188
138,2025-05-19,0.4997194980435544,0.658117981772576,0.6895614470455137,0.78949303746757,0.8836842821364226,0.50369617697682,3.49400785278298,,4.674097564777066,,4.353280549713624,,4.680457177599071
139,2025-05-20,,0.4445916639759596,0.6497238318451943,0.5093259731821502,,0.37849204978348383,,4.034859449847218,,,4.034073114250215,4.029374821216574,
