t_index,date,P01,P02,P03,P04,P05,P06,P07,C01,C02,C03,C04,C05,C06
10,2025-01-11,0.4335717300021742,0.2728400074076617,0.2802701993542132,0.28286921490254624,,0.0,0.19100267219665545,4.1208976854984085,4.006653428139881,3.9574030336638613,2.4528750457678603,4.622701876359358,
11,2025-01-12,0.42847193126498573,,0.35416633921521046,0.24096328459600724,0.0,,0.22257412194725323,,4.270781399567926,,2.8907495370263065,4.991641300688556,
12,2025-01-13,0.318623009729298,,0.17863737400208796,0.21136468102586808,,0.0,0.28344207752454664,3.2032156032639367,4.286407741542203,4.347439287393887,3.041195788671245,4.475382335375884,3.997994472411581
13,2025-01-14,0.35538615592791256,,,0.06830914035597663,,0.0,0.3039175528403827,3.020504551265993,,4.446529277466947,3.6619012625554714,3.3659486606949547,3.799318647659436
14,2025-01-15,0.31335068489506546,,0.14219353293929266,0.19314735999429294,,0.04585005817024691,0.25213992060136703,3.3323525581883358,4.1570192528453465,4.036001472836224,3.6327079405902096,3.2646721982073963,3.5353266385197437
15,2025-01-16,0.45832893058489826,,0.3176766022085017,0.22756863073218,,0.10244908959915952,0.24775789202770415,,4.263519330437276,,2.8819712580544685,1.4694084775883163,3.9197151592927613
16,2025-01-17,0.42293278025388015,,0.20819313660831898,0.4314964614826312,,0.14724734308615395,0.22342138039941054,2.6100587341179864,3.490373283734967,2.7674621157553965,,,2.6411182949352203
17,2025-01-18,0.37190680689237177,,0.3984628434367543,0.3940764510981464,,0.3177936226426932,0.3491947534123766,2.6855446406687506,,2.670565494934153,2.908459185795042,2.250028054371205,3.323434501718614
18,2025-01-19,0.20540323528946963,,0.47832013726842887,0.27611659965055063,0.03890469561756657,0.388907367781574,0.1204782221651716,3.014346885944294,,,3.068733473722621,,3.502081763181002
19,2025-01-20,0.16287164752756758,0.15600121846476753,0.4208113483392259,0.2816028477478199,0.002930679511203481,0.4749026279799233,,3.0692927815754634,3.29916041944255,3.9859182158325246,2.740064303784454,,3.765327731881308
20,2025-01-21,0.24190424254976522,0.08226802141741461,0.337651095674585,,0.1592948501423085,0.2947369025765086,0.28396872720963984,2.7836979139088185,,4.1167400185285645,3.3650716699264827,,3.0077890551800603
21,2025-01-22,0.32015656979667256,0.11174676053314969,0.22450231815010846,0.146921011572134,0.23196464391927438,0.35769043667613704,0.26112965944874084,3.1714665766673447,4.146750328171047,4.682396461168877,,3.270831042276501,3.5676548430478796
22,2025-01-23,0.2032501803527352,0.26419366088726176,0.259867374264419,0.14039804743126247,0.2498111626778458,0.5539068819914847,0.3746440028384171,2.2932909159745467,4.004149914647331,4.5588904883120005,2.756525086567745,2.9911078648805645,3.1609460036136814
23,2025-01-24,0.09529537505458936,0.15938818476860167,0.2408947429431032,0.0,0.05479820644250369,0.6045397002923772,0.42856755155347065,2.189333533495519,4.051963871004451,4.118633409592648,2.9960298689493543,2.984869368648856,2.689288504771274
24,2025-01-25,0.17033460750540252,0.20108568175529787,0.4218895081848944,0.0,0.2639015122846507,0.3860297867046838,0.48466050803706756,1.7604660887146262,3.5879365015314972,4.2087848218463835,,2.2115169670708923,2.8609605708315136
25,2025-01-26,0.08664633869329955,0.29218388890582114,0.4074606858495553,0.0,0.2277426701454065,,0.25916472979858535,1.9720756799790202,4.142132305983839,3.184370952130052,3.401863844697687,2.9337707065219867,2.26666469196431
26,2025-01-27,0.0646392267724498,0.25620783521099827,0.4295781532214951,0.0,0.20668180639816972,0.41330003236892054,0.32742922408660297,,4.878226676816469,3.2588503475930253,3.4531357715112025,3.300498881283691,2.979599575314233
27,2025-01-28,,0.13243245245479307,0.30054749102556994,0.0,0.21307454788017138,0.3387228936395332,0.2067242922108955,2.848597566425761,4.6655529351338645,,4.182486362244954,3.8102431378392,4.158313061316205
28,2025-01-29,0.0,0.17888685695457038,0.31527691708807726,0.0,0.25641277934533263,0.24398545971200158,0.3048007744433222,,4.336735088898219,2.990529068151548,3.1546880561809854,2.9087800754224427,3.9829026703130688
29,2025-01-30,0.03045543556576682,0.322115830164597,0.38137563148740344,0.0,0.260628479769277,0.1486649725832985,0.3359098983455863,,2.8609772439225614,,3.47947363958833,3.2487837930291708,4.042849924565725
30,2025-01-31,0.0772576761311549,0.4179058449035872,0.5746050736001639,0.0,0.27704463167196564,0.18441970626649573,0.40373903063423505,2.5616554250493664,3.108901127866454,3.05342875150388,2.753672596859387,2.1200902186432913,4.023511938833753
31,2025-02-01,,0.5503503927799926,0.5055432405809537,0.0,0.4611638168025479,0.30640597121147467,0.3132429718189873,2.0165563963290083,3.4488625728807625,2.073010607732525,2.0042245749944456,1.8277941386109942,4.406352728094471
32,2025-02-02,0.08090975388986638,0.4058972709890245,0.33381475077654316,0.10288887336460613,0.3314011580669213,0.44759033543769156,0.36517128250557435,2.2544925180866313,2.5618639160625154,2.225744690414707,3.2655364675154095,2.748582551140407,5.202142772303726
33,2025-02-03,0.011939905562376188,,0.4386921137088653,0.14903911672198228,0.3511415294997141,0.2988488407944802,0.22242058739701798,,2.4942248693854814,,4.067038228127732,,4.505036115745544
34,2025-02-04,0.04758555691585231,0.31059415140247404,0.3596382697174542,0.19156891105328672,0.4697915935121979,0.4266451257889087,0.3217655243608354,3.058736872863276,3.5825419705110693,2.8013731614776747,3.9362259341439074,2.4360541055561677,
35,2025-02-05,,0.3778263541386262,0.38398779639387487,0.19750758954970443,0.46972958054294095,0.3497251928020088,0.34595159411634313,3.5677423469246925,4.841423010850854,,3.0509081688566226,3.057910314155033,5.5660426255196755
36,2025-02-06,0.14035628777810033,0.288987153700232,0.47144019588889874,0.2646202476998105,0.38977060884527326,0.39408500975759814,0.23024451116533237,3.9338351909356373,2.6583282770478944,,,3.1250930625195155,4.841339236232501
37,2025-02-07,0.15818996044163186,0.2871345018830474,0.647747060097901,0.2580818160214693,0.34258054222541556,0.30769037560859125,0.2872492440529473,2.0448554453337753,,,3.394047819491923,,3.8108174310380027
38,2025-02-08,0.0,0.3126463413629875,0.7552857013293114,0.4371093136250894,0.673672049713796,,0.3270643259945812,3.531144854001699,2.6619102327367123,,3.9494354019486835,,3.5441564345706107
39,2025-02-09,0.0,0.20126768334793255,0.610476848300868,,0.621339928761358,0.2912951367219351,0.26175833505519297,3.8520209695991205,2.7885091205771237,,4.023251987553747,4.213869512219752,4.612801512718054
40,2025-02-10,0.0,0.1949557900623914,0.5596683039637667,0.6410576094915517,0.6536669996031848,0.24233558581892414,0.3155387605043491,3.440918295443917,,4.177384145300378,,4.761872243795519,3.8511011954672982
41,2025-02-11,0.0,0.12064943985086976,0.5339424672235589,0.6086307611012418,0.5926615605697862,0.27171659865754527,0.23370952794914607,4.068578613423466,3.5816309679267904,4.363567016924003,4.712220591232121,4.039772813177798,4.686658908012225
42,2025-02-12,,0.27414270620673786,,0.5227278880772784,0.7016139583158616,0.2933829273637758,,,3.4014288022029358,4.113425608120746,4.769503186352877,3.999772894056632,4.005241903936415
43,2025-02-13,0.06312728880681713,0.3852257389085743,,0.6026897512202388,0.7368615854816808,0.12783957022369982,0.0620537665305656,4.240641353522738,,,5.068308344733476,3.703938877093726,
44,2025-02-14,0.05592497382722811,0.4911366108356937,0.42065317871937447,0.6303644627354571,0.43947604701111015,0.12409680495239411,0.11496893043212666,3.717683718396825,3.2771110162721975,3.2782634700680617,5.009564161165211,2.4022296949926663,
45,2025-02-15,0.2541840745981125,0.47404125971310307,0.44268585759596063,0.5766472463451527,0.20544880668757384,0.09477446633296638,0.1337448707018634,3.4316530408882704,3.6665643315925553,3.6310299712784935,3.8682223356195697,2.0935073120048306,
46,2025-02-16,,0.4517981348319059,0.4437118229082791,0.4740302485384644,0.16899744782982676,0.08935237600973986,0.18953483922249392,4.336307957274801,3.740797954437445,3.2446394021238514,4.085836183852828,2.4685745028754216,
47,2025-02-17,,0.41450124780637204,0.3158905968327892,,,0.0833017782659746,0.13306507148178084,4.110813695872592,3.277037203247575,4.300222018073021,4.627051115525839,,
48,2025-02-18,,0.4545589742503121,0.29817318979802515,0.41021535423499433,0.12479791339003402,0.0,0.10296023936438309,4.157715905679131,3.4238101564826238,3.6938647674462626,4.804510701927347,2.953288166686026,
49,2025-02-19,0.21662674665895737,0.42562544357761245,0.18702132542180305,0.2890179765810898,0.03283070467394954,0.0,0.08292142946643441,,2.560222574959611,,4.934353802385402,3.9525558816195594,
50,2025-02-20,0.3551196406119863,,0.19933550793094396,0.41326842141345954,,0.13721938048717947,0.2821326552027571,3.4468819413101475,,2.0246549761229433,4.228681712085209,,
51,2025-02-21,0.4445964321222494,,,0.389140424534311,0.0,0.01184043199352336,0.30847240579653407,3.635157563000305,1.0595245752707965,1.4311689227957274,4.168444913293857,4.274521507311248,
52,2025-02-22,0.35530208039908495,0.4080777676089291,0.4232942929093809,0.2917896117673886,0.0,0.07915832797013268,,3.6906215356383973,,1.5393504104112377,3.6542316402492756,4.098106209714784,1.6942461469864787
53,2025-02-23,0.42927370830121403,,0.5051570221497936,0.4312451703973146,0.0,0.19682778864974304,0.472233225264244,,2.254088441574838,2.0669339915697487,3.646483031986701,4.010670861120495,0.984214726210803
54,2025-02-24,0.3705781048773509,0.2838937561467443,0.5006615540863082,0.45127596496162864,0.0,0.037297848214611046,,3.9235766016230604,,2.666825032714083,3.374332009533711,3.884456022017603,1.6014600809240165
55,2025-02-25,0.47426240084369886,,0.4253730181979714,0.5644087891437968,,0.0,0.25113964127946753,2.986036720108636,2.737130449162924,2.52166339499235,3.0598101819408545,3.111304087816273,1.6426122142998358
56,2025-02-26,,0.2550931139868369,0.6859138202066931,0.7295238962888189,0.017293939892138913,0.05162219194412248,0.3511014906992016,2.8042756224448873,3.1393298916693673,2.167210224099185,2.707827674578087,2.786917276309314,
57,2025-02-27,0.2464903596589626,0.3887528954621,0.8288791089657168,0.8139038360720804,0.0,0.0,0.5199706558259496,2.3603443389965166,,2.665981754306722,2.2982188772194507,2.335143797595948,1.2736410192970753
58,2025-02-28,0.5097768785547253,,0.6897014087680694,0.8071106758483154,0.0261410983863263,0.07774000942779391,0.43401932242050056,1.9589648669381705,2.11353866390069,2.253908741153321,1.4212747331221247,2.351655710880069,0.3483262443337023
59,2025-03-01,0.3826715707722536,0.34660753791710547,0.7579519578914368,0.8179908544195486,0.07460060999762197,0.2673951467148572,0.46851678286012954,2.0377887684923217,0.9277517213101021,2.141332256063428,1.6620239736591964,,0.6743377748575974
60,2025-03-02,0.2590438016968008,0.30998753513801836,0.62719206627889,0.7324531073085828,0.0,0.43282093836902835,0.33822654679287484,,2.669231059288264,2.602991300341338,1.8742764065806172,2.054494187491885,0.7763672496707734
61,2025-03-03,0.20058460725716917,0.13753993927294955,0.5160752870608134,0.7145963473429866,,0.23829402822685364,0.34861930512370093,2.0927737223020593,,,1.4926395095025444,2.1004527249950717,1.025612446973905
62,2025-03-04,0.13148326213627243,0.004270711561545917,0.4188811507377722,0.6482079232375272,0.1064864274698002,0.35762882169104565,0.2589386428561788,,,3.0389939484368065,2.266634874012442,2.1611221778011376,1.5950963263729567
63,2025-03-05,0.0,,0.5502314284721956,,0.14282432607743736,0.43294195777116923,0.2513286176717391,2.2382228084824995,,3.2789969909674745,2.8978915355182213,2.7814039005269384,2.3385469218968327
64,2025-03-06,,0.19628597258842637,0.2688955205364723,0.6320448282288006,0.09359725181725494,0.5133182965503646,0.4658439401223229,1.9328873317246322,,3.4486795893821225,2.7188400192638436,,2.1380487555254732
65,2025-03-07,0.101402627550713,0.13059915326907454,0.254752904791051,0.5940800461560081,0.14157052951668864,0.5753544641252464,0.4151363482438747,2.116948968662472,,2.4895678361567493,2.854477487250974,4.663820428704479,2.1708904699894513
66,2025-03-08,0.24512500162175158,0.15936918258855542,0.5196207995842098,0.525422086462199,0.09461276614673512,0.4664479295021572,0.43613036951059436,,2.2316032508247132,3.056507373977981,2.696713106898266,4.2157884176563085,2.5272209240884624
67,2025-03-09,0.2908126292657946,0.09788615352607372,,0.6823445648017408,0.020951206077963913,0.43305273165254576,0.42915348704459183,3.3403943766737996,1.8158316249378506,2.3126154968576147,3.147325800436418,3.846903420123345,2.04845248235504
68,2025-03-10,0.3397319398812841,0.020098733738805573,0.43906390379260446,0.629334708423234,0.17860198660445883,0.3851026581163423,0.23722013157562236,3.4489279372366224,1.9144342092488469,1.9785315445493232,2.6969736263794903,3.1317596475187104,
69,2025-03-11,0.32212248824930345,0.0,0.4038554542946432,0.6645431835255807,0.04320439524812908,0.24518766614674137,0.2836026471370213,3.9783876570008934,2.4020291834580574,2.002642177712379,3.5079057576748593,2.5561622227774183,1.5933124555408607
70,2025-03-12,0.2742065284323147,0.0,0.48911921607896036,0.6926087132142857,0.05050868581496934,0.26094007824178966,0.32774951244698786,3.2349817673081764,2.6983918165602048,2.181311913899746,3.1673237138575017,2.2992848986132155,2.5356138552600562
71,2025-03-13,0.3516329819612447,,0.4299664963581564,0.6114797852876156,,0.2904388548384779,0.348070370550476,3.3491179436700516,2.5180518687009315,2.109092459058799,3.0952100915406136,2.136980101719335,2.1593464476156186
72,2025-03-14,0.35244653699711154,0.015602844886079853,0.5384272995727174,0.7646945253544599,0.2641043112079329,0.25578282983474726,0.26548807925125884,2.6009472704034504,2.304826280285415,1.5902466708357097,,1.7313435274040219,1.494029222749213
73,2025-03-15,0.5120416470676215,0.1417705377339929,,,0.3777547252090048,0.31942245094384436,0.3515577758790792,1.766027888806846,2.308683311517941,,2.5565626997064577,2.122266596012532,
74,2025-03-16,0.4022819188634691,0.1501812168277946,0.5469845831854767,0.555798923373071,,0.26867972202740203,0.35403887362243114,1.6310367270158765,0.7897132469615458,1.1827974748756938,2.0177358898387587,1.9574055808461903,1.4383678290721915
75,2025-03-17,0.326460142355666,0.11125994002403072,0.6110248811189092,0.4298419035888383,0.3936094776473126,0.1747727079611515,0.361723599262068,0.9915916036145029,0.7942805308170974,0.553260432754746,1.9061271708774894,2.2107264657821286,2.092190032209646
76,2025-03-18,0.28600437840049386,0.0,0.35559324511882767,0.2992675497170007,0.39807790101815915,0.17845386061409316,0.44090955867824894,0.9338112811800485,1.0099932488183505,1.768459064115853,1.190335556954756,2.218245773246041,2.914147203011672
77,2025-03-19,0.34110725943207326,0.0,0.36806597364509075,0.3153912923733697,,0.28806150069295083,0.46233479704304015,1.09438857790648,1.3012114480704278,,1.7083038219243376,2.313914999236999,2.0504319709725984
78,2025-03-20,0.3217302143942582,0.0,0.29524875391371547,0.33987573679679484,,0.26427372980426866,0.4551178008093445,,1.0358450973829394,2.4234013880762078,0.9719520684770031,2.161387086119279,1.0846120366280125
79,2025-03-21,0.29480809079445924,0.0,0.39182351978330243,0.29060606952921103,0.25873750161202136,0.27093972285375334,,,0.6210135233401599,2.5454407758747566,1.0602967329413113,2.1782415986579484,0.960926878674497
80,2025-03-22,0.34869595865641234,0.0,0.4134236028002901,0.2505981689904629,0.2156191695857802,0.2481735623622666,0.5157710598788957,1.0686729290387813,0.9302397449444999,1.9219518567774845,2.1107945463507742,2.676130792430669,2.1973779438043186
81,2025-03-23,0.29613341462710374,0.058946176183124116,0.5431169790079139,0.29435085841023684,0.23289906047922285,0.19250840074573514,0.3974456667295054,0.489512779310302,1.6364354395998726,1.6476714981788763,1.9543223350885037,2.6191760864181486,1.6119308108061106
82,2025-03-24,0.12634944783221483,,0.5067181162758868,0.2354488114463317,0.1373958021798301,0.3469258654607331,0.385659444347467,1.2105092614777702,2.752342080232972,,2.0246437236767454,,1.9405572747405908
83,2025-03-25,0.19933079816129762,0.15973171664003988,0.32803733490675424,,0.12861270788604415,0.23810676009624426,0.1867506630079113,,2.77944549650543,,2.5684211323845663,3.0279093313842864,2.636363690999795
84,2025-03-26,0.19642008046040846,0.2407340142459145,0.28852501967578026,0.13799661510620762,0.048531103866994704,0.2667364649295532,0.1018107063890285,2.404686386831604,2.0838486742434217,1.1764487835188946,3.1238469207858017,3.4585688260568546,2.573548579139161
85,2025-03-27,0.18172618848882502,0.3229871845119493,0.37966006281758097,0.18732621442262593,0.03217750369153245,0.40989806642667703,0.11835909591115024,,3.328780590403259,1.4433237527758627,2.981678842204644,4.041821272455124,2.7889074705518015
86,2025-03-28,0.3621060917797009,0.2239117589350113,0.5413442677429232,0.27303845902036056,,0.24236399596007727,0.2084338154163649,2.867440413718002,2.9815631079927023,1.8505931615516327,3.3272477055766725,,
87,2025-03-29,0.47142830217798515,,0.6091427790049776,,0.08666727779500631,0.5511105951140135,,2.1374831894585564,,1.6291980796046446,2.89582288921056,3.1995426509292413,2.947694290994031
88,2025-03-30,0.37835844622093906,0.1547760269357069,0.5983181277735861,0.2340439933291548,0.17972944102913585,0.6620100543471058,0.24241180738126075,2.450540625513715,4.088362830320418,,,4.156696654896257,3.50022708149965
89,2025-03-31,0.03225438328520136,,0.5901058474958533,0.35242121022169304,0.06763104133327175,0.6702314592561184,0.4616178848586335,3.537780566785916,4.262991472092371,3.380084386975297,3.4526401866561645,4.521100602664008,4.570874903129661
90,2025-04-01,0.0209617797336904,0.07626870364374064,0.4978039731470275,0.30031052590123947,0.0,0.613088125480383,0.4045095833933012,3.800560305770638,5.338539515056559,4.351032374960276,3.8659384636998895,4.836432296563141,5.032411920912698
91,2025-04-02,0.08379876227850547,,,0.2954047938795286,0.05637248051055885,0.6101673568817891,0.33271949063621964,4.535336615180036,5.150468358807985,4.693024946956312,4.1616168948463095,4.837426997879924,4.702734407175312
92,2025-04-03,0.1263338048856981,0.2814105279548342,0.5645616206645597,0.12278430437139712,0.00738484506589436,0.39733376755524236,0.1804531733471858,3.9647467329149735,,,3.6551334319228563,,5.422759353284011
93,2025-04-04,0.12750619568013227,0.29476281819754835,0.4852376804669557,0.17264966028560452,0.19849342295980657,0.6397742696796038,0.15080803377582835,3.683465918569323,3.860083909804306,5.258942381298183,2.7354857360423166,4.645147775922671,5.151308509062499
94,2025-04-05,0.23239400800451215,0.2575187391913537,0.6205073478000601,0.16853960720368638,0.28021505866452007,0.5537481875375714,0.1757603969953818,,3.1561131996106724,5.037864333659447,,4.418946929777589,5.354003067006238
95,2025-04-06,0.3049930213327824,,0.518039309811188,0.15355382681011512,0.27628863051698294,,0.22588855859541856,2.9016931607716865,4.020252287494084,5.007174293673008,3.930506754587771,4.4783961419521345,
96,2025-04-07,0.1340260269467681,,0.37938330314742563,0.059768187713325996,0.14825160735667317,0.3980506850606493,0.27651624976707834,3.1976859396814903,3.59361072308686,5.286394022285894,4.862758410271985,4.498603527690937,5.077530172961312
97,2025-04-08,0.0,0.19753895128470922,,,0.02489845973007032,0.38079252801982877,0.2438934328375344,2.050772645397827,3.7498603689469987,5.30354690383357,3.9379147920256976,4.5965517012787025,5.13477768402978
98,2025-04-09,0.0,0.0,0.17388366236241284,,0.018773580447756552,0.30392783132212986,,2.423080173417591,4.0829342516374885,4.910812820926471,3.8408642797035935,4.414183078137164,5.059370301178086
99,2025-04-10,0.0,0.1537890013176203,0.164097540506213,,0.17063785160188502,0.32862911098248937,0.4586027301281526,2.3873304937198077,4.053066447201447,,3.4754449776566947,4.258140895976763,3.9826459948713735
100,2025-04-11,0.04696800924431656,0.15289340571456675,0.21584296705129818,,,,0.40063288504780964,2.7410565195579615,3.1228758633069207,4.030371498419594,3.843533836278399,3.540102448807219,
101,2025-04-12,0.04471685673114755,0.145626217345802,0.39062848130982636,,0.17227316652293936,0.42387502323986886,0.6431802666857253,2.9417843223067264,3.634536463437836,3.22754505346213,3.336614541638081,2.8168200568930026,4.817082871484518
102,2025-04-13,0.04138660160619073,0.14104884605823467,0.25534731663764837,,0.20124399345329066,0.3332378599435405,0.615790121560379,3.880906951942955,,3.47082743252329,,2.717456618301176,4.415628661051212
103,2025-04-14,0.051514803702587604,0.2846673204605731,0.31203564664558003,,0.16236626468406312,0.4239862794591146,0.571867902706164,4.174678168993493,2.895438075760922,3.6333901345809156,3.7904711361495433,3.166552038331494,5.0559242081523905
104,2025-04-15,0.05857061521755036,0.2566613792799402,0.3630058533078536,,0.11492796910535885,0.34946978958681224,,,4.163461638677002,3.8021193779212257,4.275960450338164,3.816054913554908,4.429438696685433
105,2025-04-16,0.06817131811163134,0.15003881243758116,0.30466826711399225,0.0,0.0,,0.5068381302703066,4.5466408582900755,,,4.814813793564525,4.540096484343738,
106,2025-04-17,0.15437001518458748,0.2953434915318571,,0.0,0.0,0.3588273610722148,0.42036454107579413,3.940748379942062,3.329304822914243,4.34360467432999,4.574684495719334,3.9213783227117625,3.9671375507745203
107,2025-04-18,0.08178191167802167,,0.6495849438867918,0.04365951151206966,0.0,0.37588352420974713,0.531144066793066,,3.7412024806972664,3.9260321644707266,4.745001050403642,3.096989259477162,3.9327459436739387
108,2025-04-19,0.22191155505298107,0.2473298952573569,0.5957569566420251,0.10120606444180352,0.07885011768676624,0.3695533038904383,0.4899386877917201,2.736698848727415,3.2448424049041455,3.619320794425631,3.730927766656653,3.561185601552603,3.4572404964232097
109,2025-04-20,0.3477819274879928,0.2905791999252728,0.66211926059767,0.18307879264225016,0.12725248701433972,0.5054639392447517,0.6454935933316115,3.0570440712399285,2.715675546070415,,3.3894994984145375,2.8576609211200834,3.518474494785648
110,2025-04-21,0.3219854752303739,0.23191568705398438,0.6155624748550089,,0.1593261457371222,0.5635598544940319,0.5497308277132488,3.847003458265219,3.3914224213843283,,3.4593649359366725,2.5186541205327266,3.6307195402813415
111,2025-04-22,0.23670360518190003,0.19208258778798495,0.7088242849930328,,0.07891584040026202,0.5105276609634535,0.5423444604737178,4.068515892683331,3.5597266428610768,,3.3724398135125617,2.893003636502043,3.523016432033108
112,2025-04-23,0.21938168408142028,0.1647546944945024,0.6515432159214231,0.2561787876507798,0.1100008494312069,0.5170796370101164,0.5725341928746149,3.9824665277689086,,,3.731420904552992,3.4630982983160012,3.2027763218908607
113,2025-04-24,0.42397925380149637,0.11367220147945627,0.6367451278181909,0.31705211465356536,0.21270723417609572,0.5673280706693641,0.6232518393650134,3.5766237573474102,3.9364855607009384,,3.6073676482609955,,2.9441595331270127
114,2025-04-25,0.505077754576607,,,0.4213718279859566,0.3006844548043476,0.6686490059855009,0.6021932764050324,2.6589396547209505,1.9784339731917522,,,3.55279923796715,3.140034401016838
115,2025-04-26,,,0.5359099862717286,0.42985096278678026,0.32615196992654993,0.749776271913376,0.5170830148473846,2.403201155011792,1.912439863794202,2.5050072298905337,3.482592246662101,4.466165418658218,3.661196539196131
116,2025-04-27,,0.33580028074106316,0.48956826165576445,0.2549307800489291,0.35957817546734244,0.7499616551644954,0.45016850738149017,2.821837285793843,2.7041213453194333,,3.8176338578177687,,3.3114571487910016
117,2025-04-28,,0.5338926653349392,0.5543132735891734,,0.44443995234135786,0.6312377370202398,0.5131612142906218,3.172803934644631,3.821195801564996,3.2315477218007973,3.70058921090237,5.038756380093191,3.8226611749953094
118,2025-04-29,,,,,0.45875177040198034,0.7148817691477276,0.5184392069159801,3.869506460940373,4.643356980969302,3.362207575932026,4.411489247564479,3.8517852602551437,4.136453399956741
119,2025-04-30,,,0.4379468211157376,0.396782733321313,0.6027039746428018,0.8355275351554827,0.5470409463057464,3.9211170694330875,3.7418652548100946,,4.644189677455373,3.917262511158151,3.5791718383436923
120,2025-05-01,,,0.434347554612997,0.3922548052275524,0.6629417500922941,0.8324516499483833,0.4298023138761383,,,3.185140257736842,5.0809146278734545,4.556033000743192,3.642051224874805
121,2025-05-02,0.12752762820078328,,0.384354105437814,,0.6952689276832811,0.9507069166848943,,3.602750858692213,,3.907963156212322,,4.345944073823947,3.571479400311233
122,2025-05-03,0.24310453230840853,,,0.3186415940154128,0.578741330273849,0.881184965438379,,4.13344402842213,,4.345320003945539,,4.257064722883198,3.2174106273356564
123,2025-05-04,0.27396289418059816,0.3367074390248228,,0.3167789097561206,0.6207396464779275,0.9140202127658884,,,4.0871663804275284,,,4.056590154213377,3.9779812783508777
124,2025-05-05,0.20219885102596039,0.4345914028989978,,0.2772465765853442,0.6038799291582432,0.8857864280059509,0.24972064703771357,3.7392862928330697,5.172344247746878,5.8821316688986975,,4.741802192817315,4.7444415717281245
125,2025-05-06,,0.6108307771865243,,0.2388831235460196,0.5554934615171099,0.6762913271775214,0.2099790106486813,,,,,5.315368146550602,5.39478305960511
126,2025-05-07,0.09495263289329747,,0.49331836924175154,0.15663938762727422,0.5435477624265643,0.7840555593263813,0.5320553690488314,4.524296428719827,,6.123833626028133,,5.481237730269249,5.765036606761905
127,2025-05-08,0.11469135022733165,0.5569294636678224,0.41695055603612174,0.384592346261851,0.45200490134796545,0.6813709018881988,,,4.336654371721913,6.3831917344408895,,4.846936655400957,6.5911592459371375
128,2025-05-09,0.22943302070398597,0.6562977417779006,0.33795522848380555,0.23891609285217508,,0.6806826537394196,0.4983899400120958,,3.272138984430973,,,4.676898245037533,6.420106761921705
129,2025-05-10,0.26971941604588956,0.5627320741338544,0.42862507874285466,0.2880815981595624,0.60851524739827,0.7757481319474339,0.6477036237181841,3.799535926443657,,5.780032392519149,,4.167501486145181,5.736010796734883
130,2025-05-11,0.10755937885756559,,0.4466733664081997,0.3092579516683469,0.5201071681426389,0.6525853948067856,0.6085128512362233,3.6082161242626394,4.225156911447712,,,4.774776993443049,6.249101134688812
131,2025-05-12,0.06062684018799713,0.45391920049789386,0.5470898305644771,0.15634802492029445,0.4231311090399807,0.6128465840108892,0.45537109989000746,3.636648253214593,,6.195502743401296,,5.56963062979776,6.57406287069181
132,2025-05-13,0.15077346717099097,0.3415636637766759,0.49104709865674434,0.20165403782978722,,,0.4142100956132352,3.704606258222612,4.079752845414467,6.694366668268396,,5.82699951667024,6.99513134833086
