t_index,date,P01,P02,P03,P04,P05,P06,C01,C02,C03,C04,C05,C06,C07
23,2025-01-24,0.3943663017732665,,0.003926462282116364,0.22830216690802316,0.44854209115713123,0.30754368334985505,3.0897599377641907,4.468241059572552,5.59118074954946,,4.771780742388135,4.415926537716809,4.128330784897545
24,2025-01-25,0.25604599617110674,0.4629460212859219,0.023447471788160992,0.24445137592381241,0.46721792347553104,0.30664782705755644,,4.3736082278230155,4.800913196222512,,4.149520829048275,4.405179467989338,4.45990350885993
25,2025-01-26,0.2694042218352254,0.2721664150392606,,0.20692823584054315,0.4639015258848481,0.3350142294864435,,,,,4.215651458681299,4.466472139254442,3.9256677145474574
26,2025-01-27,0.292080095154151,0.2740585999057642,0.15998508860407853,0.09661866628634183,0.6064746546402685,0.2804494864981106,4.729949575409705,4.716063495408516,5.330531358910928,,,3.9186617614827313,4.4463820925134945
27,2025-01-28,0.2681839866423068,,,,0.6439647635234129,0.13786564835592402,4.27437993708042,4.580023719658558,,,2.9795666976123134,4.40200070168707,5.038871202589591
28,2025-01-29,0.18193740061212066,,,0.0,,,4.866668643813324,5.618760884207709,,,,3.797707157148387,5.1090578353926315
29,2025-01-30,0.0,0.07659663066787992,0.042709375049257765,0.1739033631655102,,0.13064335517892073,4.416196009310911,5.319007569048892,5.486892915214073,,,4.036142444110443,4.790705621511429
30,2025-01-31,0.1225931872517465,0.2708841373754796,0.14668916945082544,0.29920611761325944,,,5.998879647565497,,4.822603135578932,,3.0144203925508353,4.272393134187682,3.7603509224339735
31,2025-02-01,0.04829385478946349,,0.0451359704902443,0.3303618557969971,0.40707603596383696,0.12962077472169348,5.780292501472979,,5.3666574288664455,,3.396414699968782,4.782490269445264,3.8236190053952765
32,2025-02-02,0.05728074081706113,0.1602460070903233,0.09938792832638255,0.4376246198591806,0.36823357310340227,0.0,,,5.872490777744911,3.8152130118078658,3.451968052547934,4.37024441621138,3.5182723180896227
33,2025-02-03,0.037655851278295474,,0.17878110326677582,0.34323937349203476,0.35074649654162215,0.0056577051732858985,5.765393490343735,4.699624712821663,,,,4.374873652399791,4.0672268106172815
34,2025-02-04,0.0,0.0,0.2883173005846204,0.18869698664841789,0.2729972872247984,0.008760068082426936,6.268821720262519,4.136983579016588,5.623053803798976,4.924474679486253,5.659966832556741,,4.145325524368163
35,2025-02-05,0.0,0.021619871584888678,0.41387348342926067,0.10977328154989371,0.23276677500043086,0.0,5.671481827162607,4.715841653516893,4.944526581481789,5.340348722419131,5.385815547813858,,4.09163063808321
36,2025-02-06,0.0,0.0,0.27276901370003964,0.03144416317288034,0.2836670341966031,0.12646883075993215,5.664172649580447,4.992033165194982,4.551163272858482,,,5.979970932392615,4.037819387730097
37,2025-02-07,0.007870179026277527,0.0,0.2324560605083848,,0.18720957317343423,0.12036003242016505,5.414774259100453,,4.305937878976401,4.812411324040323,5.3497387564157775,5.80409645458901,2.838128060031533
38,2025-02-08,0.049548653347510345,0.0,0.233744320034854,0.22938189615250634,0.24668181524683502,0.21692492110514905,4.621676346907126,5.098389466243135,5.186187597811916,4.623038069605091,5.16049712803282,5.363944762886314,4.324512917934543
39,2025-02-09,0.16390273028126462,0.01331954855752078,0.2350920647424382,,0.23153647514700681,0.3917814466697332,4.726385893075398,4.788737491227139,4.592424675875666,4.524916120421555,5.473192057800757,5.8774324436787,4.697450496014675
40,2025-02-10,0.0817178250032684,0.0,0.07584436382390203,0.1262217506514494,0.35491361725100623,0.3193092344965154,4.678908321900654,4.660585464174498,3.905325714335657,4.2471881496042005,5.567712919034736,5.479624907770982,4.237626687534549
41,2025-02-11,0.02317830101083981,0.0,,0.009838170340659674,0.3522733035022798,,4.611321652392434,4.608554629780853,3.660000902341365,,5.837116855095663,5.856285870219848,4.025416146623497
42,2025-02-12,0.046101272550627515,0.0,,0.021058338225960933,0.30366272217586565,0.2765382129615391,3.702140218275382,4.502186900120072,3.7412609701015556,5.183682275237184,6.236818091672465,,3.5318315044447752
43,2025-02-13,0.04012446271427576,0.0,0.2313046856297011,0.023869787071568782,0.2989616395334383,0.39827820832020555,4.498076406826905,4.353192800465524,,5.092644928092838,6.2170865964534325,5.100577726192247,2.810088662358803
44,2025-02-14,0.018916112362236316,0.030548964770927486,0.3245904757824834,0.1985063100618938,,0.42590483616850916,4.145051817483152,4.941356810491888,3.658845051845656,5.208316379269354,5.935195128387065,4.761769823713659,2.7508291364132833
45,2025-02-15,0.05346704956873701,,0.36510059169484177,0.15257351751493192,0.2410496664705943,0.38962898587712114,3.3814291206315654,5.0254212320468605,3.4977749102355835,,5.625277321478303,4.3331106792324015,3.0026123956561284
46,2025-02-16,0.11992792569776853,0.058904426284159525,0.1593366372071266,0.09052177488304095,0.20885742746386068,0.36189997098859794,2.6892523493539766,,4.101927228018919,,5.755497603565081,,3.4774796983549803
47,2025-02-17,0.300930138934778,,0.18744361610132704,0.14333042114876224,0.12786339880880426,0.40966994542391577,2.3172860812540668,3.769876602262263,3.6283078136574822,3.86306846777362,6.849025934658692,5.562179901300271,4.352319412932348
48,2025-02-18,0.3706210611900539,0.07592171575675698,0.19946748732165798,0.22706923944860985,0.20047402127087202,0.396887937364989,2.824738054390878,,4.209131535992731,3.74262830167567,6.179418074860315,4.807325872356173,4.750027037872559
49,2025-02-19,0.3541017998796373,0.0857428945365761,0.2919705994637659,0.1890316260597787,0.058179158369676465,0.2800534892289017,,4.80708659322934,,3.7326748071732045,5.473944403974537,,3.992076004630824
50,2025-02-20,0.46485881212683156,0.3482387859203222,0.2215991706483071,0.30120399145128446,0.10382540942978703,0.23796280581342824,3.372962585039394,3.885358089059072,0.0,3.8912331016445982,5.087652033617264,4.906749740989393,2.8510619653775544
51,2025-02-21,0.44653980676203187,0.28367057650708855,0.14113597785281404,0.3810195884181453,0.0,0.1566877256534509,2.909443887546597,3.972442861657503,3.3527155122820984,3.190909079927731,5.156013000388264,4.207241684722246,1.9241846747136724
52,2025-02-22,0.39161169145401364,0.24285849652251645,0.010406295657131609,0.27209367394792816,0.0,0.2839194679739729,3.4206314164732197,3.380418016411541,,3.325471745291948,4.882784196932651,3.099019288699729,2.0581173511356674
53,2025-02-23,0.38882725852557964,,0.13300616594542095,0.36188216692902725,0.0,0.26133843124602424,3.042657901956041,3.488799677806085,3.5567245959661324,2.926195346764045,4.753033035401219,2.9297474337751206,1.7132897290503797
54,2025-02-24,0.31995280241709356,0.22933783166560734,0.04040480661493044,0.25242964353121794,0.0,0.33603408810843277,3.8484849556216942,3.879010980032483,,3.272762349827785,4.223571608631876,3.3997517762613434,2.0047703726052037
55,2025-02-25,0.2625411717307208,0.053902535919065075,0.0,0.265983355510495,0.0,0.3073720628740322,3.2127019762364286,4.335765754032224,3.6522898551183536,2.471108412710628,,3.4943715561840043,2.2612839847025077
56,2025-02-26,0.24287252733149595,0.15727320924912094,,0.2504526739516076,0.0,0.3308826061314119,,3.6393379859807724,3.7505448845940026,3.040777652521953,4.491066287752703,,2.1391744070954
57,2025-02-27,0.20103746611454698,0.1545049623089857,0.0,0.15247906891642615,0.0,0.27285745160309155,3.4798983712628493,,3.58969783229815,,4.208975089652442,2.255833324619678,1.9696044811298379
58,2025-02-28,0.21546609047243895,0.32406905673677766,0.0,0.2851207865663564,0.0,0.2579380246456595,3.3114439075601014,2.6760942299147246,4.230395394737669,,3.852950699711965,2.3737553351764853,2.62777875407782
59,2025-03-01,0.18048899555415834,0.2839436591612716,0.0,0.22290115236636973,0.0,0.20099386301854483,3.435731389754399,2.867408247947965,3.160625144542672,2.9982960444902496,4.175338599984818,2.0138333911888773,3.0874087164828348
60,2025-03-02,0.21960651316369023,0.241856235854287,0.041506696552643205,0.20137859621601842,0.0,0.25776712299452187,3.8361419792795015,2.341436482230068,,3.586010827011565,4.96527308041973,2.3141919816437526,2.9720987948812994
61,2025-03-03,0.1308171170820375,0.13090300401408947,0.0068205616864223315,0.24246720709590663,,0.16456779261642485,3.9182501627433464,2.5102949585939953,2.6540394610033227,3.4404857983950614,,2.9580460357289065,4.017769621673877
62,2025-03-04,0.20686121192019097,0.0726913019550037,0.01352859777707092,0.284157551070256,0.0,0.2692298326546187,4.213032744348687,3.490977737816963,2.9959477175632427,3.1969071191079057,5.052790080496686,2.891826948902698,4.092406970667316
63,2025-03-05,0.30480514788049157,0.049222643556608686,0.0,,0.0,0.1910263763876805,4.429514990039348,3.95525208379236,2.9936467159704936,3.2151559955561186,4.463367625007243,2.707381846278439,4.200507551184473
64,2025-03-06,0.2567409807392366,0.13074775297517732,0.05256128991667506,0.2606888362517855,0.0,0.2356392448918776,4.235317322379581,3.9848837654064124,2.668083393089281,2.9791023331380075,,3.3509996057121976,3.6158331055787563
65,2025-03-07,0.3430707687460753,0.23022268264218887,0.10324134781598131,0.3157222792819747,0.0,0.17738075299689438,3.9372932332053305,3.494114622858701,,2.5646086079929757,,3.001856416421287,
66,2025-03-08,0.5118235944409811,0.12164088652551693,0.06642010605093347,0.2665408986945199,0.0,0.13661689928177922,4.100391284355194,3.9185462650669654,2.727240402262809,2.724188868760859,,3.385351750953221,3.70537921060312
67,2025-03-09,0.5644556883897026,0.15012419985866274,,,0.0,0.25722084688501823,3.6274620499653007,,2.9968009666418567,3.4848579505280233,3.6199731337780636,3.3463161679517146,3.5963944473005993
68,2025-03-10,0.4088112721125778,0.11458643629395025,0.11377135714731176,,0.0,0.3597650411965123,4.947762132080678,4.163084772776009,3.24638033411383,,3.2450720800013233,3.7491377887522104,4.701885838813816
69,2025-03-11,0.42585620635153004,,0.16418658303619416,,0.0,0.34669473627596403,4.685610445107492,3.4868324384741927,4.3773303676223065,3.2136229887030296,3.6567335087402064,4.295639090182906,4.810710528097655
70,2025-03-12,0.5655571214076875,,0.08121273518764408,,0.0,,5.55166921781813,3.129382265987922,,3.4306873831732863,3.5808504529154472,2.207375718325884,4.876586995586239
71,2025-03-13,0.4166728267871224,0.0,0.106815558628579,,0.0,0.3696487315518806,5.5756715364760785,3.515792995536719,4.590118533542684,,3.4827794422572955,3.539576889434653,4.662812730662136
72,2025-03-14,0.41550623547964466,0.0,0.06752379858465275,,0.0,0.5818455279287915,,,4.164121009625411,3.333204775476071,3.016766805475706,4.298364644321849,4.623288176128882
73,2025-03-15,0.44564193001817065,0.0,0.10497243186729337,,0.0,0.46766548236150285,4.845386844898045,3.2618498173159542,4.089521524773337,3.128701532232409,3.588433288579805,4.065784892462853,4.356688184498966
74,2025-03-16,0.4263360519433259,0.0,0.17557156152809106,,0.0,0.5361950490258355,4.595042541765676,3.192585161197593,4.83382045100457,3.4610496038314733,4.2432290975633125,4.317564837631578,4.245047629979392
75,2025-03-17,0.30925515100721424,0.0,0.18826486778979856,,0.0,0.5999348606442011,5.359604811582848,3.3556120890000876,4.782956340138883,4.100203222794723,4.836172486574966,4.966600573795578,4.3121101488382525
76,2025-03-18,0.4872397347953993,0.0,0.2924336794659309,0.29401410929935706,0.0,0.6882870609719404,6.1005317251543545,,4.450621666180818,5.299810548456797,4.916755262987644,6.219063573456143,4.271429777807297
77,2025-03-19,0.5647251798061259,0.0,0.09136744687902884,0.10800046048992826,0.0028543230778437217,,6.206592107508543,3.489590854882384,5.085196918550436,5.20343812998497,4.5459352485037545,5.803597942041585,4.859478362524358
78,2025-03-20,0.38916791543283535,0.0,,,0.0,0.8772119352397302,6.594011167976474,4.199487594756752,4.472556694952224,5.929454112154233,5.214230325000011,,
79,2025-03-21,0.48316218741286093,0.0,0.0,0.10055166913972685,0.0,0.7158490100385276,5.95144189185949,4.638010518302513,,5.182035622649037,4.553845380759066,,5.177045555363364
80,2025-03-22,0.4097303224921532,0.0,0.0,0.17586453905426247,0.06817079552948657,0.5072492318965944,5.733412443454523,4.216803363710808,3.5670799375184856,5.15775711269806,5.7608585742185605,4.127554481012895,4.865051745121585
81,2025-03-23,0.3864874637330148,0.05351503330537527,0.0,0.27276742755377864,,0.5131139722689331,5.6908925450373244,4.62630348988467,3.4348639102663157,5.656077944590741,5.527935073190046,,5.421193690941969
82,2025-03-24,0.2978432722844821,0.0,0.0,0.1626445412542034,0.16223865269499557,0.5357599203929327,6.077233926338041,4.838095973689744,2.723526291661303,5.582071763201062,,,5.4246668471710455
83,2025-03-25,,,0.0,0.11215974600580031,0.33185740436017686,0.5412879507763334,,4.4294380512120854,3.5132899491114293,5.536405186949057,,6.261968446971324,5.17278393301043
84,2025-03-26,0.4169035574022774,0.03567795620887623,0.0,0.10806885413194153,0.3206387101712355,,5.7797750402420505,4.327835093280148,2.8855560047703332,4.9881552158578355,,5.811739330800444,4.339810747185835
85,2025-03-27,0.4418395462059158,,0.0,0.3032780799777521,0.21159796413090187,,5.490730991249671,5.793360311088296,,3.9987849354508724,5.0318112832896755,4.676828124501902,5.072596973119759
86,2025-03-28,0.31879244162320614,0.18298930675426006,0.0,,,,,,3.508576489425296,4.07571852187207,3.654294374085356,,4.414990428423906
87,2025-03-29,,0.16735725551302946,0.0,0.11771565633914022,0.08942317803914439,,4.143830744301707,5.355732127844057,3.3062287625603526,4.747787453083223,,,4.034300332270687
88,2025-03-30,0.5179599168655947,0.1800583845825413,0.0,0.14482940859529245,0.033058157634563726,,,6.00976335779451,3.3488904748629125,,3.5195486653770933,2.914825753536543,4.411050432665545
89,2025-03-31,0.576859234875846,,,0.17972490915769695,0.0,,,7.093946557062254,,,4.105665338522735,,9.386204517335864
90,2025-04-01,0.6880404568853961,0.2516172081808973,0.0986257536823113,0.39695824179023403,0.0,0.6345595513432353,3.7894588252957346,7.95362794461064,4.535940765543996,4.739571541559365,,3.8462589584885323,
91,2025-04-02,,0.40918285969738755,0.28978155456512056,0.5218341540155905,0.0,,4.27291139452678,8.824173033031384,,5.566462674871341,5.418121992530061,4.331160246396221,5.285601594052093
92,2025-04-03,0.7633214779315657,0.5740007623466017,,0.3345553054781014,0.08966371882400657,0.4599909438935193,,9.34074834438016,4.441725872520289,4.926899777790117,5.93650621677286,3.407166622457409,5.221018608556537
93,2025-04-04,0.5833854974526295,,0.42638233749736715,0.16138734742700564,0.05910996297377327,,3.6940807171596157,,4.997309596000526,3.4646039950576215,,3.3021083079290823,5.150458806868371
94,2025-04-05,0.5278043873932714,0.5520855042019498,0.4683263179903402,0.34316584348007273,0.06882091851207824,0.36435030609447816,3.4066019484060464,9.311423058164317,,3.406819706889096,6.4726050470006795,3.550302768281998,4.65683143769317
95,2025-04-06,,0.6018960449131251,0.2847971995702596,0.38022707903512487,0.10459556096104723,0.32188281148962844,,,,,6.095355932143055,4.476043046772266,4.247881790543299
96,2025-04-07,0.7645817917839512,,0.528638467664047,0.43756706495945175,0.20393313761709886,0.4201244782521707,3.8151911699053365,,,,5.17147488994425,4.310100615197784,4.005423561655652
97,2025-04-08,0.6839369101569739,,,0.49207266698741603,0.15410563182424467,0.4734037178923316,4.435029472502785,,4.077211699883334,3.628426638867669,,4.529207723739152,4.101120814075517
98,2025-04-09,0.6465714980600016,0.4757438554896669,0.3887040610919375,0.4564270939740799,0.29374698295335316,,4.683657423801576,8.230547253885726,3.8565006333939618,2.8617709464216503,,4.712561980427589,4.431500699003752
99,2025-04-10,0.6554575907063684,,0.5489372168051946,0.5740642663853224,,,5.362164066621325,7.712377539662195,4.125100965774668,3.453163430519567,4.294636950647434,,3.5584685036226267
100,2025-04-11,0.7591675761467087,,0.5781054009315095,,0.4624589391094673,0.37617723435026384,5.965237163803846,,,,3.608590438521441,,4.186960555677385
101,2025-04-12,0.6091364653770283,0.15135308261008415,0.49057985904478507,0.591632102833979,0.23696204680922936,,5.463624255824387,7.347405868460522,,4.748751271044315,4.605199012763337,5.201109400216007,4.274837090832659
102,2025-04-13,0.4206036941073038,,0.5747511103229785,0.6688996739618708,0.23154360135962984,0.29112280261739304,5.050665956631353,8.174122775550229,4.109121855055802,5.355211483601647,,,5.141031651962324
103,2025-04-14,0.44059795176879024,0.17561802390004258,0.7076376114712304,0.6414459578842272,0.43687721866188756,0.16964081898177233,,,5.129025845064576,4.893209690312403,5.817164464877962,4.19730485547373,5.436149018137605
104,2025-04-15,0.3037287423101733,0.4003810354526125,,0.6231920870516584,,0.3713250180147594,4.792557014237332,7.069334421983417,5.198365898658326,,5.411748854856215,3.6410445262905347,
105,2025-04-16,0.5706066653799584,0.1905760290983219,0.8001730664284653,0.4824360739474719,0.18214954133739403,0.36266771915866325,5.234801663263096,6.034074684430158,5.583917900428486,5.737854163073293,5.021636362051036,,6.740324176550811
106,2025-04-17,0.6170672829900211,0.32367155753392196,0.7411021898312133,0.2651285117642015,0.09153166563646516,0.2886044784384498,5.788616674777444,,6.288558983415164,6.111782437981044,5.401855693141663,4.134462099421525,6.106953098716624
107,2025-04-18,0.9379300146559243,,,0.08879507611432477,0.015378692744345168,0.4695937367493377,5.534669636974287,,6.395997168954622,,4.585174821503748,,4.915544350409304
108,2025-04-19,0.9570463806060975,0.3647695046138447,,0.09575627622823858,0.0,,5.867712321217738,5.226061489224581,5.1620305291767545,,4.6519795231387215,5.743216302224884,3.343000155365049
109,2025-04-20,0.9009335292302789,0.1117737894218474,0.49685781212201147,0.17385701513639024,0.0,0.5315944466734179,,4.697467511892327,4.077659953346491,6.059649146932112,,4.923464759917456,3.998869584702571
110,2025-04-21,0.7448948343565421,0.24615166750905937,,0.0,0.0,0.5805192418242826,4.520759200421175,4.835449896034388,4.406860076832188,5.059941658378628,3.320390457790144,4.435608699379491,4.919807611065151
111,2025-04-22,0.7475089083069889,0.16424834436737662,0.6624933934672526,0.09106531557857611,0.0,0.6700649745906021,,,,5.0726025758919935,2.7504583677776,,4.457480443059544
112,2025-04-23,0.7396082043828903,0.342744014333124,0.7292714811500702,,0.0,0.6236176509994754,3.2398484885902405,,4.41598811758145,,2.920070456365128,3.746172040842032,3.701864324926099
113,2025-04-24,0.6556038669746834,0.3109152148084408,0.7061110496355485,0.3417195531794746,0.0,0.3812252424235889,3.299132197507157,,4.054973254399084,4.860597582037436,2.4882573494577755,3.6600462329447883,
114,2025-04-25,0.8480623380648962,0.49862037534335557,0.5269437488696183,0.45152996871103734,,0.2894475170389412,,,,4.411798782574858,2.006739158554126,3.7154535600068552,1.6202834326911546
115,2025-04-26,0.5934182779038711,0.30313608867732444,0.5236075161122427,0.48004245669449463,0.34471221577304,0.26953503659195216,,5.139116140089672,,,1.7493316411927973,,0.1580421880287317
116,2025-04-27,0.4496547737673885,0.39703340783966895,0.7891831336957538,0.4919089386451532,0.1401820751240665,0.3844247274078064,3.0448998854579212,,,,,,0.11432810045611624
117,2025-04-28,0.3176414125773154,0.4411169457819634,0.8736409763615731,0.5040965894902918,0.0894899935058366,,2.688305531397844,6.11847464395994,,,,,
118,2025-04-29,0.2952597277910228,0.2770983344340381,0.9308176610432505,0.5076097804732983,0.0,,,6.063666612226032,,,1.6091036045276312,2.838087694415967,
119,2025-04-30,,0.304888855551881,0.6357615432448902,0.4057345281486795,,,,,,,2.216286454338616,2.7862377482698726,2.1660620957888366
120,2025-05-01,0.33703982737831006,0.30433742558693816,0.4290743936450579,0.4434422752969531,,0.23331745105800714,,,3.758824702606386,,,3.872122554472055,1.1976665806635456
121,2025-05-02,0.38709223609670274,0.33389504940399484,0.27615633906784287,0.6070548574726218,0.0,0.34011361400767837,,4.982543940177711,3.3311257889910153,,1.5187163822622085,3.0403522147022555,0.8960666539742594
122,2025-05-03,0.45441710438411165,,0.24916081260994483,0.6885309299011625,0.0,0.47368999682115864,2.062749089657106,,3.0824483604850426,,1.0327966299460891,2.2187699086053767,1.9806860937300874
123,2025-05-04,0.5053058671673626,0.6491244925049732,0.23078503255736627,0.7348376510625462,0.0,,,5.373811530407198,2.927240279046731,,1.7017110888275608,3.345600544105387,3.0201719487066905
124,2025-05-05,0.7721137014464714,0.4425605250047502,,0.7651144427653928,0.0,0.5885482420435177,2.8688064138722864,,1.988984252074165,4.542368502896357,1.9078194422362929,4.135533973871816,2.805937503761219
125,2025-05-06,0.746074477945543,,,0.5009150986046714,0.0,0.7112169063832112,,5.5683456270285445,1.595604712398567,3.6412564943168038,,,2.5026720847672337
126,2025-05-07,0.8156722685712925,0.23084778686341528,,0.4950192583744798,0.0,0.777446311804044,4.199895223913525,6.333015513732482,0.7321561702019113,2.7814873007342324,3.05597283899546,4.389596101150762,1.885205693467635
127,2025-05-08,0.626444276619912,,,0.49672937064684364,0.0,0.7399150743731054,4.7514433278608,,1.222512583700487,4.664345458868816,5.02366573021448,,2.085318830790121
128,2025-05-09,0.4851069404597913,0.1839557994330124,,,0.0,0.7432337975095737,,5.072815701834588,2.5349391474420333,5.262720411190209,4.780887081365022,,1.2310726781460457
129,2025-05-10,0.442124998134258,,,0.4890532466932855,0.0,0.7025740784207714,,4.508358189982443,3.4326746673575768,5.836196969697361,,,0.0
130,2025-05-11,0.3558775627835049,0.08570778845925645,,0.44228029617073017,0.05742079562313998,,6.238406265400171,,4.295061221864745,,3.6030033483048305,3.5855007522035027,0.37797238067323474
131,2025-05-12,0.3986790669305491,,,0.728909884337591,,0.5809586746081044,,4.723926685444634,4.569978533726918,,3.46760247860858,4.277043632290974,1.7097715825874342
132,2025-05-13,0.6774860493981478,0.4851996331076734,,0.601872527296762,0.007991223576683207,0.2966384339663744,5.868858473517036,,,5.337407419354942,3.0389347152491655,4.234111226371623,
133,2025-05-14,0.46522412501298704,0.4606961170780254,,,0.0,0.22107086662255965,4.550681396906866,3.35620121668975,5.237118832110635,4.792927490081405,2.4669619695194513,3.0002194224053946,2.232191820043546
134,2025-05-15,0.6241951712273933,,0.7000158033953856,0.776970146813035,0.0,0.21094877993490613,3.191578456242426,2.1807788712792906,,3.4671681129595444,3.290753404917639,2.734911702498399,2.1167026118406724
135,2025-05-16,0.6564929912259004,0.5754322278598314,0.7442944472672147,0.7803330164508541,0.0,0.07622844725733197,3.496087307897106,,,,,,1.3645344305250218
136,2025-05-17,0.5358349277012938,0.6289413099503833,0.9205465673876223,0.6951542688040462,0.0,,,2.1554713886400547,,2.1922368180644867,4.480734305397593,2.567109945995729,
137,2025-05-18,0.5736682305202591,0.4998331241097164,0.8960559161238865,0.5230723544758952,0.0,0.2624513458468383,4.43181886771967,2.1691386478716397,5.669413724168565,3.437427811792043,3.579034366270779,2.774001746136302,
138,2025-05-19,0.5114843210887653,0.5828343530183028,0.7925925269965278,0.4818876544739967,0.0,,,2.4683133561130903,6.19611559159779,2.988575341417421,2.8675292323900363,4.082149163575677,
139,2025-05-20,0.3399675713971886,0.3765541034379223,0.6580977675057592,,0.0,,,1.7572262303925776,7.217087583082714,3.133671292929853,3.1992914065796643,5.593176012059,
140,2025-05-21,0.31322378876688106,0.22454666197481238,0.471467197349719,0.3783163094953445,0.0,,5.045657422054717,1.3134577032596115,7.165471095567868,4.474856683047609,4.164740408088497,5.235950343692773,
