t_index,date,P01,P02,P03,P04,P05,P06,C01,C02,C03,C04,C05,C06
62,2025-03-04,0.03742087048664776,0.3239541153899716,0.49469701946861283,,0.5507265614958967,0.24771119010388437,3.7543533713871584,4.852235123764957,5.121942237894694,3.884065683015041,1.934914269008906,4.759787012547972
63,2025-03-05,0.09667489241519261,,0.5791691725646337,0.019966744191941665,0.5201113667928442,0.3293031025563962,3.5876639717505103,5.388604614502649,5.409053894680046,,2.5977560388850693,4.210221749460085
64,2025-03-06,0.2817779041220869,0.0,0.5023802124847467,0.4077526403877982,0.6973646540201015,0.3355637939696528,3.475772826746792,5.610143544564093,5.449615447061666,,,3.63813655516483
65,2025-03-07,0.25373647187956994,0.19986555638066633,0.4239986190997041,0.3876171573196838,0.5368040011057363,,3.723360167909689,4.973162372386276,,,,
66,2025-03-08,0.33402162892402076,0.15319338491876333,0.4835059364875569,0.5426832058737875,0.500322659388629,0.34589532246944854,3.653182650235703,5.063715531925235,,,2.3354681670944664,4.3638171748256545
67,2025-03-09,0.4031885913126024,0.03086879760578007,0.3300737237804677,0.5045845121817499,0.5749582141370915,0.18736518146228126,3.9444968391361597,4.9639997951864006,,,2.0895054626659304,3.8751183861275837
68,2025-03-10,0.35000616121322126,0.0,0.33924944954278696,0.5638374925512314,0.5140975511810163,0.14158725626807303,,4.88884283676661,,,2.4330077789180686,4.6722548770490775
69,2025-03-11,0.34105949159186183,0.0,0.2953323506926885,0.6269633311792585,0.41030265364799556,0.12171352694327425,2.8831257113528777,4.878815269254086,,4.52219648874964,2.0695634696264684,
70,2025-03-12,0.48075650815492094,0.06644288979930232,0.32457023168594457,,0.4219728963567686,0.2802696570818686,2.717694328479033,5.014666091380097,,3.746819708591813,3.292621768017977,3.310247087316481
71,2025-03-13,0.4464297126274437,0.0,0.32102567915485214,0.6208977090064874,0.4733397150261468,0.2565859366842834,2.2722223351544413,4.687044098966916,5.561873335783537,3.4957175963653757,,2.7330729911668703
72,2025-03-14,0.5014186387519343,0.05870860550606066,0.3621931285704643,0.387984640265362,0.3415110329140132,0.11499110697949352,2.132784652877481,3.8857073224475114,5.267495509600152,3.407263274899435,1.2756521224042243,3.3989893630009878
73,2025-03-15,0.5803588819502309,0.0,,0.3701786877722314,0.3701472106672587,0.13030395657146318,1.7230250731238692,3.2801941160271073,3.919749169223134,,2.3289342360571315,
74,2025-03-16,0.5431710437001087,0.0,0.48018220304170617,0.4163654411452493,0.2765557674965525,0.18678948701539416,2.5775462841137244,4.1922928454595425,4.6183313649158455,4.524016396156639,3.579937240112322,3.7291758105918453
75,2025-03-17,0.2722184348922831,0.0,0.3929193352462161,0.33343947043894384,0.2586264754762936,0.22895872407290374,3.3949646007538505,4.8506141248247605,4.859789309425417,4.557992366562675,,4.176829257396467
76,2025-03-18,,0.0,0.271116484769598,0.06991228137630384,0.33813167341946093,0.13630377904412538,3.1142621370236014,,4.470478248416963,5.485278831328858,4.777148240891,4.371559405569395
77,2025-03-19,0.14540786265196987,0.0,0.22317931671689734,0.1562250148045515,0.7707536061854032,0.0,3.490489190506218,,,5.039070570611869,,6.36230576195892
78,2025-03-20,0.19991402742796266,0.042007024297219336,0.11280189616845895,,0.4354701977235014,0.0,4.01278172912463,5.064221465192129,4.931713939396735,5.36963906854824,4.457273592150418,5.718488651332266
79,2025-03-21,0.03691840524415163,0.0,0.08837662003443003,0.5230665850755586,,0.0,4.496139514625036,4.308079862009036,5.782517874794656,5.7659275065132265,,4.597959052587414
80,2025-03-22,0.0,0.0,,0.2754784560842644,,0.0,4.218402460258006,,,5.507123925066143,3.6258778526885656,6.460596506315792
81,2025-03-23,0.0,0.0,0.12368883563970537,,,0.0,3.682624664734516,5.16668072737639,6.4629305254057865,5.2907678251629475,4.152796487649891,
82,2025-03-24,0.0,0.0,0.09398737731405517,0.23798519856931746,,0.0,5.0139147082222015,4.8889534932329095,,4.053251427870254,4.553746061487338,
83,2025-03-25,,0.03284585472358266,0.07643470965219953,0.07983821005257041,,0.2602047612954216,5.292918675108287,6.486013136379694,,4.221093383085722,4.804342863312914,
84,2025-03-26,0.11131586557377277,0.19275784123901307,0.09796219543515616,0.24657059188703728,,0.045299843368713316,4.041151296537205,,5.8263435696243056,4.371386935919074,,5.486501819888141
85,2025-03-27,0.04615003415209544,0.24064881501697996,0.07633156718415651,0.2964961498933172,,0.01841204215929533,4.815444838180115,6.605472159490481,,3.373214386485556,3.9383451392200883,
86,2025-03-28,0.22137622605118587,0.20954226008117322,,0.24435751784360182,,0.280593682233007,4.811211389911555,4.932155350530198,2.9563182401480566,3.304289322507532,3.1456946570920903,
87,2025-03-29,0.2529173330502968,0.2084555878311049,0.04463019836223281,0.42009917903547683,0.6663472546311681,0.21743267054703144,4.868317807318753,6.266742974227699,4.570622767919135,3.5371352682402892,2.640840875728713,
88,2025-03-30,,0.2326758329854739,0.23857451527926254,,0.4628805132995961,0.15873334808411999,5.257030830703295,,,5.05020679832508,2.523750753265107,3.8928998022461214
89,2025-03-31,0.18155428923301256,0.031936028552208146,0.09950480383138832,0.4407365170665713,0.3408697301246251,0.20243531025107653,4.755821876004493,7.609667406402106,4.5717682655242475,5.113475413787699,2.934689317012426,
90,2025-04-01,0.14739162527315738,0.03556985972873713,0.13305982724330043,0.4063747480362279,0.35570691239658675,0.1796759366800564,5.725863207772265,7.306468230789395,4.636283690113408,5.137054123376138,3.183151823082486,
91,2025-04-02,0.18298402413299764,0.18928392318954435,0.11512963509163399,0.4095006649928182,0.2505268859693038,0.21630930831915823,5.181464552009133,7.031054820935415,4.305182979730958,5.980406924590514,3.5971699442692016,4.727330421411434
92,2025-04-03,0.22769340955720102,0.20988085134642706,0.2843703452777948,0.4743939225983138,0.41329511569012195,0.1381876630079129,4.714332158414354,,4.760282764408956,5.168441585442183,3.778227374808995,5.144620991219702
93,2025-04-04,,0.096699087275522,0.2192822271014675,0.5195138272731173,0.5285717467499572,0.19675164264400322,4.5793908690810365,,5.119559675281531,4.5345742893291865,4.49058080932626,
94,2025-04-05,0.3583795586514539,0.09651843897370829,0.49272460978977217,,0.3537913677319814,0.09476353944891815,4.16295444916275,5.929709843634517,4.900397627314764,6.114029749241475,,4.248806149719529
95,2025-04-06,0.22713195882605938,0.19081592264994757,0.5121994776732606,0.1735616262752284,0.352591223143916,0.1433260609487968,3.8087081280142656,5.887164055726036,5.078174727533869,5.6719728996397,3.8371369346529463,4.908462539312504
96,2025-04-07,0.14179612043852655,0.0,0.42823148672661104,0.2697342090821532,0.3364902354474895,0.0,3.8000553846840672,4.998300112707825,4.291710963578517,6.243030739461115,3.926777397902721,5.542889793007654
97,2025-04-08,,0.024621253756785134,0.4226321568554304,0.20669514570606864,0.07687829731477333,,4.511312354271433,5.594594528783042,4.940246144067444,5.764178563356627,3.5842360270964218,
98,2025-04-09,0.08864587890992034,0.037628580789265585,,0.2462425330347501,0.200769288301496,0.0,3.2726362977800454,,4.339159957691147,5.811227354179607,4.384811728468953,6.472331308428322
99,2025-04-10,0.23735543834019396,0.0,0.1308986766957174,0.0,0.05569671902335316,0.0,2.4059021945632715,,6.382548035604049,5.464172495838763,4.908286392901055,
100,2025-04-11,0.23166395562398534,0.0,0.12400461509440949,0.3385226487709083,0.2112855446582605,0.0,,,6.020799594762015,5.437551353468629,3.9240234444060156,6.081852588988898
101,2025-04-12,0.25323515099314675,0.0,0.3154418895715819,0.2773725124149695,0.1880607551653638,0.0,3.405661246120925,5.017369382110289,6.228535897662763,5.8901626346868765,4.197120913704636,
102,2025-04-13,0.07128673882814032,0.03823087520812059,0.31799608857271794,0.25855632941857604,0.14367402633950943,0.0,3.017445826330481,4.788084472337436,5.991580428651,6.029501352161311,4.1871132196908,5.2172233678486215
103,2025-04-14,0.08789899168346144,0.0,0.29953384258237375,0.14982699794898183,0.3085560558627566,0.0,3.564225808159195,,5.333569281930682,,,4.8907051751647375
104,2025-04-15,0.1921375482831202,0.09160788611296317,0.21473496594738134,,0.07938078038599428,0.0,4.03087555738171,5.410659861102249,5.5505443131199526,6.560949129858284,,
105,2025-04-16,0.13575364239282536,0.04535574338907894,0.22657695481620407,0.038801793697621684,0.026764267027755806,0.0,3.704061143261545,5.761776484720646,5.7580152740906385,6.573642293905986,3.8287615205307395,
106,2025-04-17,0.37936421471483417,0.0876670013758517,0.2771009339507184,0.12352154485282042,0.15161316730812535,0.10575498856420848,3.457455144145131,5.236072770079363,4.880649310403719,6.866111493132183,,3.980088924909859
107,2025-04-18,0.41542592200237266,0.12105786028643314,0.3697487750828847,0.24444719598995548,0.21565181097767877,0.07209845145785823,3.2694819161655375,5.464996345281026,5.984500038895627,6.9488654493875615,,
108,2025-04-19,0.2080050033189689,0.09658281219032064,0.4691801348526292,0.4882621230981974,0.0,0.1484433670185508,3.096984200917271,5.774913450425829,5.571946693043783,5.799097079910265,2.4329551622041183,3.618656179905196
109,2025-04-20,,0.20871000855139252,0.49475207935897936,0.4680312652242725,0.0,0.25968378356659205,3.7540687374116226,,6.339413194888326,6.276618309146216,2.0569337790837214,4.161385469219056
110,2025-04-21,0.0,0.1870513827468375,0.5929411683490119,0.5665594974338422,0.0,,3.8221088528614344,6.518306246021861,6.640211479720444,6.744341979766791,2.683657471559895,4.597170154601964
111,2025-04-22,0.07554982616790039,0.2697209080593656,0.8204403613906242,0.4648672734704832,,0.12926160312507634,4.0512360199719595,6.715500069737023,7.257234421764115,6.487017502597433,,4.70503324959156
112,2025-04-23,,0.3078049252785884,0.7455871909906869,0.31620300094801046,0.015632310355736735,0.2843639350945084,3.292118851743844,5.985425768323715,7.105582334398501,6.074956508275688,2.9551049180959312,5.643953988024912
113,2025-04-24,0.0,,0.7545120757118883,0.46338602305699134,0.0,,3.9865092522220906,5.372360964833494,6.4138348460137395,6.012663306537499,3.324727389378075,5.471996155841305
114,2025-04-25,0.0,0.3648818266278797,0.7961140356282375,0.5037418086788125,0.11280329315699326,0.18742388706389196,4.311249023637265,4.396847542399161,,6.046659050446674,2.5452359669514135,5.917476283058351
115,2025-04-26,0.0,0.47468265433795614,0.7730422775585685,0.503868473458501,,0.21696297577123408,3.7579563180516393,4.660028466301339,5.195804335500137,6.240728973046579,,5.2220008762623475
116,2025-04-27,0.0,0.20356200361555465,0.8644808572282788,0.48324879953924654,0.3912461731874392,0.13727797831814384,3.9834341776170965,,5.673344843137293,6.3243178338831605,1.8590943291623852,5.375347336714329
117,2025-04-28,0.02295305943817327,0.20042198660769828,1.0,0.36464624221677555,,0.11538949001700705,4.372514711644243,,5.5320619660247745,6.313435982758648,2.758258073287221,6.268968234183338
118,2025-04-29,,0.28342164641304957,1.0,0.47791884897911624,0.3953413430743598,0.26086736503255925,4.306086692823657,7.1273306993215675,5.45697542765757,5.696693792340825,3.06274701575321,5.63499516097126
119,2025-04-30,0.0,0.21363997525193165,1.0,0.39444343917892594,,0.33414222675244354,4.080293225410426,6.044629354100771,4.967942451957415,5.271412510477843,1.762257350856672,4.552317937436598
120,2025-05-01,,0.437259425322072,,0.2748731051201665,0.5839155247625022,0.36332173923194755,3.7543617477156355,,4.55622880818091,5.135829795949315,1.6531154314623677,4.186230465228962
121,2025-05-02,0.396375877779697,0.4659751161516743,1.0,0.4371525518718158,0.6795552344387158,0.4957890267380998,3.95281655156464,6.017624431281511,4.9678259500066595,4.3049448459876105,,
122,2025-05-03,,0.4188663888109001,0.9513260314070185,0.5127637343952388,0.7814846668820168,,4.287406376671364,5.7068707001055765,4.328722669366751,3.3606077350030166,,
123,2025-05-04,0.2243550394185297,0.420329262666197,0.9889560788444931,0.4157445477695364,0.8942379510503751,0.40895782106635936,4.614269478448774,6.050198010865719,4.763157750084883,,1.7953895316676576,4.807189757258671
124,2025-05-05,0.15134979950587268,0.6588771773876766,0.8426210678298773,0.5261266021943206,0.9522784486747871,0.4160211797478908,3.642013626075485,,4.8608036767486125,3.0995216510671084,2.2749575077114317,4.595931729080065
125,2025-05-06,0.19234177290945167,0.7616224070018879,0.9320497370328203,0.49293258458489336,0.8407701919113996,0.4367651705666344,4.003500448869675,7.133001121214392,5.07149966256571,3.982355687178715,1.8053663165683402,4.477026670004067
126,2025-05-07,0.06941996580639367,0.6846470596357502,0.9001964901513032,0.4257623642728936,0.7663847138563591,0.42438922535517076,6.757154493612896,6.781507412148785,,,2.6160425847082545,5.679785756895419
127,2025-05-08,0.3885235297802252,0.7951269660459391,,,0.7971188935626065,0.21459434757812287,6.667060504236382,,5.491521292570432,4.174554359176155,3.290573735051873,5.268264603662528
128,2025-05-09,,0.7511079297930049,0.5025845622750795,0.7383004802860746,0.9405238342196844,0.14441820380169917,5.487561753866316,,,4.860779949600448,3.6740476886856275,5.704364899677284
129,2025-05-10,0.6076597619620393,0.6858955792847924,,0.5774351491436137,0.9802844468081402,0.28532521575546776,4.401297735517453,,5.773084070739956,4.975248173243369,2.3847744307352556,3.431127104351762
130,2025-05-11,0.3192936204385833,0.5471034164691988,0.7538785086962194,0.3567263869614032,,0.49885238119107467,5.894135061882715,,4.992096392146082,5.512528767574127,1.9805794936247034,3.211258600188717
131,2025-05-12,0.35043663875564685,0.5104140066961653,0.8360486879058061,0.25630326713166407,0.7498833670932791,0.4806331642681803,5.600727034040095,,5.413822018026922,6.529321053114031,,3.2599406451133244
132,2025-05-13,0.09236641780994681,0.6307325486008961,,,0.8842907646328153,0.336921368435784,4.826499720576763,,5.321276089232391,5.662023205062943,,
133,2025-05-14,0.2026138626723999,,,0.4091594908171103,0.8472025488192073,0.5172912033725638,4.158261895995858,,6.251058343076199,6.9250961215341,2.819424535032864,
134,2025-05-15,0.1394147264622723,0.28563751696700546,0.6425371960500448,0.5947893465377337,0.98520584043073,0.3157507059016088,4.169652392539406,,3.9548481921212613,5.215334956731429,,
135,2025-05-16,0.3830779347419667,0.4558368205629728,0.6227777236592893,0.7431841279714986,0.96342394898803,0.20922917821834439,4.489943406411642,,,5.329929672086272,2.270330666009298,3.7531747680927663
136,2025-05-17,0.039296759208137966,0.6188891963618725,0.33656782003672775,0.7347416072084405,0.7469198718528667,0.2580614418546712,4.494905232294866,7.422047922822765,2.946825982554582,3.7909838099449273,,3.4088637901092675
137,2025-05-18,0.22023717217494232,0.6130500620236471,0.31947474881971016,0.7898517918621261,0.5758849370163883,0.4272649078184325,,7.560034677543324,3.697887434096666,4.25846700000162,,4.27342883175681
138,2025-05-19,0.09967092719094417,0.5554603003280544,0.3792116237270966,0.6011489020326156,0.6785302002557269,0.3156225811495987,,8.073685708036207,3.7385954514809816,4.699936630160183,,2.9798922176107294
139,2025-05-20,0.15180954889740897,0.561571940807073,0.49573472599995727,0.5810451518766369,0.7312680926140646,0.26508533713768384,4.454807183426389,8.345369011418926,4.241644772873337,,,3.6886106395602067
140,2025-05-21,0.11135580639867301,0.4914893702465213,0.6927570454143428,0.5971717619172581,,0.534814340647624,2.92443166681638,7.317701271495864,4.688628005825596,6.695387984451795,,4.265916579183066
141,2025-05-22,0.10353540783241014,0.45333523349189814,0.5655378622251045,,1.0,,2.952231939735582,,,5.8529820108643955,,5.449008459214174
142,2025-05-23,0.06640559287469583,0.3506342945230431,0.8288493109552393,0.7230415737470778,0.9264985905249697,0.33463781884066535,3.315886609052177,6.434149832850703,5.592809285180521,,,
