dst,src,max_abs_delta_adj,argmax_delta_time_index,argmax_delta_t,range,slope,mean,sd,min,max
C02,P08,0.007078051495388679,8,0.42105263157894735,0.03272317429223263,0.037313107163989716,0.01251902767292291,0.011719864726352837,0.0,0.03272317429223263
C03,C06,0.007004415819302362,18,0.9473684210526315,0.03847572013064065,0.03331056519076834,0.07156741599007226,0.011140709542007686,0.060609453692107594,0.09908517382274824
C01,P03,0.006611353098129737,14,0.7368421052631579,0.035305913273191235,-0.02928946287567561,-0.006638641184259675,0.011354392261872967,-0.035305913273191235,-0.0
C02,P07,0.005651877039259592,1,0.05263157894736842,0.04313321266196549,-0.02058245813077876,0.027469183973347317,0.012989227911174107,0.0024905287155356265,0.045623741377501116
C06,P02,0.005491204237021273,15,0.7894736842105263,0.012884608495634171,-0.0033986771576269017,0.005518683056111478,0.0050392099252183934,0.0,0.012884608495634171
P05,P02,0.0052489457131789635,4,0.21052631578947367,0.054434365294957446,0.05739341495145309,0.025714137494548716,0.01751344770171286,0.0,0.054434365294957446
P05,P03,0.004945846078770252,17,0.894736842105263,0.018380770078553755,0.010942373826863054,0.0022429455084120664,0.005092923745719223,0.0,0.018380770078553755
P06,P07,0.004929189798210586,19,1.0,0.004929189798210586,0.0013379229452285877,0.0002464594899105293,0.0010742920101965796,0.0,0.004929189798210586
P08,P02,0.004729023520014474,3,0.15789473684210525,0.006646872705540692,-0.0026099391065974842,0.0008432576566725176,0.0019514328893573065,-0.0,0.006646872705540692
P04,C05,0.004560567662776562,13,0.6842105263157894,0.019245867913713917,0.02206443349129629,0.005548684843229303,0.007874910412222328,0.0,0.019245867913713917
P01,P07,0.004492446755284398,1,0.05263157894736842,0.01593666735423214,-0.009288228210955991,0.0019007529490944243,0.004341837211302754,0.0,0.01593666735423214
P08,P05,0.00397938510571966,2,0.10526315789473684,0.007092464847225768,-0.0043418077534156324,0.0012564567263173088,0.0022708428598070844,0.0,0.007092464847225768
P01,C06,0.003971907835251755,6,0.3157894736842105,0.009447752473074137,-0.00014678933776008122,0.003022579974016444,0.003658425182360234,0.0,0.009447752473074137
P03,C01,0.003635056556512077,19,1.0,0.005612925880469985,-0.002003848146231631,-0.0003795397602213946,0.0012754586510452853,-0.005612925880469985,-0.0
C03,C01,0.003515793007899186,19,1.0,0.003515793007899186,0.0009542866735726363,0.0001757896503949593,0.0007662493213919725,0.0,0.003515793007899186
C04,C06,0.002920141755868074,19,1.0,0.01908846948394819,0.018337177673516808,0.0049050647332190165,0.006166656627742074,0.0,0.01908846948394819
P01,P05,0.002823466136078704,12,0.631578947368421,0.01474470611514066,0.016083409328417873,0.004253730134761141,0.005467824173596797,0.0,0.01474470611514066
C01,P04,0.0026006698805999544,19,1.0,0.0026006698805999544,-0.0007058961104485591,-0.00013003349402999773,0.0005668028597522596,-0.0026006698805999544,-0.0
C01,P06,0.0020713095673023196,19,1.0,0.0020713095673023196,0.0005622125968392011,0.00010356547836511598,0.00045143145423298854,-0.0,0.0020713095673023196
P05,P01,0.001939304712086345,9,0.47368421052631576,0.001939304712086345,-1.56258987508705e-07,0.00019338356475235443,0.0005801532720873612,0.0,0.001939304712086345
C04,P06,0.0017799003683720246,17,0.894736842105263,0.003750737261695728,0.002770873295884056,0.0005806565817061043,0.0012482540010326322,-0.0,0.003750737261695728
P08,P03,0.001293767107632873,19,1.0,0.001293767107632873,0.0003511653577860656,6.468835538164366e-05,0.00028197000393243016,0.0,0.001293767107632873
P01,P08,0.0012223011359908998,10,0.5263157894736842,0.0013528648606722913,9.660859202302558e-05,0.00014357535706919976,0.0003872856703513554,0.0,0.0013528648606722913
C06,P06,0.00021100226370766173,19,1.0,0.00021100226370766173,5.7272043006365345e-05,1.0550113185383086e-05,4.5986877218000865e-05,-0.0,0.00021100226370766173
P04,C06,3.8638649193696086e-05,11,0.5789473684210527,3.8638649193696086e-05,1.6559421083012612e-06,1.9319324596848043e-06,8.421098357512028e-06,0.0,3.8638649193696086e-05
P01,P02,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
P01,P03,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
P01,P04,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
P01,P06,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
P01,C01,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,-0.0
P01,C02,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
P01,C03,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,-0.0
P01,C04,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
P01,C05,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
P02,P01,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
P02,P03,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
P02,P04,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
P02,P05,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
P02,P06,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,-0.0
P02,P08,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
P02,C01,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
P02,C02,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
P02,C03,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
P02,C05,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
P02,C06,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
P03,P01,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
P03,P02,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,-0.0
P03,P04,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
P03,P05,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
P03,P06,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,-0.0
P03,P07,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
P03,P08,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
P03,C02,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,-0.0
P03,C03,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
P03,C05,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
P03,C06,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
P04,P02,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
P04,P03,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
P04,P05,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
P04,P06,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
P04,P07,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
P04,P08,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
P04,C01,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
P04,C03,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
P04,C04,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
P05,P04,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
P05,P06,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
P05,P07,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
P05,P08,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
P05,C01,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,-0.0
P05,C02,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
P05,C03,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
P05,C04,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
P05,C05,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
P05,C06,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
P06,P01,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
P06,P02,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
P06,P03,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
P06,P04,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
P06,P05,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
P06,P08,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,-0.0
P06,C01,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,-0.0
P06,C02,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
P06,C03,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
P06,C04,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
P06,C06,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
P07,P01,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
P07,P02,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
P07,P03,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
P07,P04,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
P07,P06,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
P07,P08,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
P07,C01,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
P07,C02,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
P07,C03,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
P07,C04,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,-0.0
P07,C05,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
P07,C06,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
P08,P04,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
P08,P06,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,-0.0
P08,P07,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
P08,C01,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
P08,C02,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
P08,C03,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
P08,C04,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
P08,C06,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C01,P01,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,-0.0
C01,P02,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C01,P05,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,-0.0
C01,P07,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,-0.0
C01,P08,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C01,C02,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,-0.0
C01,C03,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,-0.0
C01,C04,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C01,C05,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C01,C06,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
C02,P03,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,-0.0
C02,P04,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
C02,P05,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
C02,P06,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
C02,C01,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
C02,C03,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C02,C04,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
C02,C05,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C03,P01,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C03,P03,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C03,P04,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,-0.0
C03,P05,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C03,P06,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C03,P08,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C03,C02,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
C03,C05,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C04,P01,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
C04,P02,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
C04,P03,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,-0.0
C04,P04,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C04,P05,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C04,P07,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
C04,P08,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C04,C01,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
C04,C02,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
C04,C03,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
C04,C05,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
C05,P02,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C05,P03,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
C05,P04,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
C05,P05,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
C05,P06,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
C05,P07,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
C05,P08,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
C05,C01,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,-0.0
C05,C02,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
C05,C03,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C05,C04,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C05,C06,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
C06,P01,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
C06,P03,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,-0.0
C06,P04,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C06,P08,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C06,C01,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C06,C02,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
C06,C03,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,-0.0
C06,C05,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
