t_index,date,P01,P02,P03,P04,P05,C01,C02,C04,C05,C06
24,2025-01-25,,0.0,0.16004099768020116,0.5066703662242303,0.47871735813965893,5.001319369847992,2.5880898331060194,2.468132326757739,,5.259035392761901
25,2025-01-26,,0.0,0.025542595688594905,0.46752730608083815,0.43282815317845585,4.754013059707197,2.627425514610802,3.6833165981791156,3.51957031901673,5.161664603461788
26,2025-01-27,,0.0,0.03870999489425961,0.583427305281236,0.3923412983241576,3.8163303439974094,3.525915235788341,3.9647723282667666,3.3088829900717,
27,2025-01-28,0.1979759224134113,,,0.5384078392669324,0.4330308701148108,4.324256311394756,3.0987832900783356,3.5951287113558372,3.172043948673468,5.6555925977768595
28,2025-01-29,0.33592132752675785,0.03737552392001002,0.06892487211796552,0.5336826399628417,0.4062016678461919,4.342987219404941,,3.7044437724137294,2.8243665227673977,
29,2025-01-30,0.46125158090772905,0.009350981529856243,0.11697259306419246,0.5690023600389424,0.36476141126088596,4.542990789417315,,3.0266485041525155,3.745260451794,5.790785543916478
30,2025-01-31,,0.007388841121213751,0.19971024189537137,,0.48745685178267173,,4.198111432232444,,3.7072355233346004,4.066416327912221
31,2025-02-01,,0.0,0.23992831933378417,0.7775068321713048,0.4835275494877616,3.738090279545427,4.030054041566438,2.8099720161475745,3.8681365963208796,4.234531616597724
32,2025-02-02,0.34607228036257787,0.0,0.39708739681898075,0.8191244649535947,0.3777306898858684,3.316911929045148,3.1950519026375943,2.833117846194328,3.759166249769768,4.4647677222796185
33,2025-02-03,0.18884501291162423,0.0,0.17775039098100068,0.8012169503644461,0.4376538224281489,3.7120597597930813,3.4293677742135555,2.8945078265034123,4.166534493024902,4.493307715225189
34,2025-02-04,0.21554385888064365,0.0,0.22880015342138316,0.7711410163845681,0.39862183777597215,3.1269152758521335,2.997407077523421,3.057443648088688,4.260223166233691,4.181208493628642
35,2025-02-05,0.11339127951733373,0.0,0.23332261056315037,0.6646327373415116,0.6340484951134946,2.8448817910827215,,2.9738676808222464,4.156166450972814,4.540663381364709
36,2025-02-06,0.04374596029323331,0.0,0.29627042824622213,0.5162540519118365,0.6230114725193038,3.5131742660726664,2.2793805526256716,2.1210554008912563,5.18790639534829,5.047135112799589
37,2025-02-07,0.0,0.0,0.20862121265103722,0.4732121145804695,0.4698122838326043,3.2718620371969402,2.289479494655289,,4.173337059906729,4.449377777652683
38,2025-02-08,,0.0,,0.39067164253245845,0.5837016598925674,2.7292029522874,2.934286733123189,2.563667038291921,4.466491134607303,3.3415075773891276
39,2025-02-09,0.05855060581745958,0.0,,0.3911395259072225,0.4816757477980911,3.246955943742132,2.1111778950996287,3.2618502641268163,4.344313378407394,2.3872543824488863
40,2025-02-10,0.09587872169706141,0.0,0.1831103600299353,0.36640036387817926,0.6102087913892704,3.5280530055770782,2.3839977009521944,3.35105300531296,4.147352028748824,2.3525693475188403
41,2025-02-11,0.010947078865614066,0.024618413780697887,0.2684473326052241,0.38899171796425724,0.5298953709469801,4.225974760382279,,4.114033964718309,4.824161510975808,1.572145845515775
42,2025-02-12,0.0,0.0,0.4191559159849615,0.4250062614560475,0.601124658266599,,3.1112002464074924,3.364467703615193,4.531388344484193,
43,2025-02-13,0.0,0.0,0.39390465289743254,0.3693620338657386,0.5769294359028813,,3.218286143913633,3.46299979005683,,0.7455804358692464
44,2025-02-14,,0.04171491103040028,0.30140112204015923,0.3820402163239098,0.5996978408919226,2.990080855442622,3.1704445027065367,4.244810745776547,3.7210903435750877,1.473289936436161
45,2025-02-15,0.03069102709817262,0.028726878893568394,0.21762083531613585,0.5090753121838,0.5655148965290403,2.3931322994134883,2.2420824633494276,,4.323293757484585,2.141409934002535
46,2025-02-16,0.10415622951680055,0.0,0.14969469585992795,0.4768894325128712,0.44623306338834423,2.495900135516706,3.439049905208811,,3.9737111117324395,2.5040686593723205
47,2025-02-17,0.021580224232047265,0.0,0.2020231917947571,0.5055597884345504,0.43193072812778655,2.9238804730779093,3.4657136696252397,3.3099763836882072,3.9231234241072506,2.2571213124461744
48,2025-02-18,0.04293696464473755,0.0008862656244343209,0.20778882658012832,0.46864245261499654,,2.955652712000336,2.8059944870210964,3.3834739214566305,3.8031818568488784,
49,2025-02-19,0.1352435617635789,,0.33129500529098116,0.47504723025363016,0.3289189524535881,,1.8620462571371221,4.108665824950804,3.310752711303141,2.737256467544504
50,2025-02-20,0.09851934257352062,0.08369339066808258,0.33928158122555546,0.4796678467941414,0.4006013515854848,,2.502890122926034,2.805895261780961,3.679700174713227,
51,2025-02-21,0.17191695444973532,0.1326913037947927,0.3136717695356943,0.4740572704730217,0.30540084895985875,4.167466716391086,2.213336797232486,2.49371797869985,3.7833972516871937,4.558719874529523
52,2025-02-22,0.14420101151405662,0.24224666383053992,0.3254407187327653,0.3257768126427693,0.30201136499876463,3.9469124181893833,1.967329923295885,,3.0821818168764397,
53,2025-02-23,0.1605578508765977,0.351658574334912,0.32757629244694425,,0.0914834999355193,4.031276064385638,2.7828479552173735,2.413195326423129,3.1384789531328785,5.049755951835559
54,2025-02-24,0.26142929202782716,0.26513309311297517,0.16031100987163727,0.1423536992691685,0.10203527549996887,4.780491508216083,,2.96383195823945,3.0143369907477946,6.087898629720325
55,2025-02-25,0.07531707305588994,0.43163169216528874,,0.08682362712958736,,4.83050609277104,2.339337681633187,,3.818063071961235,5.979286621844886
56,2025-02-26,0.10223583260426336,0.3833939497145444,0.2924308652490796,0.22651432252008447,0.044534665024426164,3.9356155956105425,2.8931970315661526,2.2536917353016714,4.810569109745426,
57,2025-02-27,0.13897415515027484,0.22259688869251604,0.28879353250798806,,0.0,4.214207120572561,2.3946844223893264,,5.6211967408899906,
58,2025-02-28,0.23661731769674882,,0.2844853348293563,0.5854097592208144,0.04953273061946173,4.134668803540187,2.3386764262385866,,5.088449038313997,
59,2025-03-01,0.2677952309774907,,0.18569343251351367,0.47843949780184347,0.04124215579536415,3.835987371278643,,2.833303125977433,5.1997094677448965,
60,2025-03-02,0.13180103434359933,,0.32032565115096656,0.45849171060022614,0.09066537949837403,3.0932883144982437,1.3596639515548197,3.2935676782332184,5.1735531069117,
61,2025-03-03,0.08520076293234764,,0.43245580887303237,0.4766141154935873,0.2449564207740279,3.1826801158915528,2.6178723364223253,2.731504294043197,5.004463535069218,
62,2025-03-04,0.12818326962449356,,0.42265706572686024,0.5241161467736509,,3.758517516625848,2.273648872446752,2.3644909163189833,,
63,2025-03-05,0.1320653282144064,,0.47811505097775087,,0.22976561482140054,3.093163532271584,1.7167984277452755,1.8285425935070778,3.8124746824804077,
64,2025-03-06,0.23150879189922113,,0.5123550715886508,0.3985772868593584,0.1369246740371743,2.921762726505305,2.2185142194820044,3.3125778828901975,3.510350955682495,
65,2025-03-07,0.23687208506861224,,0.5859411581791044,0.5081549078892234,,3.499207758256317,1.9335735684791957,3.2678996735709918,,
66,2025-03-08,0.07932343545514664,0.07227337404617168,0.6010476061781851,0.5454135690735714,,3.559900066746133,,3.5053830602253355,3.8043018811438625,3.5091806432412356
67,2025-03-09,,0.0,0.5805119947838354,0.5513574929338158,,,2.4461965615056074,,3.7725038986780586,3.4972858829216995
68,2025-03-10,0.05772817975941402,0.05455043024072026,0.8674130817438743,0.5063310669932606,,4.626959127370249,2.552394246055848,5.03209906394552,3.3567983784428153,3.837826946201402
69,2025-03-11,0.0,0.05450307637303875,0.7540819973008193,0.4713050736707652,,4.243032230338271,2.4297633863777004,5.475052053193176,3.390057704519289,3.3694170650107163
70,2025-03-12,0.15362628191969718,0.09620595180813668,0.8819725651936076,,,3.979525799088054,1.9342308180720185,4.91546984756545,3.723549122952494,
71,2025-03-13,0.24940269018265052,,0.6102219515069837,0.5534314331154924,,4.65581449756672,2.4957647106742997,,3.643389424727993,3.2376347046341745
72,2025-03-14,0.1704775049994991,0.24531130612333585,0.6102215701752124,0.6826950311593828,,4.809884655573488,,5.890311263821712,3.095251435336607,3.377468797464692
73,2025-03-15,0.2436727190635585,0.22883660470600775,0.5929092766377163,0.6987364823874539,,3.893836576746448,2.5939993253138276,5.541892815249646,3.119016536380058,3.601006032161775
74,2025-03-16,0.23728665196641524,0.20116213845655176,,0.7523812799591209,0.4017947337179775,3.654801964061669,1.5713897070112715,4.941889628541345,3.656785402483237,4.093486605630526
75,2025-03-17,0.1712133456770385,0.2162576421521072,0.5132460438820571,0.6757337270214653,0.4588674669208362,,,4.5525872344189935,3.3608144876922488,3.1807005564548456
76,2025-03-18,0.0808623526037512,0.17212850846172945,,0.664064073955352,0.4152516140251802,3.453006851661249,,4.9089646683625086,3.811078818282721,3.2236271285009748
77,2025-03-19,0.12774397136286575,,0.43453813837863825,0.6284090000395534,0.5239079870395011,3.2845952846267825,,4.278761651987514,4.6438830466943255,3.0741930172165155
78,2025-03-20,0.1916642884486523,0.24602911641298242,0.4494435046452568,,0.5822375895774882,3.2959575034885904,,,4.9207525951928215,2.095832428614175
79,2025-03-21,0.37854994474311937,,0.36667469251357687,0.4996219821702435,0.5956697704017837,2.4966078014615194,,3.0187683973021726,,2.9571428071643
80,2025-03-22,0.4337162331501919,,0.2133938948243896,0.29412489709833467,0.7294615208627204,3.1271416811184336,,,3.4996385896329163,3.1424475932682507
81,2025-03-23,0.2707462192340648,0.1643394244087532,0.04937654662990354,0.4302131508973889,0.5790357003003959,4.09050061131295,,3.100560713527215,4.08949562697092,3.8251105136156314
82,2025-03-24,,0.08514759853934524,,0.45267257778974723,0.6978031911123503,3.3059477354605127,,3.6624364166181995,,3.949639184683522
83,2025-03-25,0.07182209326448208,0.07723878305619776,0.0,0.2830608576375434,0.6986101627657484,3.5730709319966962,,,3.1828141673906027,
84,2025-03-26,0.1751299320034833,0.24753811037693646,0.0,0.44871988628485243,0.46054021025341607,2.474428351034894,,5.096814086898502,0.9081860076228638,3.393921420953584
85,2025-03-27,0.37601022756007374,0.2733618840799033,0.1038729317682855,0.6552696617093567,0.3854090807599938,3.004530390780663,3.0210706880095497,,0.4536580675565346,3.2649337095412885
86,2025-03-28,0.6891656871135927,0.4585108157706017,0.1615690064974248,0.874516278047432,0.39734589607043236,2.933413271441727,2.2414467880462836,,1.665926227785048,2.4207529362217697
87,2025-03-29,,0.29887788365318735,,0.8638840758194741,0.3913988032765819,3.7511526813791534,,,1.4427528166933534,2.732792164456954
88,2025-03-30,,0.1188545415139918,0.04834275977943969,0.9430015340967984,0.5719299395529251,4.514085514165906,1.9399020706024512,3.442551843930853,1.4912062171040783,2.4218891883195406
89,2025-03-31,0.6454643243581154,0.23096965813747344,0.0,0.786248487604434,0.649063195814051,4.919949474281839,1.8644372896289663,2.657206157478059,,
90,2025-04-01,,0.14132940446972997,0.0,0.8145557754555296,,4.541429046061539,1.7400909308156292,3.059914966300862,2.8306094348675743,3.0243152292097637
91,2025-04-02,0.8513296986790359,0.2661412608592754,0.0718832155840574,0.9439072850902878,0.7341331170554766,5.297466191768237,2.1020920597714143,2.6635363987978344,1.7416306259864462,1.488574896481412
92,2025-04-03,0.8391958885811751,,0.05274076338678241,0.8492158960370487,0.33258680005745056,5.027739385317967,2.3703693952072102,1.3918581873007323,2.03385005592006,
93,2025-04-04,0.8341735953225798,0.399043965547749,0.17278548617981296,1.0,0.23222961062977193,4.804216379755038,,0.9298154008557896,1.4339950352634605,
94,2025-04-05,0.8400884775942024,0.17081919583966326,0.050474841045295864,0.9718737291773842,0.3226719367002598,4.0533459502531874,2.0136213043403894,0.7952220979977642,1.5018033425842119,0.47494078691470665
95,2025-04-06,0.7920522363647903,0.11055900905585962,0.198435247606181,,0.19934438774282726,,2.524909839695437,0.5298757062313004,,1.618217921579269
96,2025-04-07,0.6901353561456902,0.09341966758353724,0.02630851703040729,0.8113677679598517,0.17761748056872914,3.879091158611736,1.7082909650560287,,3.880421784524086,2.1465197275464054
97,2025-04-08,,0.055584683340985055,0.06281758001473502,0.7807324229417539,0.16681688649663112,3.6668778599204126,2.566373100282638,1.2601891882263425,3.5366609332859578,2.34739717348202
98,2025-04-09,,0.03702620180140164,0.24942079671150946,0.8085427314369613,0.3019768842925567,4.104120114756909,2.283707803371619,,3.2699052949709917,1.4667270056250161
99,2025-04-10,,0.10694391799908806,0.3286778219401144,0.7951124640902674,0.4671669080579385,3.9070593578136212,,2.0827919299449733,2.9196912149267082,1.4045932535260053
100,2025-04-11,,0.07010368270933512,0.2703489419813046,0.8013078009228285,0.6826790825640421,,0.983281075845705,2.5417123245459594,3.032273643794382,0.6890833152162537
101,2025-04-12,,0.1331748707303364,0.21955371061958218,,0.5328841135007774,2.605484961962244,1.2707591548385337,2.137427074346064,,0.3738437115102361
102,2025-04-13,,0.2676914195728272,0.24267379799403854,0.7397280924777305,0.3851512464619206,2.419149024182751,1.7664182472828132,1.9674949045225902,2.4797557198351257,1.0910744175555636
103,2025-04-14,,0.35178417181235944,0.4061322862577035,0.6978876882480265,0.32399129272080907,,1.3636031736884866,3.1693937413849933,2.568770916187117,1.3289154759628419
104,2025-04-15,,0.33626348280020335,0.36213817404126897,0.6580654671645427,0.2792316838315104,1.5613832173091629,1.8464787633447488,2.2511677952472766,2.808413151602254,0.7059489769266383
105,2025-04-16,,0.49520581089849036,0.4553466321835741,0.8336937444560161,0.24861432784702214,2.007742874144503,,2.278390460087164,3.359988173465707,0.9959244637233544
106,2025-04-17,0.8061497224119354,0.5551832995561038,0.34923355346897555,0.7893343512158606,0.31007895929720986,2.4233384513402965,0.9300196387442009,,3.7502399771422796,1.7439287813111384
107,2025-04-18,0.6750596303394312,0.5368602550141991,,0.7849448895811413,0.33309968370642706,2.586506819413915,,2.069011687701662,3.6038684778934664,1.6718526064809758
108,2025-04-19,0.7625443352427902,0.7194396723040468,0.42181263976101513,0.8864712825478855,0.10157470427721627,2.941623721147648,0.1646799837811468,,3.7416293517933346,2.2292905483618375
109,2025-04-20,0.7748822846734206,0.6506783942923539,0.38681242755866413,0.9714275474326122,0.1596106963264819,2.692098758977966,,1.3682863415367577,3.7767748198150692,2.8242127308047724
110,2025-04-21,0.6000547289506617,0.6268509657556103,0.3832268431259581,0.9618141185826627,0.0490771467517932,3.996224937500842,1.4012127282885298,2.4515125835430016,,2.7992486119986832
111,2025-04-22,0.5080366821804249,0.5585139297336342,0.45032938950918705,0.9865336258815015,0.2393401735165026,4.4901487058709,1.2363501687442409,2.540236582631469,,2.061329947806419
112,2025-04-23,,0.7620969346799074,0.30823258733869763,1.0,0.2079696469819156,4.642501778078997,1.331112447458938,,2.1633532205453667,2.1217907546422414
113,2025-04-24,0.5883667434592319,,0.23285338481987716,1.0,0.4115167180723196,4.151192871437937,1.8247473110665453,2.7754182119556834,1.3348863472422972,1.8990131927673801
114,2025-04-25,0.6381563801784841,,0.3771694328863074,1.0,0.550461984303003,3.5750552614376385,,1.923401173890869,2.7136132408585523,0.995110908128491
115,2025-04-26,0.7931336348527278,0.31883711390796854,0.41367159767242917,,0.4810760751572674,3.755269308376365,3.2735644385944602,,2.319625805789869,
116,2025-04-27,0.6880305181461142,,0.6741414851010898,1.0,0.5525358847282765,4.383906661396876,3.240763113739963,4.206660534686838,2.920458857156743,0.8905380946475108
117,2025-04-28,0.6811624003979557,0.35524210670443157,0.7729841312111239,,0.4032790439569528,4.433076282126797,2.3149816694791197,,,1.2839100957085348
118,2025-04-29,0.7284784099231773,0.29631805597875965,0.4942766580850455,1.0,0.3930462904177483,5.381372599993485,1.3779010735836912,4.350618223436971,3.2779696289899225,1.7175082459110012
119,2025-04-30,0.7896647477860473,0.26540745388025205,0.5412560273468812,1.0,0.5694502000105426,5.343447786758733,1.4803163643391066,4.276079366486954,4.369038509478855,0.7534688977985133
120,2025-05-01,0.7120929139478368,0.17941999515788765,0.7066476009127594,0.9504405759713371,0.5724162165623006,5.348782382690762,0.5806613236425284,4.165582847140613,4.475740844987948,
121,2025-05-02,0.7195954899815915,,0.6058304285595977,0.8005189327171109,0.6964500983885171,,1.8710995565498423,4.126454417522698,4.485985591934608,0.0
122,2025-05-03,0.7682265958462137,,0.6490600403335468,0.8287497302697094,0.4500547486717191,4.615846164075249,1.8021350165243504,4.643509802375796,4.838475994054667,0.0
123,2025-05-04,0.7099348720918212,,0.7939654920787124,0.795223790202848,0.3676586720518979,,,3.679990788563702,5.0602216507254605,0.0
124,2025-05-05,0.7644492120999656,,0.8316372885687029,0.9560863266659849,0.3887421894286347,5.273011117520605,1.647699431475176,3.7751259879417414,4.822614920030411,0.0
125,2025-05-06,,,0.7925682447204676,0.7738801776113651,0.334122821723936,6.097661954909813,,3.76023850861064,5.184763538692725,0.0
126,2025-05-07,0.7110167007661086,0.0973306121930794,0.5245354876755377,0.6698391793741618,0.2890500418580368,6.573054091925927,1.599861337217109,3.611798915532496,5.172680642430906,
127,2025-05-08,0.763400462949684,0.02983336032788217,0.6579632254164667,0.5446473656581656,0.22589013478870246,6.618642818939337,,2.9751335410051496,5.480094410924641,0.0
128,2025-05-09,0.6639190994819556,0.06862246325158954,0.7902586694057507,0.8706301688665163,0.1739202062001616,6.458728677918025,,4.1507524881114595,5.661184583170066,0.6595987562441942
129,2025-05-10,0.5556324460040265,0.13960921949579266,0.7340002246191151,1.0,0.29859934504110486,5.9910506586507,,,6.564760971415569,1.5086466485182184
130,2025-05-11,,0.11149989689413826,,0.8469224469206119,0.10352157210881177,6.8099495181649745,2.85492904775435,,5.676305428248471,1.916495863063177
131,2025-05-12,0.5751997742427002,0.0,0.9538069602233251,0.8643052564180606,0.2957396293297961,7.617777630561202,2.9030963426762155,3.4925966872236383,4.9207788286203815,1.1103093825889174
132,2025-05-13,0.5450274420239685,,0.7897821762341791,,0.31620878718428264,8.358764755374354,2.233953343090798,4.907419822169405,5.05137753063939,0.5686176421376589
133,2025-05-14,0.7152299963528489,0.0,0.8552073080935528,1.0,0.23598083098825925,8.233354083605235,1.7000341995783037,,,1.5501800975043523
134,2025-05-15,0.6276341331759958,0.0,0.7075340174577699,1.0,0.23394563902045143,7.816146540373728,,4.350331809930816,,0.19375485736753983
135,2025-05-16,0.6642398994431591,0.0,0.8458385300800513,0.9972215036466326,0.16552506626847302,8.212199644125784,4.5022396056124565,5.304757234394261,3.689713483441067,0.0
136,2025-05-17,,0.10172678608513425,0.6558509220530987,1.0,0.3407890887728854,,,6.2362471872980025,4.6764547501669504,0.0
137,2025-05-18,,0.2109102899991113,,1.0,0.3712152641747179,,4.900872039907969,6.367446649337798,5.731076932275201,
138,2025-05-19,0.2685107540274152,,0.45895886803924535,0.741881258238284,,7.873174170989338,,5.3409562743919565,,0.0
139,2025-05-20,0.6884937397081383,0.06529077836874925,0.3616260907176887,0.7916308291441242,0.05025030968513114,6.423402828333196,,5.086214497485227,,0.08666819876553378
140,2025-05-21,0.7300928836320358,0.04996949626251367,0.32057073245785317,0.9467183470306549,0.0,6.9226903331864875,,,,
141,2025-05-22,0.818250252698426,0.33388504055275425,0.3122737247210543,0.6733654426490621,0.021772334061314763,8.278592098890641,,5.398934999091212,,1.8870622266215031
142,2025-05-23,0.8933466029385126,,0.558992241406279,0.4926512723033692,0.0,6.950098842544772,1.8355697341627923,5.135237191659402,,
143,2025-05-24,0.8780806924489719,0.5523426563179396,0.2136767509054065,0.5411626155502127,0.0,,2.543022439253239,3.6236787018049266,6.10925581659248,2.3789554005008955
144,2025-05-25,0.6822063719732032,,0.0,0.48755575728501477,0.0,6.582648409714253,2.262438479280287,3.573619751899712,,
145,2025-05-26,0.7307549903534368,0.40877963732397526,,0.6824226058124482,0.0,7.835971445236508,3.6201715738573483,3.929576542179371,8.0618463738918,
146,2025-05-27,0.7155722308369954,0.287773093302396,0.0,0.5915011211299921,0.0,7.963038159912224,,,7.945035946120074,1.588024456809272
147,2025-05-28,,0.23114560143489413,0.09392378244255616,0.7331902444189733,0.0,8.018704530986389,3.857915372984073,1.6125068586499371,,2.442011304045014
148,2025-05-29,0.8222492016928868,0.3104010249629079,,0.6558808736765691,,6.236465851260364,,1.1620997516461342,,2.684532939425737
149,2025-05-30,1.0,0.5273778138361087,,0.5692110470190166,0.02034017041767109,6.490837281776097,3.9583843935308827,1.3773291198782234,4.966267168846773,2.581617506796762
150,2025-05-31,0.9171309745818305,0.4792865349128162,,0.7399788680544792,0.04430621060779157,5.3076839689618796,,0.5569656750212415,4.686421272583084,
151,2025-06-01,0.8431863793623852,0.3841158247900661,0.0,0.736521655368479,0.13220283816848236,5.159377643256784,3.62786017052419,,5.59324013293825,2.3490703523601777
152,2025-06-02,0.852943488504209,0.25927755907369626,,0.7870344450299057,0.1875184138403232,4.989714230167905,3.0148590394406525,0.8158663331546316,,1.9830644052211714
153,2025-06-03,0.9688422865075872,0.40371926640712047,0.019834741860575565,0.6789803315134408,0.23122300429950343,4.322994381755209,3.6229903760246955,0.4438166953751832,5.188460002640029,1.8628926187821708
154,2025-06-04,,0.6339654818182323,0.1515089789365654,0.5587608622017547,0.37737723820013447,4.939549960820644,3.361050161352136,0.5804482201860698,,0.40183686601273516
155,2025-06-05,0.9533287145771328,0.5518758066462061,0.12769614576249547,0.5405706150274384,0.32194347116875016,4.938758726709841,2.6642801594773937,0.712499405815169,,0.2499879891268038
156,2025-06-06,0.8755349495873245,0.4828145351147415,0.25383266270799887,,0.3859372509942456,5.288723684832023,2.403879943842738,0.6552487954400766,,0.49425187968480844
157,2025-06-07,0.7449004432409121,0.45194442526439776,0.10488003621374195,,0.211962658462662,4.605494291358701,2.519135057393537,0.5015364676758354,,
158,2025-06-08,0.6945576630518224,0.4318328088248392,0.0,0.6036857224226622,0.25322568914014476,4.279112471174032,3.052649865607824,0.9179817024263941,,0.7879702620009398
159,2025-06-09,0.9092599193575864,0.37719452514180585,0.15117874534207265,0.5984334315629055,0.21215655261196897,4.341018987758662,3.740131469763404,1.7333478602001977,,0.9479048468048978
160,2025-06-10,0.7229430623756209,0.2785526866251835,,0.4790806843158646,0.04618857131337151,3.9806904794110123,3.442225745990622,2.7779871999224834,,0.7281245505724669
161,2025-06-11,0.690424541386498,0.11601610154788525,0.3960014141604885,0.592353233054405,0.02454063215118496,4.724762641299699,2.2556056158973417,3.4510599051361357,,0.3036143901004126
162,2025-06-12,0.7279653424772757,0.5173826589796912,,0.488950338811836,0.1172172057302812,5.029327500113264,2.0294237526985444,4.483305870086575,,
163,2025-06-13,,0.5717074899439305,0.39943704578638245,0.3341429756545161,0.28043327787689076,,,3.414027309905464,,0.0
164,2025-06-14,0.792805034748407,0.47541510106907636,,0.40037271135343033,0.0,5.306254054181965,2.4420376688111203,4.499122554639172,,
165,2025-06-15,0.7896984272855958,0.35944251460045545,0.3350014688674559,0.31571328797036613,0.08255618541333612,4.994191525841641,2.637937158860646,4.202996338845785,5.873731944482192,0.0
166,2025-06-16,,0.2981528759024491,0.2609982910946681,0.22956564549611977,0.0,5.269658267184372,2.019952654970025,3.902686839891973,,0.0
167,2025-06-17,0.6422664997804821,0.2210768809379779,0.18422004406007364,0.3811948573389057,0.06224541141423117,,2.193114983511547,3.800076780724417,5.1345643484124786,0.0
168,2025-06-18,0.5441883652007781,0.03256422664527192,0.20831353759426677,0.47686538841808257,,,,3.4539164320676567,4.381980121006029,0.5824303258701828
169,2025-06-19,0.5345368943725209,0.25492402935462627,0.32719372223653637,0.49761479078472953,,,1.7328892848549384,2.524793050765743,3.3046631410149345,0.259944992044382
170,2025-06-20,,0.4473305385664882,0.18972728753327642,,,,,3.455852393326965,4.008260799555986,
171,2025-06-21,0.3115996995895234,0.4333483310145663,0.23325123375700313,0.40764533531444413,,,3.2746398089987045,3.6575685899822346,3.063627337797173,1.0545657805164157
172,2025-06-22,0.48007742852306456,0.23564294329578317,0.4199103644789968,0.4579763938243589,,,2.7566085579444253,,1.9395231542846987,1.246706377893186
