t_index,date,P01,P02,P03,P04,P05,P06,C01,C02,C03,C04,C05,C06,C07
16,2025-01-17,0.19162479479434916,0.2476664976445518,0.2265322280775481,0.0,0.3864273295258755,0.40307484865577925,3.3938591424896103,2.4783385885243154,,4.640698729667563,5.132014395624064,,6.016809049077543
17,2025-01-18,0.1176524787843219,0.19845581684140928,,0.14082337695169467,0.41769469327637754,0.4324439136256829,,1.9989450624731109,,4.138275157535277,4.476204691107979,,5.674709261613526
18,2025-01-19,0.11887601276130057,0.2207669536474333,0.21844877333930188,0.1372989196122135,0.4265930594260341,0.34781983532797905,3.1419074100730913,2.2328821149027074,,3.7872848097889733,3.8506521791236357,,
19,2025-01-20,0.07473676990649367,0.2543725836295433,0.1690863313567373,0.10255655948022709,0.4867047828190775,,2.8521307689605857,2.646510880345589,,2.654945802058124,4.391652306676047,,5.285454703198649
20,2025-01-21,0.08400714677017562,0.22272139268533975,0.2427493375879713,0.06721218194226768,0.6832163434673278,0.4721220161492006,,,,2.9112812229096723,,,4.877665768117606
21,2025-01-22,0.10794407114583503,0.25206718014155793,0.22549953018444152,0.0,0.7764404503837508,,1.2564500435283128,2.346287694582328,,,4.1623731188832584,3.085152670291984,3.973852854075025
22,2025-01-23,0.010307931431345951,0.35103948069143165,0.21344578553454724,0.09111333857420385,0.7911589532828176,,,2.402874111466093,,,3.4686275664461506,2.849196244377708,
23,2025-01-24,0.0,,0.295437374572909,,0.7360118373425585,,,,,,1.7797379447434964,2.103490216648223,3.157748065623951
24,2025-01-25,,0.44180902343558237,0.3044196943519627,0.22545318928172609,0.7371114144262413,,0.0,1.981107674264054,3.047511806830047,,2.0286676952059066,1.72378717871637,3.165972408508458
25,2025-01-26,0.1326212190943568,,0.2907585955646916,0.12270140486987144,0.6149482793615603,,0.0,2.167016550159399,2.3418152235936636,,2.324803384887246,,2.549676224366036
26,2025-01-27,0.10013933455741317,0.4853057892025747,0.32319928675228815,0.1112388366230062,0.5075137852422548,,0.9836472524926048,,2.6115352115429795,,2.8150707229046237,2.6907329699600213,2.2377158649772615
27,2025-01-28,,0.46072448740553684,0.24344915679873408,0.03778473871199363,0.4697499000757058,,2.1799625188056373,2.7336507507110186,2.2105056301527473,3.541055529155234,3.151662180959442,3.126248430485725,
28,2025-01-29,0.07991570087141185,0.3913857720918506,0.19261943835165238,0.0,0.41813094824590413,0.37413262887254645,,2.473430576053391,2.340669706797384,4.512331592234071,3.6868440525957924,3.2422084722512694,
29,2025-01-30,0.04847272944801412,0.39476004331734915,,0.0,0.3427801886715297,0.35966198865166593,2.9915652830907797,2.1979490276036584,,4.124624699780635,3.8566224603526345,2.843875409966037,3.3057528038792636
30,2025-01-31,0.03593937693842458,0.330005702920415,0.2285875684106667,0.0,0.2978584077528764,,,,2.251683638908644,4.355285006477402,3.791317097314064,,2.7980932049257463
31,2025-02-01,0.0,0.3135803648853791,0.2097336061776603,0.0,0.41380116099313463,0.47539665894250416,,1.9858561650113227,1.635269028158413,4.349159549234408,3.976763852781902,2.7796242061838172,3.2159916892694724
32,2025-02-02,0.011856670200555355,0.3478402276654136,0.24867220102110768,0.0,0.4271768946730505,0.5277711312944058,2.209469867264422,2.048548526937894,0.9638339210800819,4.324675926701986,4.06031963130249,3.4395735351721735,3.903868707883889
33,2025-02-03,0.0,0.39123325788278984,0.08709818238914654,0.0,,0.5492558939818968,2.7586203832605602,,0.9884845161231862,3.4044710365354582,3.7046939992326924,4.284323516109881,4.1179145267333
34,2025-02-04,0.0,0.2934732828895183,0.0,0.0,0.45304891353923876,0.4628961346110783,2.5107107407612577,2.4406293879197607,1.2576358163106032,3.3829784091403585,2.997619131059911,4.524917832946345,3.4974879657611133
35,2025-02-05,0.0,0.32651991070027864,0.19165789211560935,0.0,0.44936431997972776,0.4442212253462231,3.129381431706267,2.4522077034495475,0.9984636773580957,3.9926657930065677,2.1509341130724002,3.599871662360986,3.004602097964403
36,2025-02-06,0.0,0.4079654222460603,0.11183319321909228,0.0,0.42282069577081316,0.38544126405844054,2.398611338397065,,1.3608899212034538,3.763485875506467,2.1375887537390597,2.809853847881533,2.8086579304414467
37,2025-02-07,0.0,0.5134674246890784,0.1947456492793477,0.0,0.4272495639172616,0.4482097658688582,2.752802934789427,1.2051104586492167,3.3202058929724503,,2.9433212791046524,2.498078930574301,3.4660274702789318
38,2025-02-08,0.08754433062626492,0.3478409212581135,0.30247172549486245,0.0,0.41632001787751344,0.45958158269399013,3.12158412325025,1.58623580834283,3.6706758413653837,5.152722393208876,3.187517584821342,3.1181384831542256,3.23813221509615
39,2025-02-09,0.2517089691472641,,0.23901916310903779,0.0,0.33210724635807254,0.3745361723135373,2.9242574147920544,2.834054717160771,3.5221196411511495,5.95009344634336,3.289951250657037,,4.312195835822088
40,2025-02-10,0.2964139717839824,0.2013657103888396,0.1440690025405874,0.0,0.21331322465277638,0.37367464486236196,3.7355575305376716,,4.340824442222166,6.173055007464736,,3.329943941525028,4.644995844886354
41,2025-02-11,,0.055758809667940834,0.2294306402936533,0.0,0.2054111798086618,0.31932181223414696,3.6148117518833143,,4.897122096184232,6.146211625609596,3.9732743119702327,3.4338322771515397,
42,2025-02-12,0.26902814998761276,0.0876532072396995,0.2525821231708692,0.05500916930436156,0.3950470817397337,0.2933827599353335,3.712692280363056,3.4484460515935247,4.610059862235695,5.439701019703089,3.4082054319711266,3.4439050064175225,3.316926307229247
43,2025-02-13,0.19072794017530073,0.15117096494813934,0.4403416964956499,0.026280238945837267,0.40938201730877843,,3.885007700512725,,4.713702342347218,,4.328775632087061,3.472801117538036,4.075312698788663
44,2025-02-14,0.03144435356617156,0.19742404843706787,0.4402683741328577,0.1544219746098507,0.4411660431160172,0.2974439001210418,3.480478684903364,,4.733075573228993,5.67033881575645,4.516201037876043,2.714968901502946,
45,2025-02-15,0.0,0.022758085976994635,0.2349335437977286,0.0763723006232597,0.4950557296906212,0.28101136870618837,3.139199718414747,,4.415284475433067,5.508814869502905,4.0051845576620435,2.954498769449222,4.590774396421536
46,2025-02-16,0.01591529807610631,0.07806680437958873,0.23585701013324845,0.11379412422778458,0.4202640661303432,0.2533931470682685,2.7779266692770417,,4.366530162965368,5.8240947853587315,3.497564912866982,3.0834740752049274,
47,2025-02-17,,0.02424271346498222,0.13408150361427817,0.1467776455045468,0.3050606618974685,0.29423360450961045,,,4.682476586883853,5.478129155681582,3.3422538253976857,,4.957699773324634
48,2025-02-18,0.28769275448020026,0.039899920636288104,0.13728670626054001,0.02404293587293531,0.3143321023532322,0.2082576383834579,,,4.738778025464782,,3.5184416095592383,3.1855142418160347,4.217015386871303
49,2025-02-19,0.2128919176907299,0.0,0.3599854947960053,0.0,0.4434219423154896,0.2844008974355476,3.3184923600074536,,,,3.6722561519186536,2.5309400500258565,4.576616886658836
50,2025-02-20,0.16997479086950312,0.07101864822657061,0.34656180651835494,0.0,0.35583695776339913,0.3532468181643846,3.6681745863829254,3.0143317713960354,4.713672500890944,,,3.208624566659845,4.779912942810853
51,2025-02-21,0.23856049184454625,0.14773103205172766,0.202735912547247,0.0,0.2799663388652662,,3.0827562539225664,3.170796484806561,4.49338550700057,,4.107931651523904,3.1439914471199257,4.38160738044841
52,2025-02-22,0.37072273777761655,0.23007130760358357,0.1566185688815277,0.0,0.1931942493025492,0.35365305090834565,3.269763528208281,3.2822899155535024,,,4.057176602868268,3.483154852690201,4.4865464500706445
53,2025-02-23,0.23648862025206252,,0.2565328425505163,0.0,0.2262603477065779,0.4139359444535017,4.684594500876234,,4.721426279023619,,6.116511261124044,3.700947144705963,4.264466429508506
54,2025-02-24,,0.24410955326417552,0.33624190395370585,0.0,0.13502975072144432,0.4065117027469778,5.1830207156208195,,6.200920567814576,,4.025282214144028,,4.958743777072003
55,2025-02-25,,0.21565785367653023,,0.0,0.12271619726603189,0.4176208355716128,4.7312378463713225,,5.557773425790002,4.72860010102147,,,5.155652260507757
56,2025-02-26,0.32685199867783615,0.34391523335236607,0.25329071362889233,0.06277160107267125,0.06591571031283627,0.45030232438651596,4.04078811505058,,5.684273614131612,4.562102963376709,4.584012265601259,5.680476057833137,5.83837102742385
57,2025-02-27,0.12666550376454733,0.3834255524458463,0.30128211293891943,0.004224828312836201,0.0,,2.9947382668178655,4.521807387085849,4.8280163419496365,4.528315035206797,4.910331674140136,5.6601338147706,6.112157888726783
58,2025-02-28,0.19228130145744218,0.32751561679846297,0.3828044089979912,0.1448284851751652,0.0,0.35587305221246984,2.4290980368606503,,4.154568190605274,4.929649530806484,4.437129020861468,5.3530521191087965,5.290415040075849
59,2025-03-01,0.21990318680185994,0.3239493386567046,0.25980481618538465,0.03376062863468074,0.0,,2.0372462624558967,2.775059503291587,,4.334349680777271,3.2415774304567986,4.4377119022614115,4.496412698540739
60,2025-03-02,0.20621043379530457,0.22163549681780084,0.3400683650196684,0.04608435042023399,0.0,0.40817594750516095,2.575989147377576,3.574498680558288,2.869652896603132,5.060295722418184,3.8049963610020323,4.893698734577553,4.203810311401163
61,2025-03-03,0.19580151994108422,0.2836664387742711,0.4447138836495084,0.08910966800680678,0.10705045213740738,0.24110974699781149,2.7268654198082105,3.421091623865737,3.666464915059017,5.020794709527455,3.667758829848764,5.117966502164101,4.4407231913193845
62,2025-03-04,0.1849318528221689,0.16545760341029483,0.3853955741327054,0.08193544229553165,0.0,,2.624046122761188,,4.211954432083453,,3.7180526332850565,,3.917079166935265
63,2025-03-05,,0.23417039837578016,0.2643748343850359,0.2401316798713709,0.07801722405588107,0.14015307764659757,,,3.647918204725139,4.4990553786531775,3.3294143433665266,5.804083484589264,3.6315993877643287
64,2025-03-06,,0.40617445449476225,0.30491599930086505,0.07497893076341014,0.04477953963745003,0.2282729773147914,,4.754329333444674,3.5413159513436376,,3.4780278800896935,6.364616136756819,4.195264093510787
65,2025-03-07,,,0.18851964749399985,0.15868856098424075,0.15405250781802068,0.13669933863892494,1.6965721613044742,4.975756981974399,3.2644788534625504,4.461229228804678,3.1944591911036575,6.391991427678389,4.0162636452456875
66,2025-03-08,,0.36728976850939205,0.07038889871631779,0.18460071522865446,0.17554721304019588,0.03251752518402157,1.5167165124924848,5.396426721867276,3.5950580478346312,4.459946166553583,2.9683958744471455,5.540591589264421,3.823884939740065
67,2025-03-09,,0.3194997430254513,0.1481821368228505,0.07627436503087136,,0.16105657169344023,1.0785133698004958,5.334932217832209,3.8838500896301213,5.743021423273901,3.3911730204885333,4.889484637136441,3.0217332562747865
68,2025-03-10,,0.2543919606016474,0.041880259080662174,0.1225437673695422,0.22130862505917848,0.07055866560227013,1.425251867203737,4.6837916117451375,,5.477822523513026,2.9844941815114114,4.667784995595891,3.617318310870099
69,2025-03-11,,0.2497772982869186,,,0.15662485275199084,0.0,2.6713279435479813,,,5.209965719214907,,4.74703317079228,3.673603785340535
70,2025-03-12,,0.14331285356965395,0.0,0.1595108695493334,0.17368685805211373,0.0592485272775326,3.727568314289435,4.051564638464752,3.798163853195723,4.6161897712346045,4.300041419389045,4.458840834210655,3.3844090504496154
71,2025-03-13,,,0.0,,0.04961842253140966,0.0,3.6237583486643903,,3.4333151137821663,4.030637354153483,4.451007555863672,4.17374044537547,
72,2025-03-14,,0.2621662410533834,0.010991621769185514,0.17057052385856464,0.020856330221787935,,2.996438309864949,3.704677948906328,3.687940141734756,4.0709729978619515,4.574577792755174,3.609786291369713,4.634713675659533
73,2025-03-15,0.4944913321322941,0.26772017766745243,0.11464695745803015,0.05151632652735812,0.024061642945239603,0.0,3.3581818387822,3.600451752651778,3.83787923176081,,4.304417580202395,3.808674494011154,5.641541455059953
74,2025-03-16,0.6225848113037666,0.22435612328209648,0.06491676387966455,0.07888669434202622,0.0,0.0,4.012740161898591,3.09496764304141,4.573415903865674,4.791137276139526,4.881797979892232,4.438640423784743,5.928507298402473
75,2025-03-17,0.6084953955209155,0.2896461439477074,0.1894438344278195,0.0,0.04989124264514938,0.0,5.054890940865686,,4.772001429018183,4.998087962239488,5.450896013842742,5.564396062415007,6.492174522912573
76,2025-03-18,0.5618716350257541,0.27973764369026793,0.40024942641494043,0.03699041002684035,0.09281144931987578,0.0,4.928126383367909,,,5.02296078935877,5.376246901615333,5.610976804811762,6.024018859420754
77,2025-03-19,0.4209916880870819,0.3123415472673945,0.33532452972967997,0.0,0.028339059189326596,0.0,5.180492698276282,4.651301944805707,,4.641750975991297,5.468247077103341,4.955110173886317,5.94910679027485
78,2025-03-20,0.4110539875221719,0.6146316316032485,,0.1329520788922529,0.0,0.0,5.457753849896567,,,4.905738671331051,5.144129708537044,5.345269564601971,5.51702266352098
79,2025-03-21,0.3862474777531568,0.5043974734830752,0.3323894597522377,0.0,0.0,,5.191600541009987,4.2801656260790715,,4.6727798229122195,5.450168672283877,,5.690182051700607
80,2025-03-22,0.22890958675044618,0.40035338137429827,0.35751653316174686,0.0,0.0,0.0,5.090400390105329,,5.8106389542285966,4.6278401382758885,,5.8429896353762985,5.663414971590394
81,2025-03-23,0.39479410329334597,0.37800092338018154,0.43752557719610463,0.11222106806736051,0.0,0.0,5.290046801642373,,5.891762262865081,3.8180816968938527,6.212445160332527,7.612985362023373,7.033530651794205
82,2025-03-24,0.37089350422380774,0.39849725879785103,0.3356426433820991,0.14991391923032818,0.0,,5.73544915559157,4.96420936743259,,,5.825916523276752,7.826739001044835,6.441868755574883
83,2025-03-25,0.3319527709279704,0.2483903396399751,0.2877012765290486,0.21028233701626042,0.0,,4.820557177962926,5.266821528888781,6.088502725902822,3.343692313199459,,6.469687629944141,4.557942283904728
84,2025-03-26,,0.1357102392019786,,0.1418624258533401,,,,5.426873635247076,5.348596721060169,3.4185108945678637,6.860258832599037,7.1104486448824975,4.737368932649894
85,2025-03-27,0.11446877196203745,,,0.34091725391468064,0.0,,,,4.6382986720982196,2.913614119672574,7.029064370710315,6.739469189980871,3.7285857550689316
86,2025-03-28,0.048443679578053137,,,0.23407097346351485,0.0,,,5.996924478931581,,3.077453148247932,6.7225715542638165,7.393937904354838,
87,2025-03-29,0.0879385848181089,0.29998284976712847,0.271641939781375,0.2617832660742409,0.0,,,,3.6018590374687776,3.221024520125559,5.341735756399748,7.774276885430686,4.257477420712167
88,2025-03-30,0.21905701561860005,0.3870458249271292,0.184180621698326,0.28365806499621793,0.0,,,8.098361527511297,4.243775661758668,4.346872748330009,6.010858751381753,6.292019857556145,
89,2025-03-31,0.17170198416976126,0.30930136919649087,0.016595907779706792,0.29448133823850575,0.0,,,7.6036048678093735,2.6073536770796903,3.866560663845802,5.236720077994906,7.022683850689757,3.9823076281108345
90,2025-04-01,0.12446444195977238,0.1399386333131062,0.0,0.16333136457262717,0.0,,,,,4.722382547166719,,6.676231048596364,4.143234330159142
91,2025-04-02,0.12876771479180016,,,0.26957481956234425,0.0,0.0,4.629881027075842,6.777695297292933,,4.443778478112169,5.911259284502168,,
92,2025-04-03,,0.16149566788478528,0.0,0.22212735939763736,0.0,0.0,4.936971055068369,6.294828921378058,2.100233289807672,5.609944677531094,7.408185218586328,7.160363250508948,3.6365724421307988
93,2025-04-04,0.0812151181540482,,0.0,0.08111988190972066,0.0,0.05195021160238547,5.046505781485853,6.065487427637855,2.2762192623113497,3.7965797854768155,6.463137645288353,7.72818914356484,4.3646028685398806
94,2025-04-05,0.37003273082171895,,,0.06986515785796282,0.0,0.2292852845318219,4.760719986958302,5.7883698703345,,3.9961569538464667,5.639965685279916,8.098919415203422,4.03991414665647
95,2025-04-06,0.3765484096667551,0.06123996876583125,,0.040783246594943506,0.0,0.2518477894765683,4.281833984504703,,1.699826812290509,4.521128647788578,4.918355977202794,6.926133866813016,3.5471893873585874
96,2025-04-07,0.2650191024824384,0.0950209643482007,0.05413713142628869,0.05166163264169716,0.0,0.35868093833714454,,,2.788368031946951,4.908035033744583,,6.706950438101565,3.4949355227753376
97,2025-04-08,0.3034720885796035,0.0,0.0,0.14619401906133606,0.0,0.26515713619991665,,7.016678171636843,4.120441898027803,4.733653145464752,4.822550038880188,6.107745249713989,3.7983972602953373
98,2025-04-09,0.3477382003153551,0.0,,0.1580926426635764,,0.13891787305636263,4.614330302882702,,4.110435880920932,4.6936728608806755,4.756274544850495,6.329302473486829,3.8487428245011155
99,2025-04-10,,0.1791467750108734,,0.12850620799272175,0.0,0.380680490931733,,,,5.567330514251623,4.688323087201866,,4.3818108318730955
100,2025-04-11,0.3971218503476277,0.15067001901192795,0.17485275650470716,,0.0,0.1140301321933837,5.1596783856552495,,3.5564090062471836,4.738615408388473,,6.815514074134344,
101,2025-04-12,0.41214168015120445,0.0,0.33921236572205743,0.24314655089886553,0.0,0.094950280768129,4.8859560018013335,,,5.753568477505115,3.9236396373552433,,
102,2025-04-13,0.42164025329049054,0.0,0.28262862129031313,0.25044834769596613,,0.17176243348820514,4.814654684498457,,,5.9904053501392855,4.032695775967752,7.205377745035298,
103,2025-04-14,,0.0,0.17390635919352235,0.2825923361147259,0.0,0.13712242327533605,5.1526046770105625,,,6.642011044999354,,7.145719621425854,
104,2025-04-15,0.45284333632340695,,0.15387581249977145,0.3641019201067584,0.0,0.32454269748966164,4.553338897868848,,4.726317540000871,6.281615101433191,4.073086977444157,7.294200846592188,5.3802965964958664
105,2025-04-16,0.4733862215660474,0.0,0.14323804176500074,0.39338412098652664,0.0,0.21562554588904395,,,2.907635971144242,5.575637791098624,3.2862845012120725,,
106,2025-04-17,0.5480877863876854,0.0,0.14854592919757756,0.34435948732940597,0.0,0.33270841047041344,4.1942037062140045,,2.508935519053927,5.133526074486567,3.233251480367108,6.399932084702993,5.20215955331463
107,2025-04-18,0.6766177612132853,0.0,0.2192118327336186,,0.0,0.49257472380256817,,4.961083221129765,1.8794314971551902,5.7483310178256435,3.4845627265614576,6.05213182893376,5.271577968329712
108,2025-04-19,0.8010523126349341,0.024145337435208643,0.2912001984354857,0.3739910343543965,0.06841765726812415,0.302458485765839,,,,6.013523426741737,3.495877051514961,5.0834085668538815,5.6231920620349
109,2025-04-20,0.9232269763960399,0.20644363810823363,0.12644849583341738,,0.02606250412020568,0.18342037485140197,4.1503208236895786,4.410699889854818,3.086396447616212,5.030677316860597,3.3531469828625835,,5.458643695915866
110,2025-04-21,0.8205827839458936,0.023379786816726422,0.1351507675868527,0.29216749497770306,0.12803819863786597,0.236328088191897,4.849870203711059,4.941302836985778,1.8060714097454975,5.310199392021023,3.864483692420486,5.737386348493988,4.946198169752823
111,2025-04-22,0.8816717745905698,0.10252535162758868,0.0,0.14648977716005207,0.287913836762715,,4.5838865002790925,4.766358119137152,2.9628903145345644,5.03126909195609,4.000024259959723,7.128918823934667,4.288949180821427
112,2025-04-23,,0.13177106255955542,0.0,0.21783884074126458,0.34493931169839104,0.20496992668606104,5.045580226921912,4.722926579330888,3.509959015449592,6.097689110020024,4.771678397957563,6.730266279839755,5.128307933160487
113,2025-04-24,0.9569699508759739,0.12868002779449678,0.10259507495475492,0.2951256839413449,0.5366594964331602,0.22207746267241762,4.083451646411641,4.058970523334531,2.4790187019717775,5.869987702677462,,5.926247583202932,5.184962926376977
114,2025-04-25,1.0,0.25567910898157575,,0.34670214164034663,0.4344700251998107,0.2685973492441748,4.080029995915071,4.639295320855883,,5.773527076597821,4.6210062188333225,,6.263697359955341
115,2025-04-26,1.0,0.2625192764402714,0.29621497787897627,0.3558597569785721,0.2943747431681275,0.35956082791936095,3.3189629465891275,4.353182824827572,4.506072734875384,5.474767655319816,3.6082953230304504,5.159900252714389,
116,2025-04-27,1.0,0.31626145065092254,0.3066564554773064,0.3411339885823457,0.40988957346028865,0.413685918257044,3.434940531459058,3.8990717112179603,,4.700136901924026,3.6901254636523637,5.240833671647646,
117,2025-04-28,1.0,0.26586192279140797,0.33239849479962946,0.35810249632709595,,0.5369602127831385,3.947708542222977,3.4857639698797396,5.4099267459792575,,4.124184573421772,4.845682103596227,6.593684273671482
118,2025-04-29,1.0,0.2731391488104294,0.3397017773708741,0.3151027670210702,,0.6324833067915323,3.8803365942563017,,5.357068510941303,4.888106211753959,4.287174352222724,,
119,2025-04-30,0.9797542469281282,0.2652664074614294,0.3294429233566245,0.2030283719628227,,0.42988334993094746,3.6699095078872395,,5.673924108652897,4.522595527141655,3.8280070280860663,4.232320742034668,
120,2025-05-01,1.0,0.21972683947658314,0.4405230264268734,0.23480780476337124,,0.4697915209845538,,2.196808763980019,6.360494311688561,3.3676326904715426,4.289388078339109,3.3991740340897687,7.025459326945682
121,2025-05-02,,0.31350892740939,0.4734525158283235,0.14901458649970234,,0.5369321677312394,3.565313597428769,1.838780439064975,5.797690906290244,3.67532353039831,,3.386714276911477,7.108222376747899
122,2025-05-03,,,,0.11309207509152475,,0.5179628592637405,2.4004619048043545,,5.173706109447704,3.445147169885742,3.3937482519286313,3.2050761841229267,6.431823873078325
123,2025-05-04,0.9602522509176494,0.6087782154174589,,,,0.6005594574343958,2.919512759835333,,5.0232511628219605,3.0726793094515017,3.5684461508808343,,
124,2025-05-05,,0.5618717996568408,,0.1729442694691222,,0.5724971453553734,2.7167255000825743,,4.451627265235785,3.5721916718112277,3.524868832810922,4.358750719449738,6.7489085012635135
125,2025-05-06,0.9293996857637867,0.43750978952984554,,0.0,0.3183175707402985,0.30102721305688307,2.7175929430923205,1.963447134048292,4.597044043289295,3.895215927634852,3.3886675861773923,,6.839386678929271
126,2025-05-07,0.9057687343036439,0.4858985235541954,,0.0,0.27655906102231703,0.25099256275656445,2.5610394177233333,2.320929893270337,3.854433273829473,3.3924792158123136,2.9457067007615536,5.114778866740885,7.207282279727865
127,2025-05-08,1.0,0.43775932850263205,,0.0,0.36575329278794455,0.38195126191982076,2.4263433408578723,,4.285771285892494,,1.7303526882341342,,
128,2025-05-09,1.0,0.31044123207426894,,0.013352555493581617,0.44162041003381936,0.5155997287319114,2.585264877225141,2.5080903399818104,8.448365339794233,2.884003856833591,1.333720861977807,4.682609266455553,
129,2025-05-10,1.0,0.24133176609411366,,0.12576450842310918,0.42672292566534475,0.5608214052445192,2.163518699764035,2.2446483612594146,3.547857146988658,3.259873057708308,1.180676785834566,4.218430764954922,
130,2025-05-11,1.0,0.26434499867007555,,0.2436124399003034,0.5304537180337674,0.6151267307387834,1.8743188933791517,1.6375308932682175,3.053758000864664,2.9789351228151344,1.7263745422627355,3.7990152107493116,
131,2025-05-12,0.9927724395663605,,0.44255165862918067,0.17497769440852878,0.604890364795356,0.6907305170022164,2.0512948785472958,,,2.3004088869865904,1.2268365236468375,3.59134216066336,
132,2025-05-13,0.9594517519941611,,0.49269222599630735,0.13913532539414547,0.45785798771106145,0.6146168555264268,1.4637194412971521,3.1719703639202326,2.252486679577583,2.2651483304856357,1.7798309822292968,3.5364342154464965,
133,2025-05-14,1.0,,0.5662243123083907,0.20349896964214703,,0.6957155174778368,1.0969338227474161,3.7761797812381044,,3.1971988571175585,1.912895991731768,3.129943641700243,
134,2025-05-15,1.0,0.29332129354430647,0.532856373409688,0.20842466020637637,,0.7085993646249895,1.2156732979353277,3.2080436831786434,2.6198724279883434,2.7861672214460533,2.6810101773287003,2.435941108184632,4.5563069413178825
135,2025-05-16,1.0,0.47027927104078293,0.42338778118133036,0.2716566082812383,,0.6272588528732642,1.1179771459683296,2.9159371081843366,2.4030151238650013,2.7645444163017006,3.56877798488963,1.6507034733125832,4.039870697010829
136,2025-05-17,1.0,0.6526418398244604,0.15997314987908207,0.3301957286555944,,0.4512314837047177,1.3742696292130225,2.1916427223425394,1.998137259454947,,3.4446241615271713,1.9901741650030655,4.349694430415488
137,2025-05-18,1.0,0.7205908342017209,0.24725162028527145,0.3439883099162011,,0.5341148487403653,1.8209882004191797,2.3098696883033534,,1.851579686522993,3.6038509278638613,2.12554827036322,4.787326114972193
138,2025-05-19,1.0,0.5631116870925718,0.25638120123043195,0.3892122965560737,,0.592347685131531,1.6390258013543435,2.6525621390869056,1.3735444170648055,1.7354554628877612,3.8306822740040607,2.5542740489891615,
139,2025-05-20,1.0,0.49545225746079063,0.3519526400878505,0.3690074352568201,,0.5488418819590021,1.5555190233761689,3.030758701202927,1.5595616887467763,1.8966237097051037,4.459244440551046,2.2199461765160766,3.888465673960648
140,2025-05-21,1.0,0.3623041321574404,0.4122482669623411,0.4830354845761594,,0.5450796850576769,1.6043554253848002,3.8775469712507227,1.2494422474110074,0.9539177499728726,4.855072321564405,1.832172874980122,4.523652198940476
141,2025-05-22,1.0,0.6414976926452465,0.3733767208303217,0.5628552421384685,0.47265396891093375,0.5706686708630602,1.54126186301116,2.7021898043850485,1.778989631866747,0.9444175588803735,4.714120337442464,2.4320147268448293,3.886909552139816
