t_index,date,P01,P02,P03,P04,P05,P06,P07,P08,C01,C02,C03,C04,C05,C06
22,2025-01-23,0.34589288858397277,0.0,0.41675538384311833,0.32939717676677427,,0.33234994400068385,,0.1707520281541769,2.554461109188191,4.265050412899744,,3.16402456470588,3.3681248141914963,4.728556479346062
23,2025-01-24,0.3491529256346437,0.0,0.520681553473664,0.393566973687504,,0.21759375540958664,0.1290875290292509,0.19851087126172354,2.5440719856941865,3.7515252608623966,4.272350453171568,,3.572344758402733,4.7352181690930015
24,2025-01-25,0.503457260019917,,0.5948667269754534,0.23315325557586508,0.2858472356261803,0.17347415762165144,,0.15115350246689557,,2.610276541851293,4.062953333298252,2.8263653046980806,2.7907086573479387,4.632204515466834
25,2025-01-26,0.45153905074828193,0.013778825596428328,0.4187596245510109,0.14072731492156465,0.24551553643279705,0.32663851437434355,0.029470205905952923,0.01647426507752353,,3.1463767663906803,3.844181479488614,2.840304190482265,,4.6458387530068
26,2025-01-27,0.4233265958918189,0.05785942361614139,0.3272144294406286,0.06453993133671218,0.2786597676219042,0.29742152150590234,0.03834737648104312,0.10982053807889264,3.001847918403436,3.0446231735734166,3.945656896690276,3.273727809624395,,
27,2025-01-28,0.26057682858744197,0.0,0.17815884074819197,0.04257391108404879,0.5289968582803922,0.18925350807827834,0.04407918899472023,0.10076459729215553,3.570679918860423,4.050045449524433,4.021494881483776,,3.4766662823764474,4.793449963157793
28,2025-01-29,0.04609329880616436,0.0,0.20700439217614805,0.0,0.38944001992841687,0.16771308069786947,0.20677367602967117,0.02958258574629824,3.3493229911875178,3.751579901958325,4.335842192324857,,3.6831387785591407,
29,2025-01-30,0.0,0.002931562167222561,0.2562016873736169,0.0,0.30007833708092396,0.2385420111913477,0.31921161184350405,0.013854109236331208,4.110654331576318,2.760687270337262,4.188670749832862,,4.02126260251348,3.949872555447194
30,2025-01-31,0.06490160959545589,0.012701186975884843,0.2699883296806648,0.0,0.33146112794362015,0.0944619414346978,0.3315423364693015,0.0,3.433641972783459,,4.037767466940744,,4.406730784376527,3.2556468945551327
31,2025-02-01,,0.0,0.14875796802049024,0.0,0.23436450164130276,0.2618680419245407,0.3207222171765286,0.0,3.934231640466784,3.3415978156620314,,,4.667253622008222,4.356310021430251
32,2025-02-02,0.0,0.0,0.0,0.0,0.1992161088359462,0.16548186370284992,0.29770903384942027,0.07365092475127329,3.5572872827158077,3.594372966763064,3.6655558379572706,,3.745606678834479,
33,2025-02-03,0.0,0.0,0.0,0.0,0.3098115717348541,0.03106007264707336,0.28787792450246213,0.012451605843508018,3.7118497115767406,4.389123500238357,,,3.278190522174005,5.79231835327202
34,2025-02-04,0.0,0.0,0.09319055981321599,,0.39779668541043156,0.07171991327088056,0.3694181770630851,0.1445751135513247,2.9600347936716536,4.871883580134201,,,2.771427475157681,6.556152628113674
35,2025-02-05,0.0,0.0,0.0,0.22739647300240262,0.47038932474164724,0.0,0.3925664660469616,0.14104347212158366,3.0173290453987263,5.673978809138999,4.954187389276273,,3.306815262900515,6.192438323050903
36,2025-02-06,0.0,,0.0,0.1426384495978435,0.442777382749537,0.034294477887042055,0.36285330837243196,0.2096484543244479,2.920299002631121,5.039834824141509,,,,6.177240098610692
37,2025-02-07,,0.0,0.029667001537074758,0.0,0.5098657758436558,0.20208713539630202,0.4836639390067685,0.3182295385561567,3.428484214892873,3.8713727100361552,5.263707584425863,,2.7394720637383805,6.281115016881504
38,2025-02-08,0.019005370272888927,0.06662730005097564,0.017208850151524586,0.005445214964813906,0.5861403632441529,,0.5212217344010996,0.28736326538540735,2.879830573022629,3.847892539665602,0.7997877146970396,3.9507932951863434,2.681440682142378,6.458837895639299
39,2025-02-09,0.0,0.14790621383283503,0.017856836350836416,0.0,0.464811007031525,,0.5361519198408178,0.1745461821853373,3.487695540559226,4.1540997295429944,4.243569911586518,3.586452296781061,3.411341215589732,6.029344617663328
40,2025-02-10,0.0027816035846963683,0.028787276058224884,0.08444702430875885,0.0,0.4659492783234048,,0.41975838545064786,0.08471487614086592,3.4722348022069562,4.9593030564129466,4.840095856554786,3.614610675461376,,5.783420019548838
41,2025-02-11,0.02401812456390505,0.0,0.23280324755343434,0.0,0.3097323441770639,0.34560503770864864,0.32961367289467913,,,4.570092666105682,,3.909108087991914,4.211673800661112,5.677355541048659
42,2025-02-12,0.0037101422319322785,0.03883324750025778,0.1393250724933385,0.0,0.388898843349419,0.308153986606107,,0.10314022367298148,3.4417161242238077,4.01627501835939,,,4.023857447921593,5.368251556205759
43,2025-02-13,0.0,0.0,0.2189168487352166,0.08452048845691978,0.3106999330329752,0.28837149070080836,0.2812626312176511,0.19058844139483536,4.086553245689031,3.168352569737483,,3.115866808229282,4.001028679878026,5.512953592775423
44,2025-02-14,0.09548341304242068,0.002999588206691991,0.268424734209905,0.11541332732761762,0.40650115490720634,0.3383375506792571,0.2700723196066909,0.4449047358608561,,3.4367917785688853,4.871815572233677,2.7509777601311156,3.608191507505137,5.005070163142207
45,2025-02-15,,0.01168317760241596,,0.2391462479404076,0.33305373870321,0.23516513589077664,0.040709835493481394,0.36871836944293107,3.873360360256907,3.026108691567653,4.633987900956582,2.8832428925704154,3.437739481210279,4.926251664052668
46,2025-02-16,0.0,0.06920327228983959,,0.24073586220557355,,0.29155039664684756,0.02300182609810912,0.3362729607380325,2.930733938752704,,5.4610744912477,2.9307319350185974,4.750900248776137,4.750577840387866
47,2025-02-17,0.0,0.07201362681393939,,0.13973377869163084,0.2793710166058628,0.2495804008746906,0.13330901661820826,0.2997215164984957,3.631098847185205,3.606172043193078,5.657136586122151,3.4008893409277876,5.580324556371355,5.593362586161006
48,2025-02-18,0.0,0.1473735994848592,,0.15717971152399174,0.21957505233863256,0.3880228014986318,0.14606322544257466,0.4149527881647023,3.2204974840703637,4.022005966695665,5.451399406576359,3.113809434600719,,5.844133159062685
49,2025-02-19,0.0573053665697519,0.011388670095973621,,,0.2374089944106281,0.2625186746977768,0.0,0.3810333815673535,3.364186194990813,4.661575129358123,4.64286894633697,3.1038847297331618,5.59296738452984,4.9268707798678895
50,2025-02-20,0.14542580120776175,0.0379963498365488,0.0,,0.2527185024269508,0.4066774086859118,0.0,0.2929996257949511,4.241716507816564,3.8398933981633814,4.221958574421501,3.257719422082943,5.790946545392228,4.733728219090152
51,2025-02-21,0.1822757140413818,0.07912043667307436,0.0,0.32400634897474667,0.41132857256588273,0.5384421142925904,0.007066106485934941,0.40696006210376984,,3.9016236559670814,4.4405907519519445,3.1527435939491784,,4.4358139030838695
52,2025-02-22,0.12669349664029309,0.22127368406364134,0.03155427063670078,,0.36922772701690937,0.5295707794660816,0.0,0.3343457629306809,4.521388901993726,3.362687011196358,,3.0868773715085074,5.6442160320688535,3.434813068646613
53,2025-02-23,,,,,0.38392427147092284,0.5832915964523109,0.0,0.42839266291716027,4.015100301964898,3.0718620050949954,4.809186360865542,2.7607484716051642,,3.5767705293912204
54,2025-02-24,,,0.04536871539505075,0.1859567769044315,0.42103936466534075,0.6732824223875306,0.025950736730897553,0.39012269950916123,3.607301060335603,3.9398811310068074,3.9258299690190253,,4.764022758615938,3.0930252999499537
55,2025-02-25,,,0.09524508649463237,0.1665884470622464,0.46545494649983155,0.5979833737656863,0.023841635566075246,0.3981512814582786,3.089994873110709,,2.8781457043492047,3.5460222315847507,4.264288336009697,3.982178455032682
56,2025-02-26,,,0.012655791549055412,,0.2486796819616246,0.6340010746565841,0.0,0.32983825669575867,2.227520960286525,,2.698081621081917,3.9166920873874487,4.569459524031224,5.071247953735372
57,2025-02-27,,,0.0335239937448594,0.05095604639640165,0.21528231034009876,0.5764120161707151,0.0,0.2368883049754057,2.881392119827945,3.319490683865361,3.0380456571716863,3.96907637486777,4.981469952202072,5.717844897860675
58,2025-02-28,0.03430596154035958,,0.03447979598836607,0.23098439543399557,0.2334211817562087,0.6151675805413395,0.0,,2.484152835727235,2.962563625751569,1.7975002745769615,,4.702512396540802,5.488200682424855
59,2025-03-01,0.09403356943657672,,0.01815609859323804,0.15230494516061988,,,0.0,0.27489637027165603,2.401632953909143,2.9083591402835274,1.7643499067596962,,4.461220536524096,4.944917314085059
60,2025-03-02,0.06529427990643283,,0.10752820412948683,0.17199059507519265,0.1135770352108722,0.6762333424987558,0.053676779249789974,0.3158073001517776,2.045978727432522,,1.9671601719931933,4.790190547098849,3.621561038002528,4.223543810559104
61,2025-03-03,0.042503039601283495,,0.2009125819365245,,0.16998903323016798,0.35804170850227124,0.07913384925320462,0.24866570570856905,3.086850157329069,2.1506901288713296,,4.416466249824423,3.016877546357155,4.871788279317128
62,2025-03-04,0.0,0.0,0.15775624324311044,,,,0.1310391544078524,0.1618651602341286,2.765949622231363,3.3366008737755326,2.070872195575069,3.4909496596425704,,4.456367547206158
63,2025-03-05,0.0,0.0,0.13195356248896506,0.2060741865109321,0.1537066597345347,0.2948180673765354,0.2097668998775909,0.20140404451304458,2.4348719324388477,3.6233584087879267,2.1372244535301532,3.903481936054766,3.0854647619362585,5.537567261987529
64,2025-03-06,0.0,0.0,0.057055156145168054,0.2933943405666736,0.19844987955980206,0.4015906922970107,0.29366200992165986,0.21983729315204473,1.8501028818893537,3.5985271784403206,2.0711927433563604,3.6952814711312807,2.8349103435552707,
65,2025-03-07,0.10133123141545285,0.0,,0.3016506371180467,0.10542561616237717,0.46629190177295843,0.23790940782340553,0.11618467175533281,1.6481672950423378,,1.3091199530349857,,2.9227860087464275,5.1241373958919425
66,2025-03-08,0.0,0.0,0.0,0.28543178897477556,0.20349768698380002,0.5346446050310169,0.11480389101159738,0.11909875003516375,1.8732070427383614,2.5069079560464957,1.436334899466796,,2.531405756235914,4.483519638134422
67,2025-03-09,0.0,0.0,0.009044148856275289,,0.3816388412523286,0.39225306258720005,0.08832927351173503,0.13965432362033464,1.6367457623477126,2.4125444054287586,2.590298096415056,,3.048430736256356,4.65695441930762
68,2025-03-10,0.0,0.0,0.0,,0.27415109766856616,0.44071655925058695,0.09862129027583598,,1.0640163277896235,3.0793467518319324,3.298926229071743,,3.1198270613085244,4.186101538366707
69,2025-03-11,0.0,0.05431525425226395,0.010106994707697117,,0.3893833765873988,0.4977380956896033,0.26742971607611044,0.1468705098143856,1.3408329514744823,2.8886940345597076,,4.593398491678953,3.5087846317394225,4.310157330425768
70,2025-03-12,0.0,0.02565203946411563,0.07341653558087485,,0.4282901629199554,,0.3278589376262595,0.2221185815832147,0.8137926725716714,,3.86967376803441,4.17615078718148,3.8758752077767635,4.633281243666758
71,2025-03-13,0.10607908967663542,0.08815104539477739,0.19458637578869045,,0.4103482603898378,0.46661438092863655,,0.34869888110289393,0.9718425706865444,3.038803235983179,,4.19904110344508,,4.66432133264276
72,2025-03-14,,0.1624239424860582,0.07836715400966388,0.19865672787450087,0.467590218092381,0.4321757369338427,0.26270996861554224,0.30484228965436205,2.064004424847938,2.882112490224023,,4.124758177590848,,
73,2025-03-15,0.018052396691446773,0.07663229852624544,0.190443987502044,0.15568061573550487,,0.41558289854024016,0.3293255089969933,0.539512460569177,2.5679620184082537,2.879027920921753,3.558753163062514,4.594623789457474,2.6030024416563955,3.9767439676354397
74,2025-03-16,0.17953759117152301,0.031753311011619226,0.15264255085681236,0.049479460778447226,0.179029800894766,0.5025919864186914,0.3339823701157401,0.5935180635872688,3.422854045450432,2.9439677705691616,4.1780220738982194,3.995604655194238,2.002907810051732,3.869388560633115
75,2025-03-17,0.0,0.0,0.0713450948825483,0.0,0.17343463400065268,,0.2920065622148156,,,2.679545959257914,3.501361367432084,4.23367325122353,2.86005396739658,3.6984812504259326
76,2025-03-18,0.014197403506610251,0.0018616747058311928,0.008444583934903105,0.0,0.208488824079165,,0.32353526738765404,0.5946694356437229,3.8298250773375058,2.842438257125361,3.134617851015734,4.362405336199262,3.0293183006617883,3.9352215328683586
77,2025-03-19,0.0,0.0,0.02117197412471766,0.0,0.14034402664020512,0.4585493525277801,0.20867005868057903,0.4279774903142048,3.7646433541028923,1.8730608720222335,3.449294903987228,4.5979619871008675,3.190753375498131,3.415903011246777
78,2025-03-20,0.0,,0.0,0.0,0.27766510008310374,0.5802753696544987,0.21442261109015273,0.5768647859646411,,2.3688650913537312,3.228251497493827,4.842515325793063,4.142698914058083,2.6188512319686814
79,2025-03-21,0.0,0.22882718414755196,0.015112303018053289,0.0,0.26760584797690024,0.4726476181841795,0.3230294750168298,,,,3.22175531007587,5.6108033844864424,,3.744134785055039
80,2025-03-22,0.0,0.36964797085959233,0.13286913791006683,,,0.38773411757294823,0.45671104343906677,0.6120544018754062,3.9878124976183966,,2.744565656460705,5.313236674125067,,
81,2025-03-23,0.0,0.377463232514467,0.13786785048477945,,0.22894301409468304,0.2671621116783112,0.5147322205564718,0.4466815597767448,3.0767881134890613,3.358363055534303,2.8895139119717377,,2.5749889916854136,
82,2025-03-24,0.0,0.4777314905440374,0.1367812956215533,0.1928198704739558,0.07423254253367201,,0.5643235681765963,,3.394488048010248,3.744841233450266,,3.718415723118343,3.4903271550550334,
83,2025-03-25,0.08521754348098312,0.5556152093264968,0.11809814824093284,0.3257794248417701,0.2128328638737903,0.20927738857455985,0.47932564053372073,0.16352614383719874,3.7135307677494094,3.8655805679000133,,4.033549259504482,3.2912997998958415,3.9164095281878892
84,2025-03-26,0.0,0.4369494487436084,0.22260203764350128,0.14740338815964169,0.24559417483610593,,0.5298235028705683,0.32792841506883386,3.4771165827214707,4.021824245092736,3.710103739456091,3.612324948205514,2.881335425968865,4.059883688905035
85,2025-03-27,0.08587715861025305,0.36825470032376817,,0.08250603256234801,0.2892275426838948,0.1887512032500497,0.5565289919087868,0.3849495121402773,1.866834608357509,3.322083532289375,3.113538801646559,3.4333855827449318,2.168723969297197,2.5613644478587387
86,2025-03-28,0.21579420182548065,0.34442601236065323,0.19841515256525763,0.08367656232873946,0.325355791285196,0.22053274267938197,0.5390081081712679,0.1892493771523017,1.4933327367707785,3.1132707706155167,3.732147654568072,,,2.3590767335890273
87,2025-03-29,0.3232313749003589,0.3617543529669441,0.09769728584737937,0.19760571644051103,0.3131023299271554,0.31792432332297993,0.7552199611795195,0.24216347905262878,1.0996414339683065,3.3062673607740782,3.7409779422635308,3.6418376462610054,2.527747363036409,2.4028263128005363
88,2025-03-30,0.18087541778939412,0.5584234500901585,0.28737434306221676,0.2497226752374428,0.341226765256758,0.29605152805822244,0.8990609077395261,0.35706520632190514,2.3583380126730598,3.478346459966186,2.9658705464960406,3.036138384289785,2.578835833438112,3.065141320517663
89,2025-03-31,0.16268898683090058,0.49609344487209195,0.011018507001705369,0.2666881146210346,0.5141458855059364,,0.8733679340192091,0.4280415759513312,,3.7631855847861955,2.327426113013868,,4.137742894863591,3.279127627049685
90,2025-04-01,0.19364578758914283,0.46458246373960393,0.0969427671372789,0.3980833250947892,0.6386179985205566,0.2930308165277358,0.777761000233922,0.3078743166644884,,3.2758676787288095,,,4.355370942148752,3.339583326544852
91,2025-04-02,0.4176619428474838,0.4430572224228228,,,0.6892912582844297,0.4329479789593582,0.8353345183235923,0.22282223847316296,,3.6941122374787065,2.9775976123004275,3.7971078066536252,3.676748533210467,3.61165987691137
92,2025-04-03,0.5033202710117526,0.42247670504249746,0.04721999925516329,0.5730364299100505,0.6141934403183554,,0.857226661776428,,,3.8002744017494376,3.053603316516115,2.999298677403,2.102713782459297,3.140221222428608
93,2025-04-04,0.40578646264085677,,0.0,0.6274916285932935,0.6358676621104847,0.6512660763552436,0.8334362098239413,0.5258972829977241,,,2.501541457763019,3.3713831072494145,2.6393846244806842,
94,2025-04-05,0.28053154412038717,0.3020093695624672,0.2328192816266433,0.4751400949889137,,0.4847786809301331,,0.5978097639599274,,3.793826596215564,,,2.973886655448139,
95,2025-04-06,0.36033094053942055,,0.4777056401194034,0.6050949679869648,0.4221714271687926,0.3218175555310181,0.5432730437843487,0.5263800043610353,,,,1.844212795729402,2.313276152923685,2.6620058490808085
96,2025-04-07,0.22746750659608028,0.30534843949493873,0.42059574730047533,0.5534709662154909,0.4483431739230931,0.41031974987235553,0.5741831242847465,0.3255259153199521,,3.8013969087923005,3.063990486305637,1.7083395628618756,3.5196049675500585,2.760816452738147
97,2025-04-08,0.2618257679275903,0.13718320502602901,0.435925040867904,0.7308672857404908,0.19504432048742487,0.3393342627813627,0.49188931341957337,0.33773719120614554,,4.014950905143554,2.3428894641241254,2.415398924219498,4.339124803157662,
98,2025-04-09,0.6091341405831456,0.20622945934556014,0.5658611880254367,,0.377148645039027,0.36993438494128134,0.5915718920225006,,2.5607372751213275,2.8521563671423933,2.6488516219422342,,3.241669853065562,3.268677098676628
99,2025-04-10,0.5349890413377316,0.2816195482487398,0.9265585026283687,,0.3232852170902298,0.41202722173057327,0.6373649724063993,0.5301511241490294,2.4707318146022024,2.064236396080669,2.298999260164165,,3.2456581513076013,3.036202779307099
100,2025-04-11,0.583646987212475,0.11206758376979517,,0.7971923077949695,0.35522300197761103,,,0.6441570934219034,2.379451611573786,0.9068859240822285,,2.110158170339061,3.7069765074191077,2.5704117964564372
101,2025-04-12,0.4230157952627573,0.36480556741841075,0.6820621487611764,0.7038114287437672,0.3680360139768051,0.6193542063942377,,0.5663458156599466,2.605712581836431,1.8547452279773742,0.6743353549950556,,3.699272938339495,2.9071834219515917
102,2025-04-13,,0.5421737251066303,0.5398109046285514,0.7991229014551386,,0.6636314119926785,,,2.339979851974886,2.573053367940319,4.199561154223128,2.4687576216732317,3.124783947060528,2.5880292835235585
103,2025-04-14,0.49485283808057434,0.6128057935698265,0.6342834570815138,0.6851323754591412,,0.523053315326635,0.6412605400232998,,3.0547243620178555,2.459508992643211,1.6296179906400163,2.5662781519236977,2.914343256057779,2.316049317530545
104,2025-04-15,0.4317207880781095,0.4431210919736678,,0.7055258541704077,,0.42785413198128647,0.8726312507714697,0.6503755240192526,2.0859289147372513,3.8110265057550734,0.2591809532640703,1.945022038338862,3.485965021269444,3.0124829016262273
105,2025-04-16,0.5910076005782526,0.586099066520238,0.5980812758145615,0.8170704251859786,,0.22506790506308869,0.6863299139576972,,1.4397253582679936,2.5891113015804086,0.3844981199329793,2.419546066781383,4.670527720924396,2.3871867554611894
106,2025-04-17,,0.45397216183076317,0.6086348444797663,,,0.45289240859255586,0.6612564238914955,0.4052829021554585,3.4255898539523013,,,1.9588022858919647,4.779690740563298,2.53195858070568
107,2025-04-18,0.3843281050578704,0.5188509610196625,0.8292091594318229,,,0.4278143521751275,0.5754059478584763,,4.264034323895765,2.865745359154656,1.5860638969888998,3.1513445994483096,4.366505167624822,2.452170543434834
108,2025-04-19,0.4203706384081085,,0.4367176453189246,,,,0.19395428592865502,0.05880909246463545,4.613124412150755,,2.2741014240239537,,3.4662601250958467,4.476689443830399
109,2025-04-20,0.4634811752819571,0.4806861262054551,0.4392519419363647,,0.740440418959156,,0.21386037382135367,0.00614573285671996,4.393247227909327,,,2.365788045797472,3.020832338558533,4.8871159918403535
110,2025-04-21,0.7241783543619997,0.5692854016939957,0.4349175474229768,,0.9017410516273384,0.18127133436032003,0.15932523917017694,0.06998691376460672,3.2884195045768143,5.416349936084703,1.9766454154616475,1.6882686883262366,,4.911562144745918
111,2025-04-22,0.6716578146354748,0.551673743273985,0.2773256704166861,0.6342926424105981,0.8408320059423955,0.13530558391686287,0.25706063481416885,0.1687465346933315,3.864955215638508,,2.640005597332203,2.2222627245736732,2.569578830391287,
112,2025-04-23,0.6259814422080776,0.28979273325780386,0.4894061705167062,0.5101510073971897,,,0.22268952827867644,0.29261650081058727,3.495292390818701,6.455140287364635,,2.1270020030455985,2.7497789130159265,5.8402469270548645
113,2025-04-24,0.6937553302492222,0.3225478824835897,0.5734698009176564,,,0.07415711817468523,0.819617528438587,0.201361306987567,,5.653477298259452,1.926659731695935,,3.024058208676864,5.895511203239306
114,2025-04-25,0.473522754296754,0.3956547712993239,0.5933042098603155,0.4908346114704405,0.8054388467448012,0.0,,0.16355953875658313,,4.027121578316207,,2.40179988035573,2.4568955481247037,
115,2025-04-26,0.2833594224189219,0.3319848594652271,0.8126389144056962,0.4299179315076193,0.6939446150265463,0.0,0.5535362484264666,,5.033805885999925,4.9819555497718495,,1.6942321487400165,3.0956824585900264,
116,2025-04-27,0.29191074866495936,0.3392443696779523,0.8956199040923097,0.32424162592284445,0.7364861704377428,0.01025694957396553,0.48416541280155834,0.15579477017281967,6.574290478995405,,,,4.203770293694818,
117,2025-04-28,,0.03196649549683628,,0.2512760447908532,0.711290056758991,0.0,0.4478096372707304,0.4384919314295361,6.589920246061831,5.386600397296132,4.393809476745421,,4.907520227847051,6.163527627763148
118,2025-04-29,0.23405511744728982,0.04218702759232057,0.790548953521313,0.14597911149332987,0.710761479082054,0.03317678682843656,0.25879098912926035,0.5010822175662512,5.331744678103464,5.181182478992984,4.06658120680047,3.131269868345413,4.794028407776468,
119,2025-04-30,0.356089918435046,0.4816339568174396,,0.46211073328419483,0.8823531958885317,0.17888350059185432,0.4138040685357959,0.45184556291008826,5.1598379750605545,,3.555913324067088,,4.084301810597184,5.79624288387835
120,2025-05-01,,0.6641558272913981,0.8334566166355948,,0.7531945303819584,0.0,0.34450496641225253,0.5248275752021772,5.681606962364428,5.02512387653414,2.550886564202424,5.017118887538004,4.801198794117416,
121,2025-05-02,0.2804542638292613,,0.8730827324393952,0.534760118289326,0.8813718846983217,,,0.4388087946640761,3.9915382685722225,4.992162125569087,4.392122570078275,,,4.69188063441333
122,2025-05-03,0.3101018270474623,,0.8270505843469671,0.4612408982870235,0.8575533367272961,0.0,0.24854993106722684,,2.7541401133048833,5.549094472901678,,,6.229653032016161,5.326710190175647
123,2025-05-04,0.43160152058122125,0.23515930938212634,0.7667511275064331,0.4797009895695825,0.5928265068561767,0.16392439779734086,0.19568901730937197,0.6906993199853959,3.401550177194183,,,4.997208041013838,6.547300737768402,4.614331180081453
124,2025-05-05,0.37952378747805016,0.17024613644515432,0.26895063560220694,0.166172152765737,0.47959394037405934,,0.35002515963773484,0.8071730868076785,3.0121546410668696,4.7097224606529124,,,7.509331954243876,4.659367646185939
125,2025-05-06,0.4158706626851088,0.3381102575316627,0.2762003918293175,,0.5200203636642516,0.5420797543792918,0.2432559064987302,0.6654130978095409,2.8864670232815177,3.468249550719437,4.921717085632151,,6.703643597919964,
126,2025-05-07,0.3924488483560658,,0.25812962691934926,0.28723900869303653,0.331863402799441,0.6732858190273114,0.1497242940117812,,3.988963724085787,2.7401928966346096,5.99772709499543,4.620955525597924,,5.4773553505027515
127,2025-05-08,,0.45215506071222894,0.45859455116413383,0.286005269208895,,,0.06128739052844506,,,3.5048117484589243,6.772965119502213,,7.546090464229273,
