t_index,date,P01,P02,P03,P04,P05,P06,P07,P08,C01,C02,C03,C04,C05,C06
10,2025-01-11,0.7415154427543221,0.2821961176028702,0.47500332891720126,0.1373078589805755,0.18420090358963562,0.28394015401582,0.585869686960972,0.28248443666851525,4.474130390605406,4.903221340033086,1.7787797010132715,1.4914352341725075,1.920324870907023,3.0411823200417367
11,2025-01-12,0.7318133550641202,0.18593324272887618,0.3976073734634219,0.1345823436184189,0.2506997822045197,0.330959532830487,0.6959865806485735,0.41120117574124715,4.514846098749592,5.001196281017954,1.8069262686834748,2.270208250685171,1.763343321591428,2.855324350993357
12,2025-01-13,0.7056141946358786,0.18522903784599087,0.2992621808701476,0.05473543140527627,0.2928958494770095,0.3347666120281294,0.6145405343380084,,5.050090610309642,4.7754980710506105,2.765050334284415,2.709738272644639,1.9486743343065618,2.9177689668887377
13,2025-01-14,0.6922980631297706,0.18194764725119367,0.16489811797599505,0.0,0.150376569445189,0.12766059721462397,0.5170599494811621,0.3077746548511535,4.4315250700474556,4.861047800693418,3.153574867706387,2.9457560399918585,1.7708093433038423,3.8459190025910637
14,2025-01-15,0.5226921598930975,0.1653357373438425,0.17542573320479357,0.1657422738072455,0.26189673102590955,0.15781108945323352,0.48352225096866797,0.143631243037162,4.191938839325101,4.3504265161030915,3.452413748808473,3.365724917429579,1.7144526250711127,3.8729816483068915
15,2025-01-16,,0.260305536481377,0.33174079599531936,0.3173495346904114,0.3942565067736517,0.3121328325517474,0.32016870596992325,,4.357336787521439,3.9863911578149525,,3.707142515788835,2.0400242195989398,3.589405575022737
16,2025-01-17,0.3327739735492227,,0.243351099346792,0.224016836186388,0.2510669743819197,0.4515771853884011,,0.11651784503230136,3.788998519631757,,,3.275434234721459,1.7641941457181083,4.42992179794439
17,2025-01-18,,0.27925040954248426,0.36076867839878163,0.16951202776242358,0.2188123636997122,0.2641127594100282,0.42362344428817295,0.21659226939526519,3.289800544457347,4.094538155219893,,3.149655305057795,,4.327217106898554
18,2025-01-19,0.2729503462226404,0.22196536952510904,0.2870233887288855,0.19959478697676958,0.2637812009102336,0.332033006086307,0.39369251760933416,0.3164972095806075,,4.659140572905758,,3.3683776481073604,2.8140921589759165,4.519354859601236
19,2025-01-20,0.20469349119978178,0.2992729828211555,0.1108536358470035,0.2951849002364209,0.26666444477128326,0.284975898227774,0.44517060390827007,0.22487641454954233,3.396864373683714,5.110550664725125,2.4358716622929886,3.7268242127488818,2.445449633308994,5.611952248506205
20,2025-01-21,0.21824043577347205,0.2971506037699841,0.0423843522754036,0.25497358420256744,0.2722219713721541,0.36833532013188697,0.4716680350692374,0.1960494768651504,3.0255479907251264,4.619021859971788,,3.4516753300099663,2.658424049004969,5.863678228811406
21,2025-01-22,0.2018223376706833,0.27637177632182774,0.0,0.31976666402196136,,0.405128275367842,0.4085214004882438,0.30277206408982305,3.6529336250417384,4.133849235925815,2.9333437939032123,2.8008542444584474,2.929259031987492,
22,2025-01-23,0.09477443091706261,0.2518217835167593,0.0,0.26124839710441056,,0.4049773256937871,0.3772499564416285,0.3410374489518671,3.5347977668184574,4.614768918838295,2.561667213141357,3.165669057562173,2.9391937728467092,
23,2025-01-24,0.12652868029993156,0.37290430105629224,0.0,0.2227064561378495,0.27127453797278367,0.24745312914307138,0.3722795332887001,0.27338299807926014,3.5238311410316587,,,2.441580734556141,2.9638512787616316,
24,2025-01-25,0.09643950040747978,0.44085795979414366,0.0,0.361677234436399,0.2458313929766533,0.279631057299296,0.17671592620021778,0.2545466263398011,3.1823261790095625,5.2962000683880595,2.9386564385710834,2.1007039225547097,3.328838218647567,
25,2025-01-26,0.17426000910548994,0.43221189125993664,0.05955175034012407,0.40933555270051725,0.35395191750540494,0.37487685211634286,0.2233857237654861,0.4089111558045201,3.6559472422296544,5.061636234156751,3.117800946677179,2.2823204353069313,3.4723539973034008,
26,2025-01-27,,0.46235265028360056,0.0,0.24810660847334043,0.35659267047772364,0.4818024896251696,0.19932538118535958,0.6045475071055725,3.2608514748033777,4.2805089007701635,3.2983061560438163,3.3135696515893023,4.412013014485059,
27,2025-01-28,0.3159606404617925,0.3164023588367806,0.0,0.27620584226849965,0.4032416256870161,0.29107385881475556,,0.5847808445972773,3.442794726725482,4.81229523210563,4.270520248288613,3.4643704076269084,4.355543229809977,5.718845602443343
28,2025-01-29,0.34314121134643216,0.35217889266967406,0.0,0.26727356703076766,0.08730623137628979,0.33419402785415137,0.2368208446555859,0.5167424503752835,3.0460385161252113,5.5809719526464345,2.7191198229958577,2.999784692759925,3.9603180979885444,6.279156124939138
29,2025-01-30,0.37554626505519373,0.5089248045164287,0.09601537215170824,0.34772708581114925,0.3268624308927709,0.32243880360440136,0.23062444381608843,0.5904827677780565,3.408426187571162,5.62612502649222,3.8470179762601813,4.0791374221020975,3.3021327539635608,6.543051392187837
30,2025-01-31,0.38084096147181673,0.5214815003600355,0.12501653325906056,,0.30813705207248027,0.23600708864248005,,0.7288304134318621,4.838574928774699,5.681600915620931,3.501529051716276,3.9601429067682683,,
31,2025-02-01,0.7095516102197872,0.44915803512465413,0.07461664224690841,0.5424950190834873,0.28739938888753047,0.3259643595607671,0.10971533655189966,0.6588711677810948,4.651159007414921,5.394968758607019,,4.7627578648955495,4.3484679525840395,5.206227286683131
32,2025-02-02,0.8141177448808308,,0.21198067750640187,0.40010242426186965,0.2887742271149774,0.14871364647191762,0.07529175926218354,0.718650130012946,4.033561370169613,4.770747732536317,6.139726932391055,5.224514125177485,,
33,2025-02-03,0.5984259292275806,0.4353029928562908,0.1796465988679994,0.4511150154016998,0.33000084830632526,0.1710320765401803,0.19826748026081067,0.535241361214679,,4.321222882961847,,,4.77192007322475,7.148720342858097
34,2025-02-04,0.4404851871791345,0.3866572448826161,0.0,0.4571682038566143,0.2659645833995415,0.017546594125376402,0.19681181390646987,0.5428214929898856,4.946160922785608,4.620675305298399,,4.817757619385684,5.222710103429853,6.8332348909874305
35,2025-02-05,0.33699919642100445,0.3825737904072783,0.0,0.322608321058726,,,,0.42551827001702314,4.76507035217783,3.8081355616198436,,5.046259434246216,4.484208043554305,
36,2025-02-06,,0.4463073802882271,0.0,0.24295733933221425,,0.1749606184614995,0.20377106569779005,0.47549661353897266,5.571584332250351,4.1880983907663785,4.517954378578204,,,
37,2025-02-07,0.3154308083377342,0.5062108110405817,0.19626340680967,0.21273879455045272,,,0.16907566517894546,0.3471719292234292,6.642258439885657,3.745535249095938,,3.8168359298626435,,7.311228120314122
38,2025-02-08,0.7014609770858371,0.6339323546629645,,0.11221580519278382,,0.10736318527439832,0.4779558940491549,0.3341941981793217,5.966496165891703,4.690978379485089,3.845676388086106,3.197436381525613,,
39,2025-02-09,0.6962334109590779,0.8634224015423853,0.08074495143086202,0.09682454700083004,0.1852078578981422,0.0,0.47513077521431096,0.28640493483299617,4.9929275252440455,,4.549095626239419,3.4549206385668336,,5.0935264110216005
40,2025-02-10,,,0.13122483387606604,0.10065664033816174,0.21279623905644005,0.14949357219317172,0.3062740733628227,0.2369040824462979,5.195595654379035,4.4159510372365816,5.161936300236935,3.8719685467057205,,4.806095315341329
41,2025-02-11,0.7742391351004971,0.782388908642961,0.25438421750949525,0.2982573949325653,0.1007870307034268,0.0955969930744611,0.16302384633567726,0.19133062084220104,4.692746224759909,3.430759040019915,,4.408321127298537,,5.206299255553845
42,2025-02-12,0.6874082091508396,0.6349274949951129,0.2727762861456235,0.12145773285418127,0.2650119596283535,0.1500787766709425,,0.2620993499739959,4.848478870184361,,4.2779782445726395,,,6.137074701827551
43,2025-02-13,0.6552836472582231,,0.18386485118502005,0.2291680391191726,0.3905832577747054,0.2427700812831985,0.06090580825703663,0.18014122424088483,4.887571153081091,3.9634011195677585,3.9299665702938693,3.6355610729148258,3.9365886353489814,
44,2025-02-14,,0.7231971157500409,0.0,0.35475575908105267,0.4133885100282307,0.11721462951560399,0.0,0.0,,3.489379077882059,,,,
45,2025-02-15,0.6417925175987504,0.6615016553896531,0.06831891708365379,0.4143157801315083,0.16654272918959703,0.18430784183211613,0.0,0.0,4.99290260155224,4.262119060053103,,3.746110033638048,4.75323548770451,3.6504190142209834
46,2025-02-16,0.5765028812475833,0.7297320785075199,0.13001954594866902,0.3121987952053508,0.0,0.1685429942427057,0.042490118857289955,0.0,,4.33110618715402,3.409127554497749,4.163906752049461,3.6918318880922287,3.275206881846116
47,2025-02-17,,0.6522149602576488,0.26595689724109406,0.28152321382836737,0.07831444795677704,0.21993172011760173,0.04858475534316194,0.0,5.492101899730278,5.0681938994169045,,4.576192313217169,3.590893432134655,3.43064310859277
48,2025-02-18,0.5155822535036795,,0.27308305379723036,0.5202722449731001,0.28091559873859767,0.24522436678992052,0.19154482677364953,0.0,5.648619043593842,4.493355096431603,3.536570113042197,4.448093409551478,3.2076516443068166,
49,2025-02-19,0.37972802882191936,0.4866482595531009,0.14339098863296681,0.401675998759987,0.09547410540707327,0.2018755002723743,0.1746507513664494,0.0,4.546723794628949,,4.01784877119946,4.457907448484201,3.804930273203896,
50,2025-02-20,0.5060749020489128,0.49000943235195277,0.08691559468789598,0.42062072138796214,0.29348659470737504,0.3830967825688196,0.1548674415449582,0.0,4.37110117577475,4.350124566699732,3.8661804523060623,4.137051605531142,2.632182440951061,4.0295515568807625
51,2025-02-21,0.4045267097806165,0.4386874581422275,0.22000474145505108,0.4362158728728267,0.315664551243613,,0.22884817632234078,0.0,4.286895929019784,3.314847191193149,4.028127554333921,,,4.348084356428232
52,2025-02-22,0.3914450637389712,0.36318414004327804,0.2180457808936095,0.3740371549097473,0.3024802082847666,0.47615860748284056,0.32067878950969775,0.0,4.119746819078443,3.6292779842833953,3.9833746089984348,,3.463152577314084,3.383016700466894
53,2025-02-23,0.3143763724445219,0.24064706584360293,0.28114508318368814,0.2330800135214352,0.33852080602164925,0.46450271956747297,0.38002913277823797,0.0,,3.601927309893386,,,3.732118889835757,3.099956215218156
54,2025-02-24,0.22880758091160963,0.1191932110910334,,0.16489893259389324,0.30612009216398195,0.38030231935470993,0.27208660717377725,0.0,3.7203082807976107,4.170619182514292,4.845078607647067,,4.024186975094864,3.0641773929076166
55,2025-02-25,0.1281352754240913,0.0,0.2443757094598742,0.1920762235280279,0.14967638823557938,0.3858605125499796,0.1697198035473096,,3.5889842895392863,3.7035346711614077,4.739279307407229,,,2.9118487960829134
56,2025-02-26,0.23500954804713936,0.0,0.27082607470371495,0.1881338470679954,0.10001040289719675,0.36875416145450124,0.07687752241835964,0.0,3.1770709689984193,3.3730637959394234,4.717808550704888,,,3.2839152792704835
57,2025-02-27,0.2984015785238573,0.0,0.316070944934635,0.01913427203301382,,0.41069235872962356,,0.0,3.70763701812565,3.605665751137726,,,,3.0564012876789897
58,2025-02-28,0.3498404563793449,0.0,0.3228074027265698,0.0,0.11565958326225306,0.30787848831272874,0.04859898778499372,0.06576939633437784,3.9473491374302037,2.794871170791582,,,,3.3493392475548993
59,2025-03-01,0.5483814090066088,0.0,,0.0,0.1645148680052479,0.2560255630101684,0.23131921319291007,,2.9110343194784183,3.1642894703218993,,,3.594640744070158,3.6974901197050425
60,2025-03-02,0.550280778296064,0.0,0.27492667284140015,0.11616108841263667,0.17772658536030495,0.14606288002695214,0.2051063605712873,0.0,3.116447856258194,3.667520880906394,3.5145005374178964,3.893705741982141,3.2586438487741805,3.2571008032389797
61,2025-03-03,0.2895897996921203,0.0,0.31639511153583616,0.06582915288501004,0.2318747842136043,0.1530153720276624,0.3002059769408112,0.0,3.223011304496126,3.8883535721498226,4.082829537095441,,,
62,2025-03-04,0.2123842546614207,0.0,0.25623478765769997,0.046272827766859335,0.1362565186275808,0.10509142818624884,0.1893340335506286,0.0,3.1606601535145633,3.855028793833062,4.497238069365425,,3.164908423402926,4.376785775954411
63,2025-03-05,0.23425497713520418,0.0,0.3172432416646863,0.011214332902611021,0.19259094751475964,0.19577242776141862,0.10550498429061742,0.0,2.7998441486566468,5.204718752867803,4.617344661967123,,3.1558057382629983,4.031030231018323
64,2025-03-06,0.3538076525472127,,0.34952293344544216,0.0,0.2239982601357499,0.14395268048251864,0.2125813321149812,0.0,3.0893223892749204,5.23303689391232,3.7551641260273128,,,4.272691816021491
65,2025-03-07,0.2953001580253345,0.0,,0.12200850345320752,0.35602647894040695,,0.09647158119520613,,3.41452124672277,4.968427129688071,,,1.73670219337858,3.748400558812871
66,2025-03-08,,0.0,0.20790175849474382,0.1849403859542894,0.3778444574988276,0.2108677744208609,0.08435203066241741,0.0,,5.083584320386842,4.108836899325372,,2.3607735322022316,
67,2025-03-09,0.289523078066537,0.07270638062914615,0.18549335644299705,0.2956335915973439,0.3320715528902458,0.29010887635338084,0.053679406004438,0.0769198946408792,4.243682320497806,5.216113524677056,4.037707036381583,4.511338884087616,2.5783491820750895,4.120169268624439
68,2025-03-10,0.25935813705953426,0.21913836943193027,0.08937360728009841,0.215765368479279,0.15098915450450467,0.180330870141383,0.11652352750603362,0.0,4.526134259275711,4.660620680314063,4.571059921796992,4.791936779063285,3.1019758847268424,4.152033565337898
69,2025-03-11,0.2615482500745684,,0.08208917527714683,0.19924765143853712,0.18003240178571214,0.07315494867037672,0.12258217888676515,0.0,4.665165400817257,4.059036156069977,4.340071362262218,4.573190701798479,,
70,2025-03-12,0.3361232963650073,,0.01474231663946815,0.17669330519550533,0.28957831122846445,0.016096419939938156,0.06828659576104314,0.0,4.972251838128538,2.632657403759315,2.7640127339620544,3.932594324736533,,4.428462738393259
71,2025-03-13,0.3594008608276397,,0.0,0.19238139939269727,0.3264020343993483,,0.13691641474903093,0.0,4.916745816569668,2.148295092847966,,3.2213613997589885,2.539330685251975,3.8231482201698457
72,2025-03-14,0.4376848910563887,,0.0,0.12201248568875507,0.32913076516525014,,0.12415576479029518,0.022421460342243144,,2.3276167789274167,2.39143183806253,2.895631338316948,2.738055449395415,3.3093821693884036
73,2025-03-15,0.4259768468049323,,0.0,0.1636123107077967,0.23541744348650281,,0.03683174910929386,0.15151984341701163,4.450746095054466,1.9915595092464817,,2.597317447860687,2.476962803635122,3.0678937150213423
74,2025-03-16,0.34489620162619417,0.05201428632208899,0.0,,0.21352540647997625,,0.017703345688676736,0.14807550641586192,4.351556296129451,2.6973789501397065,3.3163281371958697,2.998081176667804,,3.3187455472599545
75,2025-03-17,0.29244953955734293,0.04874769944357482,0.0,0.08656858691631635,0.24935502355178676,,0.18746948047850054,0.06224949536920127,4.037152411768889,2.7183806348109583,3.7616225156026344,3.136888372422515,2.908294229743456,3.5776606600461474
76,2025-03-18,0.251064342829373,0.04600818247994838,0.0,0.08484131819352136,0.32226537576516023,,0.1404164128014328,0.12904663616083492,3.721353720766511,2.076456857056952,3.746198002312225,3.612596825159631,3.089886412877135,3.5287925985424033
77,2025-03-19,0.27605568788228346,0.013910042362658664,,0.0,0.221063176595561,,0.3199265740248186,0.1587914471977695,3.511238135563319,1.9393867421218167,3.536525411229949,2.9198821891327253,,4.01966266957471
78,2025-03-20,0.3436828502888896,0.06989630886020806,0.08013802557681896,0.0352044755274913,0.21980644709478317,,0.1437135562406578,0.12865835658977037,3.1552170951184766,1.593193217196363,3.112493263859854,3.2645527025905845,,3.9574979152406655
79,2025-03-21,0.19124327536355912,0.14247925054806274,0.0,0.19638156269647766,0.23475812305913152,0.34907202611297383,0.2861412911705157,0.1569897760365417,3.1805470891019523,2.2642593367870996,,3.0404682314481457,3.8013817587637853,3.4996672680447474
80,2025-03-22,0.0,0.310734093368113,0.0,0.15075631347116006,0.2028130158310273,0.3317045263441064,0.33417634774529914,0.21602565661915685,3.2941455410234184,2.702847406383247,2.2246339543877895,2.619619482067922,4.027007853081938,
81,2025-03-23,0.0942423764811344,0.2816964251329819,0.0,0.19894921997053644,0.23813359906801013,,0.2576739889861327,0.23238907125331976,2.7352232496911246,3.5644860254955546,,3.4812639545399864,,3.7183395588554933
82,2025-03-24,0.09057155700169338,0.15815113932141855,0.0,0.08306975950718508,0.1192692120382023,0.6067816633536286,0.216307736602809,0.21346915199085273,2.7361574516816587,3.5875594653010396,,4.194889811406694,2.8604629158840615,4.281538921210883
83,2025-03-25,0.11329288909684654,0.1540450217792202,0.009111166501355978,0.12095196318304696,0.24649707135146556,0.40085552268551344,,0.16059855706273013,,,,2.658902902517899,2.746136952392827,
84,2025-03-26,0.21581244963405333,0.18799202074927435,,0.0967191878369064,0.319037207624539,0.4382441209274992,,0.20526806494385058,2.5675642620734407,,3.222429278322948,2.7913623164560524,3.120896427500976,3.6047470020378762
85,2025-03-27,0.14162032297005414,0.1454644242349201,0.01422135985123339,0.10476615472973763,0.30242307393322115,0.368385053057448,,0.16181891812228355,2.2517398648006286,,2.5178362886557,2.4111748595783955,4.01376021910563,3.3127029970814803
86,2025-03-28,0.29305895774754764,0.17871716681035318,0.0783683707632349,0.30884628227181765,0.26048557009525586,0.4727127139139542,,0.3137525617827784,,,3.3787466261601553,,3.6616044056056993,3.704838155967718
87,2025-03-29,,0.2054635468468967,0.0907575896893962,0.20465217613032927,0.37177160532233594,0.2228089635029325,,0.38871848264967734,2.8175480179645622,,3.410189365092169,2.643694545260511,2.28085033564484,4.605044139053895
88,2025-03-30,0.15574381665218634,0.26776981208905326,0.017598037039178942,0.33903186202382973,0.31686836331091006,0.2297208102042664,,0.3951887414932007,4.049602320406274,4.1032345008404,2.723807308755436,3.189633701543069,1.8664603161545412,5.608885214955334
89,2025-03-31,0.16035452437538478,0.24695920560946372,0.03768680394499932,0.19885382383376882,0.3199271136933856,0.09695628552699917,,0.32042375984877525,5.2936605390734695,4.867110377334814,2.8648213157709437,4.061286983006868,1.8930755010909914,5.652431506584116
90,2025-04-01,0.16889808177920262,0.3030174496989705,0.0359116794729011,0.29736484408171154,0.47514014690394285,0.0,0.004825338945285557,0.31738627171024286,4.7028621618889215,5.522607591545835,3.721487852704887,4.363054415752987,2.517135571118986,
91,2025-04-02,,0.2907215920955057,0.0,,0.30492057092454994,0.011643827786540474,0.061344436756316505,0.3590545180821999,4.175175292812605,,4.435513574167644,3.738252501240193,2.695652545492547,5.801678107351427
92,2025-04-03,0.3784495443830218,0.4813844492265201,0.0,0.2869107412354931,0.17060438952406026,,0.12683232790546692,0.4227961464279007,4.629978246676914,,2.761587354101833,5.094849867663121,,
93,2025-04-04,0.37899085061916044,0.37395806124978515,0.15542303613797775,,,0.1961962283202483,0.11238708420715529,0.4416759244915232,,6.2624349513824615,3.3515658375473505,4.8018544954754105,2.7024866643245873,
94,2025-04-05,0.49983072955987357,,0.24220317629394353,,,0.515332073346517,0.06043494849567049,0.37567810608507346,4.058914805609648,4.919812301559682,,4.557439568680995,,
95,2025-04-06,0.4823922924716948,0.5447714242376958,0.24404913106019077,,0.3008243181100435,0.6253784261111055,0.0,0.23315730936095685,3.9546840447483564,5.882917526314814,,3.9516741269845035,4.453462915564566,5.447145919542744
96,2025-04-07,0.5237507425780353,0.5397970172590663,0.33005036223314177,,0.2876883292112157,0.5730082274159506,0.0,,4.000067515342354,,4.238228950246845,4.551322159664907,4.929719374957558,4.899019547801105
97,2025-04-08,0.5502067464696212,0.3367781814292363,0.3013832066741315,,0.3202099339195558,,0.0,0.049534324190061915,3.424369106791011,5.905289230950089,3.337289278677577,4.853067471255672,4.368196286699052,4.849189097059209
98,2025-04-09,,0.4746659436602294,0.3723030982793888,,0.20916132146111338,,0.04446055716475898,,3.592956889574822,5.063764752218882,3.3401696449574887,5.257608736826908,3.6145507794042926,
99,2025-04-10,0.4495602895369869,0.48858445100507913,0.7798668045137211,,0.21381569008828352,,0.0,0.0,3.763568015347934,,3.1104046660805165,4.898797790378536,4.936036762461008,
100,2025-04-11,0.4940423642151071,0.3697451335994494,0.7593758364721731,0.22583652823506672,0.27770906482934715,,,0.0,3.9372837192999155,,,,5.291257007751241,5.49881643715001
101,2025-04-12,0.35455224573403465,,,0.5401276296192072,0.5625213285605897,,0.14232098502891474,0.0,4.71552062014693,3.5795357519028004,,2.4729931991785006,5.4897136820707875,6.548214869388857
102,2025-04-13,0.6192107294124393,0.40180900250808377,,0.3892174033118718,0.6560110942765147,,,0.0,5.413422498262653,,,1.8002973400018856,,6.261514324842333
103,2025-04-14,0.6283103695571187,0.169453100875157,,,0.5018200663617303,,0.01041042728524344,0.10890567420490878,4.582411260740821,4.497463239354751,4.8008213799262975,1.5497302270059956,,
104,2025-04-15,0.6637812370571239,0.18417610204314294,,,0.4689321917920636,,0.07581166333504824,,,4.635848530824082,4.696825153510213,2.0747220340310193,5.84623272103883,6.2988807824978466
105,2025-04-16,0.5986428017006189,,,0.2482181732006543,0.3240693734692356,,,0.17582248361660713,3.3990117230224723,,4.0270314217262735,5.019015568323907,,7.27239778571459
106,2025-04-17,0.6523814718220019,,,0.27680710599670233,0.3991745081092617,,0.30140437077001303,0.1676281859673004,4.674971575058178,,,4.946699596421808,,8.090905935951433
107,2025-04-18,0.24679226256061876,0.38433063371981296,,,0.446395171970381,,0.4006559751435828,0.17983646960947688,5.017500549179697,4.471542037609389,,4.206642400184432,7.346568850683299,7.213685751122089
108,2025-04-19,0.15760505308405623,0.4119360760615926,,0.3942003582850933,0.44343656703496587,0.17007133943715355,0.4100296702818822,,5.2533119520467855,5.438136127811749,,4.688976225861905,,
109,2025-04-20,0.10783698162707042,0.5370900094261616,,0.2726506694326459,0.5201539517774316,0.20872338037586927,0.7109119949429593,0.0,5.847917845446322,,,4.359243421270977,8.116436194685413,5.658436259173746
110,2025-04-21,0.15381607759471413,,,0.5209852626185125,,0.25551257598994986,0.653951731496937,0.0,5.023544848663384,,,,8.102022231037635,5.210301165531328
111,2025-04-22,,,,0.48817785762832816,0.7172851371882695,,,0.08226842979115202,5.736975988516827,6.81519583107295,4.201886691725266,4.064996076164778,8.417096619065067,
112,2025-04-23,0.28870817782789143,0.48087295193396207,,0.732439805761453,0.7934910507392434,0.1299657214270245,1.0,0.09521101004311086,6.341716162498984,6.428819026253747,4.435994495219574,4.501722064073802,9.356811742552505,7.58796508052564
113,2025-04-24,0.27571701676759947,0.3235004717930224,0.5199671078291713,0.8290447240728176,0.8076771293306291,0.04526032236865493,,,5.599184172685908,4.314998443885544,4.839021819434026,,,7.515681399994579
114,2025-04-25,,,0.5798182214573534,0.8699765944322817,0.7732942778375069,0.0,0.7261827443497706,0.4882744118078619,4.978869066791332,,,4.545640418691924,9.402280148000607,
115,2025-04-26,0.4849984771196554,0.3746478474103186,0.4468456979150632,0.7228508052888912,0.8434322359129006,,0.46945498496402793,0.6518446249925678,4.793439262363792,7.477123425598705,,,8.825250915997342,5.827987625872018
116,2025-04-27,,0.0999036202701713,0.2822807962998942,0.5908368801695638,0.6636166589863951,0.0,0.37409567985627623,0.9538217450533771,5.955973326023958,,,5.199305246243295,8.508897481963386,5.836605607115691
117,2025-04-28,0.27449789594055,0.3285860527476044,0.2595168263213845,0.5627395594681444,0.615963300993989,0.0,0.26440331720225274,0.9016813662397618,5.570686152852287,5.920184856428607,,5.400721184165492,8.488307096893317,6.445130862879438
118,2025-04-29,,0.5016228014962116,,,0.6122281623213391,0.043852206194249246,0.4110207079636558,0.9683013685039623,4.914834022494298,5.663211028528073,6.695437875339513,5.256320257228969,,
119,2025-04-30,0.5089558766930926,0.3317069918214912,0.3699036977395134,0.33202512137880347,0.47514656547408085,0.2084624961095743,0.37181908454396595,0.8580170769877313,4.183628153577182,5.535347081636375,,4.532760784389233,,5.148102017474202
120,2025-05-01,0.6379317883263456,0.23357327083236867,0.672288637958323,0.4231981325987273,0.41265100951820155,0.4052285791762348,,0.6624170601536257,4.071435897986805,4.928661879230289,,4.7782086584470065,,4.81175356561316
121,2025-05-02,0.7142895406623601,0.3069307565954148,0.489376022817813,0.5301767044445703,,0.4510133119316128,0.2170069871816659,0.6153514517357678,0.8109540483937923,5.30158326089111,6.605796501665581,5.592564270716819,4.875442131099551,5.528089819213952
122,2025-05-03,0.7398745995200899,0.4366522025455239,0.3399777544753227,,0.43481038511764486,0.42430971670823825,0.15728747193963577,0.7895053132855514,3.849538412665448,3.608950362898314,6.363439445715786,4.91007394554322,4.754254957463723,5.378017782835824
123,2025-05-04,0.6066484640203869,0.39448802983349723,0.4071197774815293,0.6477920768126804,,0.4268300419362658,0.3169224636804893,,3.7405445680183913,3.6247839886378617,,4.891583124384358,5.275578200582941,6.614372828092553
124,2025-05-05,0.5017712700254252,0.33179467961828224,0.3688249193085852,0.3936990594453722,0.5437147448417107,0.09474633889126544,0.35001857120236635,0.9749919381078418,3.156365835515614,3.0786570924239243,,,5.627679196663786,7.035375679756605
125,2025-05-06,0.6334085253594414,,0.3305659905388286,0.3637191621381391,,0.10956907179551524,0.2839016259349762,1.0,2.2731083853317697,2.419018077955417,,4.44000860658286,4.932124534132406,6.977647948935612
126,2025-05-07,0.7046126256676329,,0.21036477397920053,0.16684200328323326,0.8090706803629326,0.19658669432839068,0.29781339834051906,1.0,,,4.444261531714511,4.580977151723889,,7.1593952111513595
127,2025-05-08,0.7850581978148167,0.4726381371986432,0.22684025132039515,0.42915889216553194,0.907469538499883,0.21632297063613778,0.3491319104197502,,4.067152273555226,3.134234564206543,,4.942699000295426,,7.421435211063786
128,2025-05-09,0.17044223443963408,0.39002591060447783,0.20375405369227634,0.4275420023771588,0.8736215342334683,0.18192013094444426,0.43081036875485523,0.9214236845331691,,2.7053779343962696,,4.91100294842594,3.6727271055056736,
