pseudoprofile_id,predictor_var_id,criterion_var_id,relevance_score_0_1_comma5,relevance_score_0_1_float
pseudoprofile_FTC_ID009,P02,C01,"0,70000",0.7
pseudoprofile_FTC_ID009,P02,C02,"0,98000",0.98
pseudoprofile_FTC_ID009,P02,C03,"0,85000",0.85
pseudoprofile_FTC_ID009,P02,C04,"0,60000",0.6
pseudoprofile_FTC_ID009,P02,C05,"0,60000",0.6
pseudoprofile_FTC_ID009,P02,C06,"0,70000",0.7
pseudoprofile_FTC_ID009,P03,C01,"0,50000",0.5
pseudoprofile_FTC_ID009,P03,C02,"0,70000",0.7
pseudoprofile_FTC_ID009,P03,C03,"0,99000",0.99
pseudoprofile_FTC_ID009,P03,C04,"0,40000",0.4
pseudoprofile_FTC_ID009,P03,C05,"0,65000",0.65
pseudoprofile_FTC_ID009,P03,C06,"0,70000",0.7
pseudoprofile_FTC_ID009,P04,C01,"0,85000",0.85
pseudoprofile_FTC_ID009,P04,C02,"0,40000",0.4
pseudoprofile_FTC_ID009,P04,C03,"0,40000",0.4
pseudoprofile_FTC_ID009,P04,C04,"0,80000",0.8
pseudoprofile_FTC_ID009,P04,C05,"0,95000",0.95
pseudoprofile_FTC_ID009,P04,C06,"0,50000",0.5
pseudoprofile_FTC_ID009,P05,C01,"0,30000",0.3
pseudoprofile_FTC_ID009,P05,C02,"0,60000",0.6
pseudoprofile_FTC_ID009,P05,C03,"0,50000",0.5
pseudoprofile_FTC_ID009,P05,C04,"0,30000",0.3
pseudoprofile_FTC_ID009,P05,C05,"0,75000",0.75
pseudoprofile_FTC_ID009,P05,C06,"0,98000",0.98
pseudoprofile_FTC_ID009,P06,C01,"0,30000",0.3
pseudoprofile_FTC_ID009,P06,C02,"0,20000",0.2
pseudoprofile_FTC_ID009,P06,C03,"0,55000",0.55
pseudoprofile_FTC_ID009,P06,C04,"0,20000",0.2
pseudoprofile_FTC_ID009,P06,C05,"0,50000",0.5
pseudoprofile_FTC_ID009,P06,C06,"0,40000",0.4
pseudoprofile_FTC_ID009,P07,C01,"0,80000",0.8
pseudoprofile_FTC_ID009,P07,C02,"0,45000",0.45
pseudoprofile_FTC_ID009,P07,C03,"0,45000",0.45
pseudoprofile_FTC_ID009,P07,C04,"0,70000",0.7
pseudoprofile_FTC_ID009,P07,C05,"0,90000",0.9
pseudoprofile_FTC_ID009,P07,C06,"0,55000",0.55
pseudoprofile_FTC_ID009,P08,C01,"0,70000",0.7
pseudoprofile_FTC_ID009,P08,C02,"0,20000",0.2
pseudoprofile_FTC_ID009,P08,C03,"0,25000",0.25
pseudoprofile_FTC_ID009,P08,C04,"0,65000",0.65
pseudoprofile_FTC_ID009,P08,C05,"0,80000",0.8
pseudoprofile_FTC_ID009,P08,C06,"0,30000",0.3
pseudoprofile_FTC_ID035,P01,C01,"0,85000",0.85
pseudoprofile_FTC_ID035,P01,C02,"0,95000",0.95
pseudoprofile_FTC_ID035,P01,C03,"0,35000",0.35
pseudoprofile_FTC_ID035,P01,C04,"0,75000",0.75
pseudoprofile_FTC_ID035,P01,C05,"0,80000",0.8
pseudoprofile_FTC_ID035,P01,C06,"0,70000",0.7
pseudoprofile_FTC_ID035,P02,C01,"0,60000",0.6
pseudoprofile_FTC_ID035,P02,C02,"0,45000",0.45
pseudoprofile_FTC_ID035,P02,C03,"0,95000",0.95
pseudoprofile_FTC_ID035,P02,C04,"0,80000",0.8
pseudoprofile_FTC_ID035,P02,C05,"0,70000",0.7
pseudoprofile_FTC_ID035,P02,C06,"0,40000",0.4
pseudoprofile_FTC_ID035,P03,C01,"0,50000",0.5
pseudoprofile_FTC_ID035,P03,C02,"0,80000",0.8
pseudoprofile_FTC_ID035,P03,C03,"0,40000",0.4
pseudoprofile_FTC_ID035,P03,C04,"0,50000",0.5
pseudoprofile_FTC_ID035,P03,C05,"0,45000",0.45
pseudoprofile_FTC_ID035,P03,C06,"0,90000",0.9
pseudoprofile_FTC_ID035,P04,C01,"0,80000",0.8
pseudoprofile_FTC_ID035,P04,C02,"0,60000",0.6
pseudoprofile_FTC_ID035,P04,C03,"0,50000",0.5
pseudoprofile_FTC_ID035,P04,C04,"0,85000",0.85
pseudoprofile_FTC_ID035,P04,C05,"0,75000",0.75
pseudoprofile_FTC_ID035,P04,C06,"0,65000",0.65
pseudoprofile_FTC_ID035,P05,C01,"0,40000",0.4
pseudoprofile_FTC_ID035,P05,C02,"0,40000",0.4
pseudoprofile_FTC_ID035,P05,C03,"0,85000",0.85
pseudoprofile_FTC_ID035,P05,C04,"0,90000",0.9
pseudoprofile_FTC_ID035,P05,C05,"0,85000",0.85
pseudoprofile_FTC_ID035,P05,C06,"0,35000",0.35
pseudoprofile_FTC_ID035,P06,C01,"0,55000",0.55
pseudoprofile_FTC_ID035,P06,C02,"0,35000",0.35
pseudoprofile_FTC_ID035,P06,C03,"0,30000",0.3
pseudoprofile_FTC_ID035,P06,C04,"0,40000",0.4
pseudoprofile_FTC_ID035,P06,C05,"0,50000",0.5
pseudoprofile_FTC_ID035,P06,C06,"0,75000",0.75
pseudoprofile_FTC_ID035,P07,C01,"0,45000",0.45
pseudoprofile_FTC_ID035,P07,C02,"0,30000",0.3
pseudoprofile_FTC_ID035,P07,C03,"0,40000",0.4
pseudoprofile_FTC_ID035,P07,C04,"0,50000",0.5
pseudoprofile_FTC_ID035,P07,C05,"0,85000",0.85
pseudoprofile_FTC_ID035,P07,C06,"0,40000",0.4
pseudoprofile_FTC_ID008,P01,C01,"0,90000",0.9
pseudoprofile_FTC_ID008,P01,C02,"0,30000",0.3
pseudoprofile_FTC_ID008,P01,C03,"0,70000",0.7
pseudoprofile_FTC_ID008,P01,C04,"0,60000",0.6
pseudoprofile_FTC_ID008,P01,C05,"0,80000",0.8
pseudoprofile_FTC_ID008,P01,C06,"0,70000",0.7
pseudoprofile_FTC_ID008,P02,C01,"0,60000",0.6
pseudoprofile_FTC_ID008,P02,C02,"0,90000",0.9
pseudoprofile_FTC_ID008,P02,C03,"0,50000",0.5
pseudoprofile_FTC_ID008,P02,C04,"0,60000",0.6
pseudoprofile_FTC_ID008,P02,C05,"0,70000",0.7
pseudoprofile_FTC_ID008,P02,C06,"0,60000",0.6
pseudoprofile_FTC_ID008,P03,C01,"0,80000",0.8
pseudoprofile_FTC_ID008,P03,C02,"0,40000",0.4
pseudoprofile_FTC_ID008,P03,C03,"0,60000",0.6
pseudoprofile_FTC_ID008,P03,C04,"0,50000",0.5
pseudoprofile_FTC_ID008,P03,C05,"0,80000",0.8
pseudoprofile_FTC_ID008,P03,C06,"0,70000",0.7
pseudoprofile_FTC_ID008,P04,C01,"0,50000",0.5
pseudoprofile_FTC_ID008,P04,C02,"0,30000",0.3
pseudoprofile_FTC_ID008,P04,C03,"0,40000",0.4
pseudoprofile_FTC_ID008,P04,C04,"0,90000",0.9
pseudoprofile_FTC_ID008,P04,C05,"0,60000",0.6
pseudoprofile_FTC_ID008,P04,C06,"0,60000",0.6
pseudoprofile_FTC_ID008,P05,C01,"0,80000",0.8
pseudoprofile_FTC_ID008,P05,C02,"0,30000",0.3
pseudoprofile_FTC_ID008,P05,C03,"0,60000",0.6
pseudoprofile_FTC_ID008,P05,C04,"0,20000",0.2
pseudoprofile_FTC_ID008,P05,C05,"0,50000",0.5
pseudoprofile_FTC_ID008,P05,C06,"0,70000",0.7
pseudoprofile_FTC_ID008,P06,C01,"0,50000",0.5
pseudoprofile_FTC_ID008,P06,C02,"0,30000",0.3
pseudoprofile_FTC_ID008,P06,C03,"0,70000",0.7
pseudoprofile_FTC_ID008,P06,C04,"0,40000",0.4
pseudoprofile_FTC_ID008,P06,C05,"0,60000",0.6
pseudoprofile_FTC_ID008,P06,C06,"0,30000",0.3
pseudoprofile_FTC_ID008,P07,C01,"0,80000",0.8
pseudoprofile_FTC_ID008,P07,C02,"0,70000",0.7
pseudoprofile_FTC_ID008,P07,C03,"0,60000",0.6
pseudoprofile_FTC_ID008,P07,C04,"0,20000",0.2
pseudoprofile_FTC_ID008,P07,C05,"0,40000",0.4
pseudoprofile_FTC_ID008,P07,C06,"0,80000",0.8
pseudoprofile_FTC_ID008,P08,C01,"0,40000",0.4
pseudoprofile_FTC_ID008,P08,C02,"0,20000",0.2
pseudoprofile_FTC_ID008,P08,C03,"0,30000",0.3
pseudoprofile_FTC_ID008,P08,C04,"0,60000",0.6
pseudoprofile_FTC_ID008,P08,C05,"0,50000",0.5
pseudoprofile_FTC_ID008,P08,C06,"0,30000",0.3
pseudoprofile_FTC_ID018,P01,C01,"0,90000",0.9
pseudoprofile_FTC_ID018,P01,C02,"0,60000",0.6
pseudoprofile_FTC_ID018,P01,C03,"0,80000",0.8
pseudoprofile_FTC_ID018,P01,C04,"0,85000",0.85
pseudoprofile_FTC_ID018,P01,C05,"0,88000",0.88
pseudoprofile_FTC_ID018,P02,C01,"0,85000",0.85
pseudoprofile_FTC_ID018,P02,C02,"0,40000",0.4
pseudoprofile_FTC_ID018,P02,C03,"0,98000",0.98
pseudoprofile_FTC_ID018,P02,C04,"0,50000",0.5
pseudoprofile_FTC_ID018,P02,C05,"0,90000",0.9
pseudoprofile_FTC_ID018,P03,C01,"0,80000",0.8
pseudoprofile_FTC_ID018,P03,C02,"0,50000",0.5
pseudoprofile_FTC_ID018,P03,C03,"0,40000",0.4
pseudoprofile_FTC_ID018,P03,C04,"0,90000",0.9
pseudoprofile_FTC_ID018,P03,C05,"0,45000",0.45
pseudoprofile_FTC_ID018,P04,C01,"0,70000",0.7
pseudoprofile_FTC_ID018,P04,C02,"0,70000",0.7
pseudoprofile_FTC_ID018,P04,C03,"0,50000",0.5
pseudoprofile_FTC_ID018,P04,C04,"0,45000",0.45
pseudoprofile_FTC_ID018,P04,C05,"0,75000",0.75
pseudoprofile_FTC_ID018,P05,C01,"0,65000",0.65
pseudoprofile_FTC_ID018,P05,C02,"0,75000",0.75
pseudoprofile_FTC_ID018,P05,C03,"0,65000",0.65
pseudoprofile_FTC_ID018,P05,C04,"0,40000",0.4
pseudoprofile_FTC_ID018,P05,C05,"0,80000",0.8
pseudoprofile_FTC_ID018,P06,C01,"0,82000",0.82
pseudoprofile_FTC_ID018,P06,C02,"0,45000",0.45
pseudoprofile_FTC_ID018,P06,C03,"0,50000",0.5
pseudoprofile_FTC_ID018,P06,C04,"0,95000",0.95
pseudoprofile_FTC_ID018,P06,C05,"0,55000",0.55
pseudoprofile_FTC_ID018,P07,C01,"0,60000",0.6
pseudoprofile_FTC_ID018,P07,C02,"0,30000",0.3
pseudoprofile_FTC_ID018,P07,C03,"0,70000",0.7
pseudoprofile_FTC_ID018,P07,C04,"0,60000",0.6
pseudoprofile_FTC_ID018,P07,C05,"0,70000",0.7
pseudoprofile_FTC_ID015,P01,C01,"0,45000",0.45
pseudoprofile_FTC_ID015,P01,C02,"0,25000",0.25
pseudoprofile_FTC_ID015,P01,C03,"0,55000",0.55
pseudoprofile_FTC_ID015,P01,C04,"0,40000",0.4
pseudoprofile_FTC_ID015,P01,C05,"0,80000",0.8
pseudoprofile_FTC_ID015,P01,C06,"0,75000",0.75
pseudoprofile_FTC_ID015,P01,C07,"0,35000",0.35
pseudoprofile_FTC_ID015,P01,C08,"0,20000",0.2
pseudoprofile_FTC_ID015,P02,C01,"0,40000",0.4
pseudoprofile_FTC_ID015,P02,C02,"0,20000",0.2
pseudoprofile_FTC_ID015,P02,C03,"0,50000",0.5
pseudoprofile_FTC_ID015,P02,C04,"0,35000",0.35
pseudoprofile_FTC_ID015,P02,C05,"0,75000",0.75
pseudoprofile_FTC_ID015,P02,C06,"0,70000",0.7
pseudoprofile_FTC_ID015,P02,C07,"0,30000",0.3
pseudoprofile_FTC_ID015,P02,C08,"0,15000",0.15
pseudoprofile_FTC_ID015,P03,C01,"0,65000",0.65
pseudoprofile_FTC_ID015,P03,C02,"0,30000",0.3
pseudoprofile_FTC_ID015,P03,C03,"0,50000",0.5
pseudoprofile_FTC_ID015,P03,C04,"0,95000",0.95
pseudoprofile_FTC_ID015,P03,C05,"0,60000",0.6
pseudoprofile_FTC_ID015,P03,C06,"0,55000",0.55
pseudoprofile_FTC_ID015,P03,C07,"0,95000",0.95
pseudoprofile_FTC_ID015,P03,C08,"0,45000",0.45
pseudoprofile_FTC_ID015,P04,C01,"0,60000",0.6
pseudoprofile_FTC_ID015,P04,C02,"0,20000",0.2
pseudoprofile_FTC_ID015,P04,C03,"0,45000",0.45
pseudoprofile_FTC_ID015,P04,C04,"0,90000",0.9
pseudoprofile_FTC_ID015,P04,C05,"0,55000",0.55
pseudoprofile_FTC_ID015,P04,C06,"0,50000",0.5
pseudoprofile_FTC_ID015,P04,C07,"0,85000",0.85
pseudoprofile_FTC_ID015,P04,C08,"0,30000",0.3
pseudoprofile_FTC_ID015,P05,C01,"0,55000",0.55
pseudoprofile_FTC_ID015,P05,C02,"0,80000",0.8
pseudoprofile_FTC_ID015,P05,C03,"0,85000",0.85
pseudoprofile_FTC_ID015,P05,C04,"0,60000",0.6
pseudoprofile_FTC_ID015,P05,C05,"0,70000",0.7
pseudoprofile_FTC_ID015,P05,C06,"0,50000",0.5
pseudoprofile_FTC_ID015,P05,C07,"0,60000",0.6
pseudoprofile_FTC_ID015,P05,C08,"0,95000",0.95
pseudoprofile_FTC_ID015,P06,C01,"0,30000",0.3
pseudoprofile_FTC_ID015,P06,C02,"0,25000",0.25
pseudoprofile_FTC_ID015,P06,C03,"0,95000",0.95
pseudoprofile_FTC_ID015,P06,C04,"0,60000",0.6
pseudoprofile_FTC_ID015,P06,C05,"0,90000",0.9
pseudoprofile_FTC_ID015,P06,C06,"0,55000",0.55
pseudoprofile_FTC_ID015,P06,C07,"0,40000",0.4
pseudoprofile_FTC_ID015,P06,C08,"0,30000",0.3
pseudoprofile_FTC_ID015,P07,C01,"0,25000",0.25
pseudoprofile_FTC_ID015,P07,C02,"0,15000",0.15
pseudoprofile_FTC_ID015,P07,C03,"0,35000",0.35
pseudoprofile_FTC_ID015,P07,C04,"0,20000",0.2
pseudoprofile_FTC_ID015,P07,C05,"0,55000",0.55
pseudoprofile_FTC_ID015,P07,C06,"0,60000",0.6
pseudoprofile_FTC_ID015,P07,C07,"0,20000",0.2
pseudoprofile_FTC_ID015,P07,C08,"0,10000",0.1
pseudoprofile_FTC_ID015,P08,C01,"0,20000",0.2
pseudoprofile_FTC_ID015,P08,C02,"0,15000",0.15
pseudoprofile_FTC_ID015,P08,C03,"0,10000",0.1
pseudoprofile_FTC_ID015,P08,C04,"0,25000",0.25
pseudoprofile_FTC_ID015,P08,C05,"0,30000",0.3
pseudoprofile_FTC_ID015,P08,C06,"0,40000",0.4
pseudoprofile_FTC_ID015,P08,C07,"0,30000",0.3
pseudoprofile_FTC_ID015,P08,C08,"0,25000",0.25
pseudoprofile_FTC_ID016,P01,C01,"0,60000",0.6
pseudoprofile_FTC_ID016,P01,C02,"0,80000",0.8
pseudoprofile_FTC_ID016,P01,C03,"0,95000",0.95
pseudoprofile_FTC_ID016,P01,C04,"0,60000",0.6
pseudoprofile_FTC_ID016,P01,C05,"0,60000",0.6
pseudoprofile_FTC_ID016,P01,C06,"0,50000",0.5
pseudoprofile_FTC_ID016,P01,C07,"0,75000",0.75
pseudoprofile_FTC_ID016,P02,C01,"0,80000",0.8
pseudoprofile_FTC_ID016,P02,C02,"0,75000",0.75
pseudoprofile_FTC_ID016,P02,C03,"0,85000",0.85
pseudoprofile_FTC_ID016,P02,C04,"0,40000",0.4
pseudoprofile_FTC_ID016,P02,C05,"0,65000",0.65
pseudoprofile_FTC_ID016,P02,C06,"0,95000",0.95
pseudoprofile_FTC_ID016,P02,C07,"0,80000",0.8
pseudoprofile_FTC_ID016,P03,C01,"0,75000",0.75
pseudoprofile_FTC_ID016,P03,C02,"0,75000",0.75
pseudoprofile_FTC_ID016,P03,C03,"0,50000",0.5
pseudoprofile_FTC_ID016,P03,C04,"0,20000",0.2
pseudoprofile_FTC_ID016,P03,C05,"0,40000",0.4
pseudoprofile_FTC_ID016,P03,C06,"0,60000",0.6
pseudoprofile_FTC_ID016,P03,C07,"0,70000",0.7
pseudoprofile_FTC_ID016,P04,C01,"0,50000",0.5
pseudoprofile_FTC_ID016,P04,C02,"0,65000",0.65
pseudoprofile_FTC_ID016,P04,C03,"0,70000",0.7
pseudoprofile_FTC_ID016,P04,C04,"0,30000",0.3
pseudoprofile_FTC_ID016,P04,C05,"0,95000",0.95
pseudoprofile_FTC_ID016,P04,C06,"0,45000",0.45
pseudoprofile_FTC_ID016,P04,C07,"0,85000",0.85
pseudoprofile_FTC_ID016,P05,C01,"0,65000",0.65
pseudoprofile_FTC_ID016,P05,C02,"0,30000",0.3
pseudoprofile_FTC_ID016,P05,C03,"0,20000",0.2
pseudoprofile_FTC_ID016,P05,C04,"0,10000",0.1
pseudoprofile_FTC_ID016,P05,C05,"0,20000",0.2
pseudoprofile_FTC_ID016,P05,C06,"0,25000",0.25
pseudoprofile_FTC_ID016,P05,C07,"0,70000",0.7
pseudoprofile_FTC_ID016,P06,C01,"0,35000",0.35
pseudoprofile_FTC_ID016,P06,C02,"0,35000",0.35
pseudoprofile_FTC_ID016,P06,C03,"0,20000",0.2
pseudoprofile_FTC_ID016,P06,C04,"0,10000",0.1
pseudoprofile_FTC_ID016,P06,C05,"0,60000",0.6
pseudoprofile_FTC_ID016,P06,C06,"0,20000",0.2
pseudoprofile_FTC_ID016,P06,C07,"0,55000",0.55
pseudoprofile_FTC_ID016,P07,C01,"0,90000",0.9
pseudoprofile_FTC_ID016,P07,C02,"0,65000",0.65
pseudoprofile_FTC_ID016,P07,C03,"0,60000",0.6
pseudoprofile_FTC_ID016,P07,C04,"0,10000",0.1
pseudoprofile_FTC_ID016,P07,C05,"0,25000",0.25
pseudoprofile_FTC_ID016,P07,C06,"0,40000",0.4
pseudoprofile_FTC_ID016,P07,C07,"0,55000",0.55
pseudoprofile_FTC_ID016,P08,C01,"0,50000",0.5
pseudoprofile_FTC_ID016,P08,C02,"0,75000",0.75
pseudoprofile_FTC_ID016,P08,C03,"0,80000",0.8
pseudoprofile_FTC_ID016,P08,C04,"0,85000",0.85
pseudoprofile_FTC_ID016,P08,C05,"0,30000",0.3
pseudoprofile_FTC_ID016,P08,C06,"0,70000",0.7
pseudoprofile_FTC_ID016,P08,C07,"0,65000",0.65
pseudoprofile_FTC_ID006,P01,C01,"0,15000",0.15
pseudoprofile_FTC_ID006,P01,C02,"0,15000",0.15
pseudoprofile_FTC_ID006,P01,C03,"0,40000",0.4
pseudoprofile_FTC_ID006,P01,C04,"0,90000",0.9
pseudoprofile_FTC_ID006,P01,C05,"0,70000",0.7
pseudoprofile_FTC_ID006,P02,C01,"0,50000",0.5
pseudoprofile_FTC_ID006,P02,C02,"0,55000",0.55
pseudoprofile_FTC_ID006,P02,C03,"0,80000",0.8
pseudoprofile_FTC_ID006,P02,C04,"0,80000",0.8
pseudoprofile_FTC_ID006,P02,C05,"0,45000",0.45
pseudoprofile_FTC_ID006,P03,C01,"0,60000",0.6
pseudoprofile_FTC_ID006,P03,C02,"0,70000",0.7
pseudoprofile_FTC_ID006,P03,C03,"0,80000",0.8
pseudoprofile_FTC_ID006,P03,C04,"0,65000",0.65
pseudoprofile_FTC_ID006,P03,C05,"0,35000",0.35
pseudoprofile_FTC_ID006,P04,C01,"0,80000",0.8
pseudoprofile_FTC_ID006,P04,C02,"0,85000",0.85
pseudoprofile_FTC_ID006,P04,C03,"0,70000",0.7
pseudoprofile_FTC_ID006,P04,C04,"0,45000",0.45
pseudoprofile_FTC_ID006,P04,C05,"0,30000",0.3
pseudoprofile_FTC_ID006,P05,C01,"0,30000",0.3
pseudoprofile_FTC_ID006,P05,C02,"0,30000",0.3
pseudoprofile_FTC_ID006,P05,C03,"0,50000",0.5
pseudoprofile_FTC_ID006,P05,C04,"0,70000",0.7
pseudoprofile_FTC_ID006,P05,C05,"0,25000",0.25
pseudoprofile_FTC_ID006,P06,C01,"0,35000",0.35
pseudoprofile_FTC_ID006,P06,C02,"0,90000",0.9
pseudoprofile_FTC_ID006,P06,C03,"0,60000",0.6
pseudoprofile_FTC_ID006,P06,C04,"0,30000",0.3
pseudoprofile_FTC_ID006,P06,C05,"0,20000",0.2
pseudoprofile_FTC_ID006,P07,C01,"0,20000",0.2
pseudoprofile_FTC_ID006,P07,C02,"0,20000",0.2
pseudoprofile_FTC_ID006,P07,C03,"0,60000",0.6
pseudoprofile_FTC_ID006,P07,C04,"0,75000",0.75
pseudoprofile_FTC_ID006,P07,C05,"0,50000",0.5
pseudoprofile_FTC_ID006,P08,C01,"0,10000",0.1
pseudoprofile_FTC_ID006,P08,C02,"0,15000",0.15
pseudoprofile_FTC_ID006,P08,C03,"0,35000",0.35
pseudoprofile_FTC_ID006,P08,C04,"0,60000",0.6
pseudoprofile_FTC_ID006,P08,C05,"0,85000",0.85
pseudoprofile_FTC_ID041,P01,C01,"0,85000",0.85
pseudoprofile_FTC_ID041,P01,C02,"0,90000",0.9
pseudoprofile_FTC_ID041,P01,C03,"0,60000",0.6
pseudoprofile_FTC_ID041,P01,C04,"0,40000",0.4
pseudoprofile_FTC_ID041,P01,C05,"0,45000",0.45
pseudoprofile_FTC_ID041,P01,C06,"0,50000",0.5
pseudoprofile_FTC_ID041,P02,C01,"0,70000",0.7
pseudoprofile_FTC_ID041,P02,C02,"0,50000",0.5
pseudoprofile_FTC_ID041,P02,C03,"0,75000",0.75
pseudoprofile_FTC_ID041,P02,C04,"0,50000",0.5
pseudoprofile_FTC_ID041,P02,C05,"0,55000",0.55
pseudoprofile_FTC_ID041,P02,C06,"0,70000",0.7
pseudoprofile_FTC_ID041,P03,C01,"0,50000",0.5
pseudoprofile_FTC_ID041,P03,C02,"0,30000",0.3
pseudoprofile_FTC_ID041,P03,C03,"0,20000",0.2
pseudoprofile_FTC_ID041,P03,C04,"0,85000",0.85
pseudoprofile_FTC_ID041,P03,C05,"0,90000",0.9
pseudoprofile_FTC_ID041,P03,C06,"0,80000",0.8
pseudoprofile_FTC_ID041,P04,C01,"0,60000",0.6
pseudoprofile_FTC_ID041,P04,C02,"0,30000",0.3
pseudoprofile_FTC_ID041,P04,C03,"0,40000",0.4
pseudoprofile_FTC_ID041,P04,C04,"0,35000",0.35
pseudoprofile_FTC_ID041,P04,C05,"0,30000",0.3
pseudoprofile_FTC_ID041,P04,C06,"0,50000",0.5
pseudoprofile_FTC_ID041,P05,C01,"0,45000",0.45
pseudoprofile_FTC_ID041,P05,C02,"0,25000",0.25
pseudoprofile_FTC_ID041,P05,C03,"0,50000",0.5
pseudoprofile_FTC_ID041,P05,C04,"0,80000",0.8
pseudoprofile_FTC_ID041,P05,C05,"0,80000",0.8
pseudoprofile_FTC_ID041,P05,C06,"0,60000",0.6
pseudoprofile_FTC_ID041,P06,C01,"0,55000",0.55
pseudoprofile_FTC_ID041,P06,C02,"0,20000",0.2
pseudoprofile_FTC_ID041,P06,C03,"0,65000",0.65
pseudoprofile_FTC_ID041,P06,C04,"0,25000",0.25
pseudoprofile_FTC_ID041,P06,C05,"0,30000",0.3
pseudoprofile_FTC_ID041,P06,C06,"0,70000",0.7
pseudoprofile_FTC_ID041,P07,C01,"0,40000",0.4
pseudoprofile_FTC_ID041,P07,C02,"0,20000",0.2
pseudoprofile_FTC_ID041,P07,C03,"0,45000",0.45
pseudoprofile_FTC_ID041,P07,C04,"0,60000",0.6
pseudoprofile_FTC_ID041,P07,C05,"0,50000",0.5
pseudoprofile_FTC_ID041,P07,C06,"0,40000",0.4
pseudoprofile_FTC_ID007,P01,C01,"0,92000",0.92
pseudoprofile_FTC_ID007,P01,C02,"0,80000",0.8
pseudoprofile_FTC_ID007,P01,C03,"0,60000",0.6
pseudoprofile_FTC_ID007,P01,C04,"0,50000",0.5
pseudoprofile_FTC_ID007,P01,C05,"0,45000",0.45
pseudoprofile_FTC_ID007,P01,C06,"0,40000",0.4
pseudoprofile_FTC_ID007,P02,C01,"0,85000",0.85
pseudoprofile_FTC_ID007,P02,C02,"0,75000",0.75
pseudoprofile_FTC_ID007,P02,C03,"0,70000",0.7
pseudoprofile_FTC_ID007,P02,C04,"0,50000",0.5
pseudoprofile_FTC_ID007,P02,C05,"0,35000",0.35
