dst,src,max_abs_delta_adj,argmax_delta_time_index,argmax_delta_t,range,slope,mean,sd,min,max
P07,C05,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
P07,C06,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,-0.0
P08,P03,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
P08,P04,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
P08,P05,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
P08,P06,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,-0.0
P08,P07,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
P08,C01,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
P08,C03,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
P08,C04,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
P08,C05,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,-0.0
P08,C06,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C01,P01,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
C01,P02,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
C01,P04,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C01,P05,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C01,P06,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C01,P07,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
C01,P08,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,-0.0
C01,C02,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
C01,C03,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
C01,C04,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,-0.0
C01,C05,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C01,C06,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C02,P01,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C02,P02,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
C02,P04,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C02,P06,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C02,P07,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C02,C01,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C02,C03,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C02,C04,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
C02,C05,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
C02,C06,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C03,P01,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
C03,P02,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
C03,P03,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C03,P04,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C03,P06,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C03,P07,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C03,P08,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
C03,C01,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C03,C02,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
C03,C04,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
C03,C05,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
C03,C06,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
C04,P01,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C04,P03,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C04,P04,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C04,P05,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
C04,P06,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,-0.0
C04,P07,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C04,P08,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C04,C01,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C04,C02,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
C05,P01,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C05,P03,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C05,P05,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,-0.0
C05,P07,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
C05,P08,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C05,C01,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
C05,C04,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,-0.0
C06,P01,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
C06,P02,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
C06,P03,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
C06,P04,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,-0.0
C06,P05,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C06,P06,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C06,C01,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,0.0
C06,C02,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
C06,C03,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
C06,C04,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
C06,C05,0.0,1,0.05263157894736842,0.0,0.0,0.0,0.0,-0.0,-0.0
