time_index,t,dst,src,beta,ci_low,ci_high
0,0.0,C01,C03,0.0,0.0,0.0
0,0.0,C01,C04,-0.0,-0.0,0.0
0,0.0,C01,C05,0.0,0.0,0.0070493920758773546
0,0.0,C01,C06,0.0,0.0,0.0
0,0.0,C02,P01,0.0,0.0,0.0005689876666673806
0,0.0,C02,P02,0.0,0.0,0.0
0,0.0,C02,P03,0.0,0.0,0.10818257398996473
0,0.0,C02,P04,-0.0,-0.0,0.0
0,0.0,C02,P05,-0.0,-0.0,0.0
0,0.0,C02,P06,0.0,0.0,0.01641674775324058
0,0.0,C02,P07,-0.0,0.0,0.0
0,0.0,C02,P08,-0.011584560082609639,-0.04478087285478711,0.0
0,0.0,C02,C01,0.0,0.0,0.13960687045365108
0,0.0,C02,C02,0.6259802267930547,0.42692528152010467,0.6358132901380437
0,0.0,C02,C03,0.0,0.0,0.0
0,0.0,C02,C04,0.0,0.0,0.12535105661360416
0,0.0,C02,C05,0.0,0.0,0.0
0,0.0,C02,C06,0.0,0.0,0.08906011113404436
0,0.0,C03,P01,0.0,0.0,0.021368151850240838
0,0.0,C03,P02,0.0,0.0,0.038245182014987784
0,0.0,C03,P03,0.0,0.0,0.0
0,0.0,C03,P04,0.0,0.0,0.0
0,0.0,C03,P05,0.0,0.0,0.0
0,0.0,C03,P06,0.0,0.0,0.0
0,0.0,C03,P07,0.0,0.0,0.0
0,0.0,C03,P08,0.0,0.0,0.02471428540457954
0,0.0,C03,C01,0.0,0.0,0.032786847301430826
0,0.0,C03,C02,0.0,0.0,0.0
0,0.0,C03,C03,0.5103785825443732,0.12495861721433754,0.7728958161037084
0,0.0,C03,C04,0.0,0.0,0.015879706494737255
0,0.0,C03,C05,0.0,0.0,0.01985706649232949
0,0.0,C03,C06,0.0,0.0,0.0471141516003142
0,0.0,C04,P01,-0.0,-0.0,0.0
0,0.0,C04,P02,0.0,0.0,0.05684929723662732
0,0.0,C04,P03,-0.0,0.0,0.0
0,0.0,C04,P04,0.0,0.0,0.0
0,0.0,C04,P05,0.0,0.0,0.0
0,0.0,C04,P06,-0.0,-0.012176156534793576,0.0
0,0.0,C04,P07,0.0,0.0,0.0
0,0.0,C04,P08,-0.0,-0.09152637920496551,0.0
0,0.0,C04,C01,0.0,0.0,0.007117629474374947
0,0.0,C04,C02,0.0,0.0,0.06328044113976791
0,0.0,C04,C03,0.0,0.0,0.06614459810101471
0,0.0,C04,C04,0.6427935386051549,0.48631398752787014,0.7057040852081093
0,0.0,C04,C05,-0.0,-0.03493987372385652,0.0
0,0.0,C04,C06,0.0,0.0,0.10361645564431596
0,0.0,C05,P01,-0.0,-0.08984925980096596,0.0
0,0.0,C05,P02,-0.2025378694922948,-0.285607457383019,0.0
0,0.0,C05,P03,-0.0,-0.0,0.0
0,0.0,C05,P04,-0.10620797116940103,-0.3242386593101773,0.0
0,0.0,C05,P05,-0.0,-0.021230860915000448,0.0
0,0.0,C05,P06,0.11745096036820968,0.0,0.27360137046113175
0,0.0,C05,P07,0.0,0.0,0.18273914602207125
0,0.0,C05,P08,-0.0,-0.04114872029526971,0.0
0,0.0,C05,C01,0.0,0.0,0.0
0,0.0,C05,C02,0.16756704887231685,0.0,0.3486635608938332
0,0.0,C05,C03,-0.0,-0.00024423882236956516,0.0
0,0.0,C05,C04,-0.0,-0.1409277768468622,0.0
0,0.0,C05,C05,0.30644672099070774,0.07357602154338794,0.5660797992510995
0,0.0,C05,C06,0.06477462764227257,0.0,0.23666498399820868
0,0.0,C06,P01,0.0,0.0,0.056337979313484825
0,0.0,C06,P02,0.0,0.0,0.0
0,0.0,C06,P03,0.0,0.0,0.017987079414484904
0,0.0,C06,P04,-0.0,-0.0,0.0
0,0.0,C06,P05,0.0,0.0,0.0
0,0.0,C06,P06,0.0,0.0,0.10795956519393758
0,0.0,C06,P07,-0.0,-0.0,0.0
0,0.0,C06,P08,-0.0,0.0,0.0
0,0.0,C06,C01,0.0,0.0,0.11751718825191185
0,0.0,C06,C02,0.0,0.0,0.10117174927865535
0,0.0,C06,C03,0.0,0.0,0.0
0,0.0,C06,C04,0.0,0.0,0.03274099549318598
0,0.0,C06,C05,-0.0,-0.015230508579029219,0.0
0,0.0,C06,C06,0.6456249399578748,0.5063074858359835,0.6803811646017028
1,0.05263157894736842,P01,P01,0.661939077754048,0.5361070405681663,0.767608198505118
1,0.05263157894736842,P01,P02,0.0,0.0,0.026271818901535002
1,0.05263157894736842,P01,P03,0.0,0.0,0.018280293561546188
1,0.05263157894736842,P01,P04,0.0,0.0,0.0
1,0.05263157894736842,P01,P05,-0.0,0.0,0.0
1,0.05263157894736842,P01,P06,-0.0,-0.05614775345587586,0.0
1,0.05263157894736842,P01,P07,0.0,0.0,0.0
1,0.05263157894736842,P01,P08,0.0,-0.0,0.02953013188088417
1,0.05263157894736842,P01,C01,0.0,0.0,0.0
1,0.05263157894736842,P01,C02,-0.0,0.0,0.0
1,0.05263157894736842,P01,C03,0.0,0.0,0.0
1,0.05263157894736842,P01,C04,-0.0,-0.0,0.0
1,0.05263157894736842,P01,C05,-0.0,-0.0,0.0
1,0.05263157894736842,P01,C06,-0.0,-0.04840605470294279,0.0
1,0.05263157894736842,P02,P01,0.0,0.0,0.006828517396261605
1,0.05263157894736842,P02,P02,0.7254161954331736,0.5111852364244939,0.8444585064871172
1,0.05263157894736842,P02,P03,-0.0,-0.0,0.0
1,0.05263157894736842,P02,P04,0.0,0.0,0.0
1,0.05263157894736842,P02,P05,0.0,0.0,0.014902655931896687
1,0.05263157894736842,P02,P06,-0.0,-0.041268583685628836,0.0
1,0.05263157894736842,P02,P07,0.0,0.0,0.0
1,0.05263157894736842,P02,P08,0.0,0.0,0.025040442833256998
1,0.05263157894736842,P02,C01,0.0,0.0,0.0
1,0.05263157894736842,P02,C02,0.0,0.0,0.0
1,0.05263157894736842,P02,C03,0.0,0.0,0.0
1,0.05263157894736842,P02,C04,0.0,0.0,0.0
1,0.05263157894736842,P02,C05,-0.0,-0.0,0.0
1,0.05263157894736842,P02,C06,0.0,0.0,0.01031450687875109
1,0.05263157894736842,P03,P01,0.0,0.0,0.13280962789689976
1,0.05263157894736842,P03,P02,-0.0,0.0,0.0
1,0.05263157894736842,P03,P03,0.6351083706136692,0.45047853014623795,0.7050682335015634
1,0.05263157894736842,P03,P04,0.0,0.0,0.0
1,0.05263157894736842,P03,P05,-0.0,-0.0,0.0
1,0.05263157894736842,P03,P06,-0.0,0.0,0.0
1,0.05263157894736842,P03,P07,0.0,0.0,0.0028457541338856723
1,0.05263157894736842,P03,P08,0.0,0.0,0.07684290286556666
1,0.05263157894736842,P03,C01,0.0,0.0,0.0
1,0.05263157894736842,P03,C02,0.0,0.0,0.03007906347875271
1,0.05263157894736842,P03,C03,0.0,0.0,0.04131811501738653
1,0.05263157894736842,P03,C04,-0.0,-0.0,0.0
1,0.05263157894736842,P03,C05,-0.0,-0.0,0.0
1,0.05263157894736842,P03,C06,-0.0,0.0,0.0
1,0.05263157894736842,P04,P01,0.0,0.0,0.0
1,0.05263157894736842,P04,P02,0.0,0.0,0.037737569026038656
1,0.05263157894736842,P04,P03,0.0,0.0,0.014072694163483656
1,0.05263157894736842,P04,P04,0.5693061760122539,0.44345108033734676,0.6433524076411028
1,0.05263157894736842,P04,P05,0.0,0.0,0.0
1,0.05263157894736842,P04,P06,-0.05061294467262093,-0.080429079122211,0.0
1,0.05263157894736842,P04,P07,0.07962333816757892,0.0,0.17325046019439014
1,0.05263157894736842,P04,P08,0.0,0.0,0.03922164127807978
1,0.05263157894736842,P04,C01,0.0,0.0,0.0002509004022016287
1,0.05263157894736842,P04,C02,0.0,0.0,0.009461021741884876
1,0.05263157894736842,P04,C03,0.0,0.0,0.0150758136226419
1,0.05263157894736842,P04,C04,0.0,0.0,0.0020974744703776593
1,0.05263157894736842,P04,C05,-0.0,-0.027609146616645264,0.0
1,0.05263157894736842,P04,C06,-0.0,0.0,0.0
1,0.05263157894736842,P05,P01,0.0,0.0,0.01337316172994878
1,0.05263157894736842,P05,P02,0.0,0.0,0.014783248793967146
1,0.05263157894736842,P05,P03,0.0,0.0,0.0
1,0.05263157894736842,P05,P04,0.0,0.0,0.0
1,0.05263157894736842,P05,P05,0.6003015187957537,0.4434873573346612,0.7017620676575558
1,0.05263157894736842,P05,P06,-0.040731772004018646,-0.10568477471079418,0.0
1,0.05263157894736842,P05,P07,0.0,0.0,0.020516181455432103
1,0.05263157894736842,P05,P08,0.0,0.0,0.0
1,0.05263157894736842,P05,C01,-0.0,-0.0,0.0
1,0.05263157894736842,P05,C02,0.0,0.0,0.0
1,0.05263157894736842,P05,C03,-0.0,-0.0,0.0
1,0.05263157894736842,P05,C04,0.0,0.0,0.0
1,0.05263157894736842,P05,C05,-0.0,-0.0666937092664991,0.0
1,0.05263157894736842,P05,C06,0.0,0.0,0.0
1,0.05263157894736842,P06,P01,-0.0,-0.0,0.0
1,0.05263157894736842,P06,P02,-0.0,-6.317971651477453e-05,0.0
1,0.05263157894736842,P06,P03,-0.0,-0.0,0.0
1,0.05263157894736842,P06,P04,-0.0,-0.0,0.0
1,0.05263157894736842,P06,P05,-0.0,-2.724253793814187e-05,0.0
1,0.05263157894736842,P06,P06,0.864893559003629,0.7860999135826146,0.8970609228587094
1,0.05263157894736842,P06,P07,-0.0,-0.0,0.0
1,0.05263157894736842,P06,P08,-0.0,-0.0,0.0
1,0.05263157894736842,P06,C01,0.0,0.0,0.0
1,0.05263157894736842,P06,C02,-0.0,-0.0,0.0
1,0.05263157894736842,P06,C03,-0.0,0.0,0.0
1,0.05263157894736842,P06,C04,-0.0,-0.011392942511756913,0.0
1,0.05263157894736842,P06,C05,0.0,0.0,0.004998675083232971
1,0.05263157894736842,P06,C06,-0.0,-0.0,0.0
1,0.05263157894736842,P07,P01,0.0,0.0,0.0
1,0.05263157894736842,P07,P02,0.0,0.0,8.541054356416727e-05
1,0.05263157894736842,P07,P03,0.0,0.0,0.0
1,0.05263157894736842,P07,P04,0.0,0.0,0.04231116282372105
1,0.05263157894736842,P07,P05,0.0,0.0,0.00025825375772707245
1,0.05263157894736842,P07,P06,-0.0,-0.032606467645193496,0.0
1,0.05263157894736842,P07,P07,0.6504540770077178,0.47891615918138086,0.7893507969764373
1,0.05263157894736842,P07,P08,-0.0,-0.0,0.0
1,0.05263157894736842,P07,C01,0.0,0.0,0.017272420151188937
1,0.05263157894736842,P07,C02,0.0,0.0,0.02201167436927854
1,0.05263157894736842,P07,C03,0.0,0.0,0.0
1,0.05263157894736842,P07,C04,0.0,0.0,0.0
1,0.05263157894736842,P07,C05,-0.0,-0.0,0.0
1,0.05263157894736842,P07,C06,-0.0,-0.0,0.0
1,0.05263157894736842,P08,P01,0.0,0.0,0.0
1,0.05263157894736842,P08,P02,-0.0,0.0,0.0
1,0.05263157894736842,P08,P03,0.0,0.0,0.0
1,0.05263157894736842,P08,P04,0.0,0.0,0.001099580482806742
1,0.05263157894736842,P08,P05,0.0,0.0,0.02917233471985272
1,0.05263157894736842,P08,P06,-0.0,-0.04244903659615187,0.0
1,0.05263157894736842,P08,P07,0.0,0.0,0.0
1,0.05263157894736842,P08,P08,0.7756933350656563,0.6561913051320274,0.8249660629342161
1,0.05263157894736842,P08,C01,-0.0,0.0,0.0
1,0.05263157894736842,P08,C02,-0.0,-0.0,0.0
1,0.05263157894736842,P08,C03,0.0,0.0,0.0
1,0.05263157894736842,P08,C04,0.0,0.0,0.0
1,0.05263157894736842,P08,C05,-0.0,0.0,0.0
1,0.05263157894736842,P08,C06,-0.0,-0.00017573300264631323,0.0
1,0.05263157894736842,C01,P01,0.0,0.0,0.0004680693102801649
1,0.05263157894736842,C01,P02,0.0,0.0,0.0
1,0.05263157894736842,C01,P03,0.0,0.0,0.0
1,0.05263157894736842,C01,P04,-0.0,0.0,0.0
1,0.05263157894736842,C01,P05,-0.0,-0.0,0.0
1,0.05263157894736842,C01,P06,0.0,-0.00016183338401483226,0.03315730231172143
1,0.05263157894736842,C01,P07,0.0,0.0,0.0
1,0.05263157894736842,C01,P08,-0.0,-0.020389429806511,0.0
1,0.05263157894736842,C01,C01,0.6604668664343208,0.5694019159044462,0.7940095933638431
1,0.05263157894736842,C01,C02,0.0,0.0,0.03623724417062581
1,0.05263157894736842,C01,C03,0.0,0.0,0.0
1,0.05263157894736842,C01,C04,-0.0,0.0,0.0
1,0.05263157894736842,C01,C05,0.0,0.0,0.0014817809597639604
1,0.05263157894736842,C01,C06,0.0,0.0,0.0
1,0.05263157894736842,C02,P01,0.0,0.0,0.0006592710358486874
1,0.05263157894736842,C02,P02,0.0,0.0,0.0
1,0.05263157894736842,C02,P03,0.0,0.0,0.11424945230026899
1,0.05263157894736842,C02,P04,0.0,0.0,0.0
1,0.05263157894736842,C02,P05,-0.0,-0.0,0.0
1,0.05263157894736842,C02,P06,0.0,0.0,0.0049862097692082085
1,0.05263157894736842,C02,P07,0.0,0.0,0.0
1,0.05263157894736842,C02,P08,-0.006391603564102976,-0.038495842500195936,0.0
1,0.05263157894736842,C02,C01,0.0,0.0,0.11852102768138546
1,0.05263157894736842,C02,C02,0.6303025036807861,0.4514980350076562,0.6480787826285445
1,0.05263157894736842,C02,C03,0.0,0.0,0.0
1,0.05263157894736842,C02,C04,0.0,0.0,0.1113812497736036
1,0.05263157894736842,C02,C05,0.0,0.0,0.0
1,0.05263157894736842,C02,C06,0.0,0.0,0.08126394497420643
1,0.05263157894736842,C03,P01,0.0,0.0,0.020146660087095293
1,0.05263157894736842,C03,P02,0.0,-0.0,0.04299976389020757
1,0.05263157894736842,C03,P03,0.0,0.0,0.0
1,0.05263157894736842,C03,P04,0.0,0.0,0.0
1,0.05263157894736842,C03,P05,0.0,0.0,0.0
1,0.05263157894736842,C03,P06,-0.0,0.0,0.0
1,0.05263157894736842,C03,P07,0.0,0.0,0.0
1,0.05263157894736842,C03,P08,0.0,0.0,0.013611074960668062
1,0.05263157894736842,C03,C01,0.0,0.0,0.023314297256373268
1,0.05263157894736842,C03,C02,0.0,0.0,0.0
1,0.05263157894736842,C03,C03,0.5595936122871437,0.17038958803162313,0.7951545595047403
1,0.05263157894736842,C03,C04,0.0,0.0,0.014106720409667721
1,0.05263157894736842,C03,C05,0.0,0.0,0.02076476086609002
1,0.05263157894736842,C03,C06,0.0,0.0,0.040660678677946566
1,0.05263157894736842,C04,P01,0.0,-0.0,0.0
1,0.05263157894736842,C04,P02,0.0,0.0,0.05943869544919619
1,0.05263157894736842,C04,P03,-0.0,0.0,0.0
1,0.05263157894736842,C04,P04,0.0,0.0,0.0
1,0.05263157894736842,C04,P05,0.0,0.0,0.0
1,0.05263157894736842,C04,P06,-0.0,-0.009092315735554376,0.0
1,0.05263157894736842,C04,P07,0.0,0.0,0.0
1,0.05263157894736842,C04,P08,-0.0,-0.08792656413401716,0.0
1,0.05263157894736842,C04,C01,0.0,0.0,0.001042674846313959
1,0.05263157894736842,C04,C02,0.0,0.0,0.07078058365810849
1,0.05263157894736842,C04,C03,0.0,0.0,0.06822523823452645
1,0.05263157894736842,C04,C04,0.6524199807928958,0.5011060867444456,0.7087102273010472
1,0.05263157894736842,C04,C05,-0.0,-0.03547211037043999,0.0
1,0.05263157894736842,C04,C06,0.0,0.0,0.10676872464928591
1,0.05263157894736842,C05,P01,-0.0,-0.0790635464041717,0.0
1,0.05263157894736842,C05,P02,-0.20294475872228382,-0.2852131914384577,0.0
1,0.05263157894736842,C05,P03,-0.0,-0.0,0.0
1,0.05263157894736842,C05,P04,-0.08328855931869868,-0.30304576541338135,0.0
1,0.05263157894736842,C05,P05,-0.0,-0.02761769297380289,0.0
1,0.05263157894736842,C05,P06,0.123531778984876,0.0,0.27322246729904237
1,0.05263157894736842,C05,P07,0.0,0.0,0.14256765145289543
1,0.05263157894736842,C05,P08,-0.0,-0.03238690294030019,0.0
1,0.05263157894736842,C05,C01,0.0,0.0,0.0
1,0.05263157894736842,C05,C02,0.15562338151583072,0.0,0.34602823944318567
1,0.05263157894736842,C05,C03,-0.0,-0.0012613211715369243,0.0
1,0.05263157894736842,C05,C04,-0.0,-0.1301392270236594,0.0
1,0.05263157894736842,C05,C05,0.3193987235580867,0.09933779991177057,0.5642415863637292
1,0.05263157894736842,C05,C06,0.06435155322813045,0.0,0.2194929281379565
1,0.05263157894736842,C06,P01,0.0,0.0,0.04638039448540326
1,0.05263157894736842,C06,P02,0.0,0.0,0.0
1,0.05263157894736842,C06,P03,0.0,0.0,0.009359930300063504
1,0.05263157894736842,C06,P04,-0.0,-0.0,0.0
1,0.05263157894736842,C06,P05,0.0,0.0,0.0
1,0.05263157894736842,C06,P06,0.0,0.0,0.10413417171456416
1,0.05263157894736842,C06,P07,-0.0,-0.0,0.0
1,0.05263157894736842,C06,P08,-0.0,0.0,0.0
1,0.05263157894736842,C06,C01,0.0,0.0,0.1088439510438664
1,0.05263157894736842,C06,C02,0.0,0.0,0.09865634154090176
1,0.05263157894736842,C06,C03,0.0,0.0,0.0
1,0.05263157894736842,C06,C04,0.0,0.0,0.03014745128937201
1,0.05263157894736842,C06,C05,-0.0,-0.016233644445757017,0.0
1,0.05263157894736842,C06,C06,0.646810309850033,0.5195107947697701,0.6804682564186633
2,0.10526315789473684,P01,P01,0.6756829132196932,0.5620655733698633,0.7725537575127618
2,0.10526315789473684,P01,P02,0.0,0.0,0.029933756462800422
2,0.10526315789473684,P01,P03,0.0,0.0,0.02214892797593002
2,0.10526315789473684,P01,P04,0.0,0.0,0.00038664106973485636
2,0.10526315789473684,P01,P05,-0.0,0.0,0.0
2,0.10526315789473684,P01,P06,-0.0,-0.05586303738606109,0.0
2,0.10526315789473684,P01,P07,0.0,0.0,0.0
2,0.10526315789473684,P01,P08,0.0,-0.0,0.021308541521919425
2,0.10526315789473684,P01,C01,0.0,0.0,0.0
2,0.10526315789473684,P01,C02,-0.0,0.0,0.0
2,0.10526315789473684,P01,C03,0.0,0.0,0.0
2,0.10526315789473684,P01,C04,-0.0,-0.0,0.0
2,0.10526315789473684,P01,C05,-0.0,-0.0,0.0
2,0.10526315789473684,P01,C06,-0.0,-0.044516748606109886,0.0
2,0.10526315789473684,P02,P01,0.0,0.0,0.00345445891742407
2,0.10526315789473684,P02,P02,0.7364412624773213,0.5113527579177679,0.8488447608309004
2,0.10526315789473684,P02,P03,-0.0,-0.0,0.0
2,0.10526315789473684,P02,P04,0.0,0.0,0.0
2,0.10526315789473684,P02,P05,0.0,0.0,0.024119367062067323
2,0.10526315789473684,P02,P06,-0.0,-0.040549513908308424,0.0
2,0.10526315789473684,P02,P07,0.0,0.0,0.0
2,0.10526315789473684,P02,P08,0.0,0.0,0.021059423040612087
2,0.10526315789473684,P02,C01,0.0,0.0,0.0
2,0.10526315789473684,P02,C02,0.0,0.0,0.0
2,0.10526315789473684,P02,C03,0.0,0.0,0.0
2,0.10526315789473684,P02,C04,0.0,0.0,0.0
2,0.10526315789473684,P02,C05,-0.0,-0.0,0.0
2,0.10526315789473684,P02,C06,0.0,0.0,0.00476770034037757
2,0.10526315789473684,P03,P01,0.0,0.0,0.12898039793783564
2,0.10526315789473684,P03,P02,-0.0,0.0,0.0
2,0.10526315789473684,P03,P03,0.6523967992572902,0.45962385395377536,0.7119546632873514
2,0.10526315789473684,P03,P04,0.0,0.0,0.0
2,0.10526315789473684,P03,P05,-0.0,-0.0,0.0
2,0.10526315789473684,P03,P06,-0.0,0.0,0.0
2,0.10526315789473684,P03,P07,0.0,0.0,0.014763704226064246
2,0.10526315789473684,P03,P08,0.0,0.0,0.06766083622168757
2,0.10526315789473684,P03,C01,0.0,0.0,0.0
2,0.10526315789473684,P03,C02,0.0,0.0,0.03361242380233584
2,0.10526315789473684,P03,C03,0.0,0.0,0.059657881263710466
2,0.10526315789473684,P03,C04,-0.0,0.0,0.0
2,0.10526315789473684,P03,C05,-0.0,-0.0,0.0
2,0.10526315789473684,P03,C06,-0.0,0.0,0.0
2,0.10526315789473684,P04,P01,0.0,0.0,0.0
2,0.10526315789473684,P04,P02,0.0,0.0,0.03127808037105778
2,0.10526315789473684,P04,P03,0.0,0.0,0.021157653389164265
2,0.10526315789473684,P04,P04,0.5822685987075759,0.4635592016035006,0.6500019976011894
2,0.10526315789473684,P04,P05,0.0,0.0,0.0
2,0.10526315789473684,P04,P06,-0.050214100014261506,-0.0748329576594587,0.0
2,0.10526315789473684,P04,P07,0.09181441361723254,0.0,0.1749625308383357
2,0.10526315789473684,P04,P08,0.0,0.0,0.03125408713886923
2,0.10526315789473684,P04,C01,0.0,0.0,0.0038329258386539623
2,0.10526315789473684,P04,C02,0.0,0.0,0.010886558094891537
2,0.10526315789473684,P04,C03,0.0,0.0,0.02005698519913596
2,0.10526315789473684,P04,C04,0.0,0.0,0.0010537390002139189
2,0.10526315789473684,P04,C05,-0.0,-0.028461772788461452,0.0
2,0.10526315789473684,P04,C06,-0.0,0.0,0.0
